ticker,exchange,name,tv_symbol,tv_name,tv_exchange,tv_type,tv_sector,tv_industry,sector_update,decision
ADJ.P,TSXV,AD4 Capital Corp.,ADJ.P,AD4 Capital Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
ADMF3,B3,CIABRASF CIA BRASILEIRA DE SERVIÇOS FINANCEIROS SA,,,,,,,,no_tradingview_match
AEET,LSE,Aquila Energy Efficiency Trust PLC,AEET,Parvus Energy Efficiency Trust plc,LSE,fund,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
AFR,TSXV,AFR NuVenture Resources Inc.,,,,,,,,no_tradingview_match
AFRY,STO,Afry AB,AFRY,AFRY AB Class B,OMXSTO,stock,Commercial Services,Miscellaneous Commercial Services,,name_mismatch
AFV.P,TSXV,Apolo V Acquisition Corp.,,,,,,,,no_tradingview_match
AGBK,NYSE,AGI Inc,AGBK,AGI Inc Class A,NYSE,stock,Finance,Regional Banks,,name_mismatch
AGBK4,B3,BANCO AGIBANK S.A.,,,,,,,,no_tradingview_match
AGES-B,STO,AGES Industri AB (publ),AGES_B,AGES Industri AB,OMXSTO,stock,Producer Manufacturing,Industrial Conglomerates,Industrials,accept
AGET,TSXV,AGEDB Technology Ltd.,AGET,AGEDB Technology Ltd,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
AGF,TSX,AGF Management Limited,,,,,,,,no_tradingview_match
AGMR,TSXV,Silver Mountain Resources Inc.,,,,,,,,no_tradingview_match
AGRA4,B3,AGRALE S/A,,,,,,,,no_tradingview_match
AGROUP,STO,Arlandastad Group AB,AGROUP,Arlandastad Group AB,OMXSTO,stock,Finance,Real Estate Development,Real Estate,accept
AGTIRA-B,STO,Agtira AB,AGTIRA_B,Agtira AB Class B,OMXSTO,stock,Process Industries,Agricultural Commodities/Milling,Consumer Staples,accept
AGVI,LSE,Aberforth Geared Value &,AGVI,Aberforth Geared Value & Income Trust PLC,LSE,fund,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
AGYO,BIST,ATAKULE GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,AGYO,Atakule Gayrimenkul Yatirim Ortakligi A.S.,BIST,stock,Finance,Real Estate Investment Trusts,Real Estate,accept
AGZI,LSE,Aberforth Geared Value & Income Trust plc,AGZI,Aberforth Geared Value & Income Trust PLC Accum Shs -ZDP- GBP,LSE,fund,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
AIK-B,STO,AIK Fotboll B,,,,,,,,no_tradingview_match
AIRJW,NASDAQ,Montana Technologies Corporation,,,,,,,,no_tradingview_match
AKFIS,BIST,AKFEN İNŞAAT TURİZM VE TİCARET A.Ş.,AKFIS,Akfen insaat Turizm ve Ticaret AS,BIST,stock,Industrial Services,Engineering & Construction,Industrials,accept
AKSGY,BIST,AKİŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,AKSGY,Akis Gayrimenkul Yatirim Ortakligi A.S.,BIST,stock,Finance,Real Estate Investment Trusts,Real Estate,accept
AKSUE,BIST,AKSU ENERJİ VE TİCARET A.Ş.,AKSUE,Aksu Enerji ve Ticaret A.S.,BIST,stock,Utilities,Alternative Power Generation,Utilities,accept
AKYHO,BIST,AKDENİZ YATIRIM HOLDİNG A.Ş.,AKYHO,Akdeniz Yatirim Holding A.S.,BIST,stock,Commercial Services,Miscellaneous Commercial Services,,unsupported_sector
ALARK,BIST,ALARKO HOLDİNG A.Ş.,ALARK,Alarko Holding A.S.,BIST,stock,Finance,Real Estate Development,Real Estate,accept
ALBERT,STO,eEducation Albert AB,ALBERT,eEducation Albert AB,OMXSTO,stock,Technology Services,Packaged Software,Information Technology,accept
ALBH,LSE,ALUMINIUM BAHRAIN B.S.C. GDR (EACH REPR 1/5 ORD) (REG S),,,,,,,,no_tradingview_match
ALBRK,BIST,ALBARAKA TÜRK KATILIM BANKASI A.Ş.,ALBRK,Albaraka Turk Katilim Bankasi A.S.,BIST,stock,Finance,Major Banks,Financials,accept
ALBT.P,TSXV,Albatros Acquisition Corporation Inc.,ALBT.P,"Albatros Acquisition Corp., Inc.",TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
ALCTL,BIST,ALCATEL LUCENT TELETAŞ TELEKOMÜNİKASYON A.Ş.,ALCTL,Alcatel Lucent Teletas Telekomunikasyon A.S.,BIST,stock,Electronic Technology,Telecommunications Equipment,Information Technology,accept
ALDD.P,TSXV,ALDD Ventures Corp.,ALDD.P,ALDD Ventures Corp,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
ALFA-UN,TSXV,Margaux Real Estate Investment Trust,ALFA.UN,Margaux Real Estate Investment Trust,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
ALFAS,BIST,ALFA SOLAR ENERJİ SANAYİ VE TİCARET A.Ş.,ALFAS,ALFA SOLAR ENERJI SANAYI VE TICARET A.S.,BIST,stock,Utilities,Alternative Power Generation,Utilities,accept
ALGYO,BIST,ALARKO GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,ALGYO,Alarko Gayrimenkul Yatirim Ortakligi A.S.,BIST,stock,Finance,Real Estate Investment Trusts,Real Estate,accept
ALKIM,BIST,ALKİM ALKALİ KİMYA A.Ş.,ALKIM,Alkim Alkali Kimya A.S.,BIST,stock,Process Industries,Pulp & Paper,Materials,accept
ALKLC,BIST,ALTINKILIÇ GIDA VE SÜT SANAYİ TİCARET A.Ş.,ALKLC,Altinkilic Gida ve Sut Sanayi Ticaret AS,BIST,stock,Consumer Non-Durables,Food: Meat/Fish/Dairy,Consumer Staples,accept
ALLEI,STO,Alleima AB (publ),ALLEI,Alleima AB,OMXSTO,stock,Non-Energy Minerals,Steel,Materials,accept
ALLIGO-B,STO,Alligo AB Series B,ALLIGO_B,Alligo AB Class B,OMXSTO,stock,Distribution Services,Wholesale Distributors,,name_mismatch
ALPCOT-B,STO,Alpcot Holding AB Series B,ALPCOT_B,Alpcot Holding AB Class B,OMXSTO,stock,Finance,Finance/Rental/Leasing,,name_mismatch
ALTF,TASE,Altshuler Shaham Financial LTD,ALTF,ALTSHULER SHAHAM FINANCIAL LTD,TASE,stock,Finance,Investment Managers,Financials,accept
ALTNY,BIST,ALTINAY SAVUNMA TEKNOLOJİLERİ A.Ş.,ALTNY,Altinay Savunma Teknolojileri A.S.,BIST,stock,Electronic Technology,Aerospace & Defense,Industrials,accept
ALTR.P,TSXV,Alterego Ventures 24 Corp.,ALTR.P,Alterego Ventures 24 Corp,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
ALUMA,TASE,Aluma Infrastructure Fund 2020 Ltd,ALUMA,Aluma Infrastructure Fund (2020) Ltd.,TASE,stock,Miscellaneous,Investment Trusts/Mutual Funds,,unsupported_sector
ALVES,BIST,ALVES KABLO SANAYİ VE TİCARET A.Ş.,ALVES,Alves Kablo Sanayi ve Ticaret A. S.,BIST,stock,Producer Manufacturing,Electrical Products,Industrials,accept
ALVO-SDB,STO,Alvotech SDB,ALVO_SDB,Alvotech Swedish Depository Receipt Repr 1 Sh,OMXSTO,dr,Health Technology,Biotechnology,,asset_type_mismatch
AMBEY,NSE_IN,Ambey Laboratories Limited,AMBEY,Dhansa Labs Limited,NSE,stock,Process Industries,Chemicals: Agricultural,,name_mismatch
AMCO,LSE,Amcomri Group plc,AMCO,Amcomri Group Plc,LSE,stock,Finance,Financial Conglomerates,,unsupported_sector
AMG.P,TSXV,AMG Acquisition Corp.,AMG.P,AMG Acquisition Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
AMIF,LSE,Amicorp FS (UK) PLC,AMIF,Amicorp FS (UK) PLC,LSE,stock,Finance,Investment Managers,Financials,accept
AMRQ,LSE,Amaroq Minerals Ltd.,AMRQ,Amaroq Ltd.,LSE,stock,Non-Energy Minerals,Precious Metals,,name_mismatch
AMV.P,TSXV,AMV II Capital Corporation,AMV.P,AMV II Capital Corporation,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
AMV0,XETRA,AUMOVIO SE,AMV0,Aumovio SE,XETR,stock,Producer Manufacturing,Auto Parts: OEM,Industrials,accept
AMYA.P,TSXV,Amaya Big Sky Capital Corp.,AMYA.P,Amaya Big Sky Capital Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
AMZG3,B3,AMAZONAS DISTRIBUIDORA DE ENERGIA S.A.,,,,,,,,no_tradingview_match
AN3,ASX,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED.,,,,,,,,no_tradingview_match
ANELE,BIST,ANEL ELEKTRİK PROJE TAAHHÜT VE TİCARET A.Ş.,ANELE,Anel Elektrik Proje Taahhut ve Ticaret A.S.,BIST,stock,Industrial Services,Engineering & Construction,Industrials,accept
ANHYT,BIST,ANADOLU HAYAT EMEKLİLİK A.Ş.,ANHYT,Anadolu Hayat Emeklilik A.S.,BIST,stock,Finance,Life/Health Insurance,Financials,accept
ANSGR,BIST,ANADOLU ANONİM TÜRK SİGORTA ŞİRKETİ,ANSGR,Anadolu Anonim Turk Sigorta Sirketi A.S.,BIST,stock,Finance,Property/Casualty Insurance,Financials,accept
AOCC.P,TSXV,Artrari One Capital Corp.,AOCC.P,Artrari One Capital Corp,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
AOTI,LSE,AOTI Inc,AOTI,"AOTI, Inc.",LSE,stock,Health Technology,Medical Specialties,,name_mismatch
APLABPP,BSE_IN,Aplab Ltd,APLABPP,Aplab Limited TEMP,BSE,stock,Electronic Technology,Electronic Equipment/Instruments,,name_mismatch
APOTEA,STO,Apotea,APOTEA,Apotea AB,OMXSTO,stock,Retail Trade,Drugstore Chains,Consumer Staples,accept
APTA,LSE,Aptamer Group PLC,APTA,Aptamer Group Plc,LSE,stock,Health Technology,Biotechnology,Health Care,accept
AQR.P,TSXV,Anquiro Ventures Ltd.,,,,,,,,no_tradingview_match
ARASE,BIST,DOĞU ARAS ENERJİ YATIRIMLARI A.Ş.,ARASE,Dogu Aras Enerji Yatirimlari AS,BIST,stock,Utilities,Electric Utilities,Utilities,accept
ARBO-A,STO,Arbona AB (publ),,,,,,,,no_tradingview_match
ARCLK,BIST,ARÇELİK A.Ş.,ARCLK,Arcelik A.S.,BIST,stock,Consumer Durables,Electronics/Appliances,Consumer Discretionary,accept
ARCTIC,STO,Arctic Blue Beverages AB,ARCTIC,Arctic Blue Beverages AB,OMXSTO,stock,Consumer Non-Durables,Beverages: Alcoholic,Consumer Staples,accept
ARDYZ,BIST,ARD GRUP BİLİŞİM TEKNOLOJİLERİ A.Ş.,ARDYZ,ARD Grup Bilisim Teknolojileri AS,BIST,stock,Technology Services,Packaged Software,Information Technology,accept
ARENA,BIST,ARENA BİLGİSAYAR SANAYİ VE TİCARET A.Ş.,ARENA,Arena Bilgisayar AS,BIST,stock,Distribution Services,Electronics Distributors,,name_mismatch
ARFA,STO,Arctic Falls,ARFA,Arctic Falls AB,OMXSTO,stock,Consumer Services,Other Consumer Services,Consumer Discretionary,accept
ARFYE,BIST,ARF BİO YENİLENEBİLİR ENERJİ ÜRETİM A.Ş.,ARFYE,ARF Bio Yenilenebilir Enerji Uretim AS,BIST,stock,Utilities,Alternative Power Generation,Utilities,accept
ARGH,TSXV,Argo Corporation,ARGH,Argo Corporation,TSXV,stock,Technology Services,Internet Software/Services,,name_mismatch
ARMGD,BIST,ARMADA GIDA TİCARET SANAYİ A.Ş.,ARMGD,Armada Gida Ticaret ve Sanayi Anonim Sirketi,BIST,stock,Consumer Non-Durables,Food: Major Diversified,Consumer Staples,accept
ARMOUR,NSE_IN,Armour Security (India) Limited,ARMOUR,Armour Security (India) Ltd.,NSE,stock,Commercial Services,Miscellaneous Commercial Services,,unsupported_sector
AROC.P,TSXV,Argo Opportunity Corp.,AROC.P,Argo Opportunity Corp,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
ARPAK,PSX,Arpak International Investment Limited,ARPAK,Arpak International Investments Ltd.,PSX,stock,Finance,Investment Banks/Brokers,,name_mismatch
ARPL,STO,Arla Plast AB,ARPL,Arla Plast AB,OMXSTO,stock,Producer Manufacturing,Miscellaneous Manufacturing,Industrials,accept
ARSAN,BIST,ARSAN HOLDİNG A.Ş.,ARSAN,Arsan Holding A.S.,BIST,stock,Process Industries,Textiles,Materials,accept
ARSIFHDG,BSE_IN,Arudha Hybrid Long- Short Fund Direct Plan-Growth,ARSIFHDG,Arudha Hybrid Long- Short Fund Direct Plan-Growth Units Direct Plan-Growth,BSE,fund,,,,asset_type_mismatch
ARSIFHRG,BSE_IN,Arudha Hybrid Long- Short Fund Regular Plan-Growth,ARSIFHRG,Arudha Hybrid Long- Short Fund Regular Plan-Growth Units -Regular Plan-Growth,BSE,fund,,,,asset_type_mismatch
ARSIFHRHD,BSE_IN,Arudha Hybrid Long- Short Fund Direct Plan-Half yearly IDCW,ARSIFHRHD,Arudha Hybrid Long-Short Fund Units Direct Plan-Half yearly IDCW,BSE,fund,,,,asset_type_mismatch
ARSIFHRMD,BSE_IN,Arudha Hybrid Long- Short Fund Regular Plan-Monthly IDCW,ARSIFHRMD,Arudha Hybrid Long- Short Fund Regular Plan-Monthly IDCW Units Regular Plan-Monthly IDCW,BSE,fund,,,,asset_type_mismatch
ARTMS,BIST,ARTEMİS HALI A.Ş.,ARTMS,Artemis Hali A. S.,BIST,stock,Retail Trade,Specialty Stores,Consumer Discretionary,accept
ARYT,TASE,Aryt Industries Ltd,ARYT,Aryt Industries Ltd.,TASE,stock,Electronic Technology,Aerospace & Defense,Industrials,accept
ARZUM,BIST,ARZUM ELEKTRİKLİ EV ALETLERİ SANAYİ VE TİCARET A.Ş.,ARZUM,Arzum Elektrikli Ev Aletleri Sanayi ve Ticaret AS,BIST,stock,Distribution Services,Wholesale Distributors,Industrials,accept
ASBE,LSE,ASSOCIATED BRITISH ENGINEERING PLC,ASBE,Associated British Engineering plc,LSE,stock,Producer Manufacturing,Industrial Machinery,Industrials,accept
ASELS,BIST,ASELSAN ELEKTRONİK SANAYİ VE TİCARET A.Ş.,ASELS,Aselsan Elektronik Sanayi ve Ticaret A.S. Class B,BIST,stock,Electronic Technology,Aerospace & Defense,Industrials,accept
ASGYO,BIST,ASCE GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,ASGYO,ASCE GAYRIMENKUL YATIRIM ORTAKLIGI A.S.,BIST,stock,Finance,Real Estate Development,Real Estate,accept
ASKER,STO,Asker Healthcare,ASKER,Asker Healthcare Group AB,OMXSTO,stock,Distribution Services,Medical Distributors,Industrials,accept
ASLIND,NSE_IN,ASL Industries Limited,ASLIND,AVATAR INDUSTRIES LTD,NSE,stock,,,,name_mismatch
ASMDEE-B,STO,Financière Amuse TopCo SAS,ASMDEE_B,Asmodee Group AB Class B,OMXSTO,stock,Consumer Durables,Recreational Products,,name_mismatch
ASTOR,STO,Scandinavian Astor Group AB,,,,,,,,no_tradingview_match
ASUZU,BIST,ANADOLU ISUZU OTOMOTİV SANAYİ VE TİCARET A.Ş.,ASUZU,Anadolu Isuzu Otomotiv Sanayi ve Ticaret A.S. Class C,BIST,stock,Consumer Durables,Motor Vehicles,Consumer Discretionary,accept
ATAGY,BIST,ATA GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,ATAGY,Ata Gayrimenkul Yatirim Ortakligi A.S.,BIST,stock,Finance,Real Estate Investment Trusts,Real Estate,accept
ATAKP,BIST,ATAKEY PATATES GIDA SANAYİ VE TİCARET A.Ş.,ATAKP,Atakey Patates Gida Sanayi ve Ticaret AS,BIST,stock,Consumer Non-Durables,Food: Specialty/Candy,Consumer Staples,accept
ATANA,STO,Attana,,,,,,,,no_tradingview_match
ATATP,BIST,ATP YAZILIM VE TEKNOLOJİ A.Ş.,ATATP,ATP Yazilim ve Teknoloji AS,BIST,stock,Technology Services,Packaged Software,Information Technology,accept
ATATR,BIST,ATA TURİZM İŞLETMECİLİK TAŞIMACILIK MADENCİLİK KUYUMCULUK SANAYİ VE DIŞ TİCARET A.Ş.,ATATR,Ata Turizm Isletmecilik Tasimacilik Madencilik Kuyumculu,BIST,stock,Consumer Services,Other Consumer Services,Consumer Discretionary,accept
ATEA3,B3,ATHENA SAUDE BRASIL S.A.,,,,,,,,no_tradingview_match
ATEKS,BIST,AKIN TEKSTİL A.Ş.,ATEKS,Akin Tekstil A.S.,BIST,stock,Process Industries,Textiles,Materials,accept
ATLH.P,TSXV,Atlantic Horizon Capital Corp.,ATLH.P,Atlantic Horizon Capital Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
ATN,LSE,Eastinco Mining & Exploration PLC,ATN,Aterian PLC,LSE,stock,Non-Energy Minerals,Other Metals/Minerals,,name_mismatch
ATR.P,TSXV,Aster Acquisition Corp.,ATR.P,Aster Acquisition Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
ATSYH,BIST,ATLANTİS YATIRIM HOLDİNG A.Ş.,ATSYH,Atlantis Yatirim Holding A.S.,BIST,stock,Miscellaneous,Investment Trusts/Mutual Funds,,unsupported_sector
AUAU99,B3,UNIÃO PET PARTICIPAÇÕES S.A.,AUAU99,PETZCOBASI,BMFBOVESPA,stock,,,,name_mismatch
AUIS,TASE,ES Australia Israel Holdings Ltd,AUIS,E.S. Australia Israel Holdings Ltd.,TASE,stock,Finance,Real Estate Development,Real Estate,accept
AUNK.P,TSXV,Ankh II Capital Inc.,AUNK.P,Ankh II Capital Inc,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
AURR,LSE,Aurrigo International PLC,AURR,Aurrigo International PLC,LSE,stock,Producer Manufacturing,Electrical Products,Industrials,accept
AUSC,LSE,Abrdn UK Smaller Companies Growth Trust PLC,AUSC,Aberdeen UK Smaller Companies Growth Trust plc GBP,LSE,fund,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
AUUA,TSXV,Aluula Composites Inc.,AUUA,Aluula Composites Inc,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
AV2,XETRA,Avemio AG,AV2,Avemio AG,XETR,stock,Commercial Services,Miscellaneous Commercial Services,,unsupported_sector
AVGD,TASE,Av Gad Holdings Ltd,AVGD,Av-Gad Holdings Ltd,TASE,stock,Finance,Real Estate Development,Real Estate,accept
AVGYO,BIST,AVRASYA GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,AVGYO,Avrasya Gayrimenkul Yatirim Ortakligi A.S.,BIST,stock,Finance,Real Estate Investment Trusts,Real Estate,accept
AVHOL,BIST,AVRUPA YATIRIM HOLDİNG A.Ş.,AVHOL,Avrupa Yatirim Holding AS,BIST,stock,Health Services,Hospital/Nursing Management,Health Care,accept
AVII.P,TSXV,Antera Ventures II Corp.,AVII.P,Antera Ventures II Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
AVOD,BIST,A.V.O.D. KURUTULMUŞ GIDA VE TARIM ÜRÜNLERİ SANAYİ TİCARET A.Ş.,AVOD,A.V.O.D. KURUTULMUS GIDA VE TARIM URUNLERI SANAYI TICARET A.S.,BIST,stock,Consumer Non-Durables,Food: Specialty/Candy,Consumer Staples,accept
AVPGY,BIST,AVRUPAKENT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,AVPGY,Avrupakent Gayrimenkul Yatirim Ortakligi SA,BIST,stock,Finance,Real Estate Development,Real Estate,accept
AVSALT,STO,Avsalt Group,,,,,,,,no_tradingview_match
AVTUR,BIST,AVRASYA PETROL VE TURİSTİK TESİSLER YATIRIMLAR A.Ş.,AVTUR,Avrasya Petrol ve Turistik Tesisler Yatirimlar AS,BIST,fund,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
AWEM,LSE,Ashoka WhiteOak Emerging Mrkt,AWEM,Ashoka Whiteoak Emerging Markets Trust Plc,LSE,fund,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
AXB,LSE,AXIS BANK LIMITED,,,,,,,,no_tradingview_match
AXBA,LSE,AXIS BANK LD GDR EACH REPR 5 EQTY SHS(144A),AXBA,Axis Bank Limited Sponsored GDR 144A,LSE,dr,Finance,Major Banks,,asset_type_mismatch
AXET.P,TSXV,Axe2 Acquisitions Inc.,AXET.P,"Axe2 Acquisitions, Inc.",TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
AXISOL,BSE_IN,Axis Solutions Ltd,AXISOL,Axis Solution Ltd,BSE,stock,Technology Services,Information Technology Services,,name_mismatch
AXO,TSXV,AXO Copper Corp.,AXO,Axo Metals Corp.,TSXV,stock,Non-Energy Minerals,Other Metals/Minerals,,name_mismatch
AYCES,BIST,ALTIN YUNUS ÇEŞME TURİSTİK TESİSLER A.Ş.,AYCES,Altin Yunus Cesme Turistik Tesisler A.S.,BIST,stock,Consumer Services,Hotels/Resorts/Cruise lines,Consumer Discretionary,accept
AYDEM,BIST,AYDEM YENİLENEBİLİR ENERJİ A.Ş.,AYDEM,Aydem Yenilenebilir Enerji AS,BIST,stock,Utilities,Alternative Power Generation,Utilities,accept
AYEN,BIST,AYEN ENERJİ A.Ş.,AYEN,Ayen Enerji A.S.,BIST,stock,Utilities,Electric Utilities,Utilities,accept
AYES,BIST,AYES ÇELİK HASIR VE ÇİT SANAYİ A.Ş.,AYES,Ayes Celik Hasir ve Cit Sanayi AS,BIST,stock,Producer Manufacturing,Metal Fabrication,Industrials,accept
AYGAZ,BIST,AYGAZ A.Ş.,AYGAZ,Aygaz Anonim Sirketi,BIST,stock,Utilities,Gas Distributors,,name_mismatch
AYU,ASX,AUSTRALIAN UNITY LIMITED,,,,,,,,no_tradingview_match
AZC.P,TSXV,A2ZCryptocap Inc.,AZC.P,A2ZCryptocap Inc,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
AZG,SGX,8Telecom,AZG,"8Telecom International Holdings Co., Ltd.",SGX,stock,Industrial Services,Engineering & Construction,,name_mismatch
AZTEK,BIST,AZTEK TEKNOLOJİ ÜRÜNLERİ TİCARET A.Ş.,AZTEK,Aztek Teknoloji Urunleri Ticaret A.S.,BIST,stock,Distribution Services,Electronics Distributors,Industrials,accept
B1GR,XETRA,BigRep SE,,,,,,,,no_tradingview_match
B69,SGX,Broadway Ind,,,,,,,,no_tradingview_match
B72,XETRA,ATAIBECKLEY INC. O.N.,B72,AtaiBeckley Inc.,XETR,stock,Health Technology,Pharmaceuticals: Major,Health Care,accept
B73,SGX,Global Inv,B73,Global Investments Limited,SGX,fund,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
BA05,LSE,MORGAN ADVANCED MATERIALS PLC 5.5% CUM 1ST PRF #1,BA05,Morgan Advanced Materials PLC 5.5 % Cum.1st Pref.Shs,LSE,stock,Process Industries,Industrial Specialties,Materials,accept
BA29,LSE,MORGAN ADVANCED MATERIALS PLC 5% CUM 2ND PRF #1,BA29,Morgan Advanced Materials PLC 5 % Cum.2nd Pref.Shs,LSE,stock,Process Industries,Industrial Specialties,Materials,accept
BA69,LSE,CITY OF LONDON INVESTMENT TRUST PLC 4.2% CUM 1ST PRF STK,,,,,,,,no_tradingview_match
BAGFS,BIST,BAGFAŞ BANDIRMA GÜBRE FABRİKALARI A.Ş.,BAGFS,Bagfas Bandirma Gubre Fabrikalari A.S.,BIST,stock,Process Industries,Chemicals: Agricultural,Materials,accept
BAHN-B,STO,Bahnhof AB Series B,BAHN_B,Bahnhof AB Class B,OMXSTO,stock,Communications,Major Telecommunications,,name_mismatch
BAJAJ-AUTO,NSE_IN,Bajaj Auto Limited,,,,,,,,no_tradingview_match
BANGANGA,BSE_IN,Banganga Paper Industries Ltd,,,,,,,,no_tradingview_match
BAQ.P,TSXV,Bluewater Acquisition Corp.,,,,,,,,no_tradingview_match
BASC,LSE,Brown Advisory US Smaller Companies PLC,BASC,Brown Advisory US Smaller Companies PLC GBP,LSE,fund,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
BAWAT,STO,Bawat Water Technologies AB,BAWAT,Bawat Water Technologies AB,OMXSTO,stock,Producer Manufacturing,Industrial Machinery,Industrials,accept
BBD,TSX,Bombardier Inc.,,,,,,,,no_tradingview_match
BBROOM,STO,New Bubbleroom Sweden AB,BBROOM,New Bubbleroom Sweden AB,OMXSTO,stock,Retail Trade,Internet Retail,Consumer Discretionary,accept
BBYL,TASE,Abra Information Technologies Ltd,,,,,,,,no_tradingview_match
BC88,LSE,CHEMRING GROUP PLC 7% CUM PRF #1,,,,,,,,no_tradingview_match
BCBN,NEO,Base Carbon Inc.,BCBN,"Base Carbon, Inc.",NEO,stock,Commercial Services,Miscellaneous Commercial Services,,unsupported_sector
BCCPP,BSE_IN,BCC Fuba India Ltd,BCCPP,BCC Fuba India Ltd,BSE,stock,,,,unsupported_sector
BCEE3,B3,BANCO BESA S/A,,,,,,,,no_tradingview_match
BCEE5,B3,BANCO BESA S/A,,,,,,,,no_tradingview_match
BCPS3,B3,CLARO S.A.,,,,,,,,no_tradingview_match
BCPS4,B3,CLARO S.A.,,,,,,,,no_tradingview_match
BEAMMW-B,STO,Beammwave AB B,BEAMMW_B,BeammWave AB Class B,OMXSTO,stock,Commercial Services,Miscellaneous Commercial Services,,unsupported_sector
BEGB4,B3,BANCO BERJ S.A.,,,,,,,,no_tradingview_match
BEH,SGX,China Intl,BEH,China International Holdings Limited,SGX,stock,Finance,Real Estate Development,,name_mismatch
BEK,TSX,Becker Milk Company Ltd. (The),,,,,,,,no_tradingview_match
BENZ,TSX,Mercedes-Benz CDR (CAD Hedged),BENZ,Mercedes-Benz Group AG CAD Hedged CIBC CDR,TSX,dr,Consumer Durables,Motor Vehicles,,asset_type_mismatch
BEPH,NYSE,Brookfield BRP Holdings (Canada (BEPH),,,,,,,,no_tradingview_match
BERNER-B,STO,Berner Industrier B,BERNER_B,Berner Industrier AB Class B,OMXSTO,stock,Distribution Services,Wholesale Distributors,Industrials,accept
BESQAB,STO,Besqab,BESQAB,Besqab AB,OMXSTO,stock,Finance,Real Estate Development,Real Estate,accept
BETP3,B3,BETAPART PARTICIPACOES S.A.,BETP3,Betapart Participacoes SA,BMFBOVESPA,stock,Miscellaneous,Miscellaneous,,unsupported_sector
BFFT3,B3,Bluefit Academias de Ginástica e Participações S.A,,,,,,,,no_tradingview_match
BFK,SGX,Pharmesis Intl,BFK,Pharmesis International Ltd.,SGX,stock,Health Technology,Pharmaceuticals: Major,,name_mismatch
BFSP,LSE,Blackfinch Spring VCT PLC,BFSP,Blackfinch Spring VCT Plc,LSE,fund,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
BGI-UN,TSX,Brookfield Global Infrastructure Securities Income Fund,BGI.UN,Brookfield Global Infrastructure Securities Income Fund,TSX,fund,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
BHL,LSE,Bradda Head Holdings Ltd,BHL,Bradda Head Lithium Limited,LSE,stock,Non-Energy Minerals,Other Metals/Minerals,Materials,accept
BHNY,TASE,Beeio Honey Ltd,BHNY,BEEIO HONEY LTD,TASE,stock,Consumer Non-Durables,Food: Major Diversified,Consumer Staples,accept
BHOLM,STO,Bergholm Fritidsfordon Ab,,,,,,,,no_tradingview_match
BIKE,XETRA,BIKE24 HOLDING AG,BIKE,Bike24 Holding AG,XETR,stock,Retail Trade,Internet Retail,Consumer Discretionary,accept
BIOEX,STO,Bioextrax AB,BIOEX,Bioextrax AB,OMXSTO,stock,Health Technology,Biotechnology,Health Care,accept
BIOSGN,STO,Biosergen AS,BIOSGN,Biosergen AB,OMXSTO,stock,Health Technology,Biotechnology,Health Care,accept
BIPJ,NYSE,Brookfield Infrastructure Finance ULC,,,,,,,,no_tradingview_match
