ticker,exchange,name,tv_symbol,tv_name,tv_exchange,tv_type,tv_isin,tv_sector,tv_industry,sector_update,decision
595,SGX,GKE,595,GKE Corporation Limited,SGX,stock,SG1N09908665,Transportation,Air Freight/Couriers,Industrials,accept
59OT,LSE,JSC NATIONAL ATOMIC CO KAZATOMPROM GDR (EACH REPR 1 ORD) (144A),59OT,National Atomic Company Kazatomprom JSC Sponsored GDR 144A,LSE,dr,US63253R1023,Non-Energy Minerals,Other Metals/Minerals,,asset_type_mismatch
5AB,SGX,Trek 2000 Intl,5AB,Trek 2000 International Ltd,SGX,stock,SG1I59882965,Electronic Technology,Computer Peripherals,Information Technology,accept
5AE,SGX,Pollux Prop,5AE,Pollux Properties Ltd.,SGX,stock,SG1I77884290,Finance,Real Estate Development,Real Estate,accept
5BS,SGX,Sen Yue,,,,,,,,,no_tradingview_match
5CF,SGX,OKP,5CF,OKP Holdings Limited,SGX,stock,SG1M55904841,Industrial Services,Engineering & Construction,Industrials,accept
5DN,SGX,Ezra,5DN,Ezra Holdings Limited,SGX,stock,SG1O34912152,Industrial Services,Oilfield Services/Equipment,Industrials,accept
5EB,SGX,CFM,5EB,CFM Holdings Limited,SGX,stock,SG1P02915996,Producer Manufacturing,Metal Fabrication,Industrials,accept
5G1,SGX,EuroSports Gbl,5G1,EuroSports Global Ltd.,SGX,stock,SG2G55000001,Retail Trade,Specialty Stores,Consumer Discretionary,accept
5GI,SGX,Interra Resource,5GI,Interra Resources Ltd.,SGX,stock,SG1R37924805,Energy Minerals,Integrated Oil,Energy,accept
5GZ,SGX,HGH,5GZ,HGH Holdings Ltd.,SGX,stock,SG1S12926576,Transportation,Other Transportation,Industrials,accept
5HH,SGX,ProsperaGlobal,5HH,Prospera Global Limited,SGX,stock,SG1S49927944,Producer Manufacturing,Industrial Machinery,Industrials,accept
5I1,SGX,KOP,5I1,KOP Limited,SGX,stock,SG2G85000005,Finance,Real Estate Development,Real Estate,accept
5IC,SGX,SingHoldings,5IC,Sing Holdings Ltd.,SGX,stock,SG1T28930090,Finance,Real Estate Development,Real Estate,accept
5IE,SGX,Lorenzo Intl,5IE,Lorenzo International Limited,SGX,stock,SG1T35930281,Consumer Durables,Home Furnishings,Consumer Discretionary,accept
5KI,SGX,Soup Holdings,5KI,Soup Holdings Limited,SGX,stock,SG1U97935860,Consumer Services,Restaurants,Consumer Discretionary,accept
5OC,SGX,Koyo Intl,5OC,Koyo International Limited,SGX,stock,SG1X69942156,Technology Services,Internet Software/Services,Information Technology,accept
5OQ,SGX,Teho Intl,5OQ,"Teho International, Inc. Ltd.",SGX,stock,SG1Y15944495,Distribution Services,Wholesale Distributors,Industrials,accept
5PD,SGX,Hengyang Petro,5PD,Hengyang Petrochemical Logistics Ltd.,SGX,stock,SG1Y78948920,Process Industries,Industrial Specialties,Materials,accept
5QY,SGX,Net Pac Hldgs,5QY,Net Pacific Holdings Limited,SGX,stock,SG2B83959223,Finance,Finance/Rental/Leasing,Financials,accept
5RA,SGX,AP Strategic,5RA,Asia-Pacific Strategic Investments Limited,SGX,stock,SG2B89959318,Consumer Services,Hotels/Resorts/Cruise lines,Consumer Discretionary,accept
5RC,SGX,ES,5RC,ES Group (Holdings) Limited,SGX,stock,SG2B91959363,Transportation,Marine Shipping,Industrials,accept
5RF,SGX,Mercurius,5RF,Mercurius Capital Investment Limited,SGX,stock,SG2B96959558,Finance,Real Estate Development,Real Estate,accept
5SO,SGX,Duty Free Intl,5SO,Duty Free International Limited,SGX,stock,SG2C70966271,Retail Trade,Specialty Stores,Consumer Discretionary,accept
5TI,SGX,SDAI,5TI,SDAI Limited,SGX,stock,SG2D45972171,Consumer Durables,Electronics/Appliances,Consumer Discretionary,accept
5UA,SGX,Luminor,5UA,Luminor Financial Holdings Limited,SGX,stock,SG2E72981474,Finance,Real Estate Development,Real Estate,accept
5UL,SGX,Atlantic Nav,5UL,Atlantic Navigation Holdings (Singapore) Ltd.,SGX,stock,SG2F00983534,Producer Manufacturing,Metal Fabrication,Industrials,accept
5VC,SGX,Kori,5VC,Kori Holdings Ltd.,SGX,stock,SG2F40988253,Industrial Services,Engineering & Construction,Industrials,accept
5WG,SGX,SingaporeKitchen,5WG,Singapore Kitchen Equipment Ltd.,SGX,stock,SG2F97994568,Producer Manufacturing,Industrial Machinery,Industrials,accept
5WJ,SGX,MoneyMax Fin,5WJ,MoneyMax Financial Services Ltd.,SGX,stock,SG2G06995143,Retail Trade,Specialty Stores,Consumer Discretionary,accept
6001,TADAWUL,HB,6001,Halwani Brothers Company,TADAWUL,stock,SA1230A2TOH3,Consumer Non-Durables,Food: Major Diversified,Consumer Staples,accept
6002,TADAWUL,HERFY FOODS,6002,Herfy Food Services Co.,TADAWUL,stock,SA12GGPITP13,Consumer Services,Restaurants,Consumer Discretionary,accept
6004,TADAWUL,CATRION,6004,CATRION Catering Holding Company,TADAWUL,stock,SA1330R2TQ16,Transportation,Other Transportation,Industrials,accept
6010,TADAWUL,NADEC,6010,National Agricultural Development Co.,TADAWUL,stock,SA0007879568,Consumer Non-Durables,Food: Meat/Fish/Dairy,Consumer Staples,accept
6014,TADAWUL,ALAMAR,6014,AlAmar Foods Co.,TADAWUL,stock,SA15JHPITV18,Consumer Services,Restaurants,Consumer Discretionary,accept
6019,TADAWUL,ALMASAR ALSHAMIL,6019,Al Masar Al Shamil Education Co.,TADAWUL,stock,SA56DG9IU1H8,Finance,Financial Conglomerates,,unsupported_sector
6060,TADAWUL,SHARQIYAH DEV,6060,Ash-Sharqiyah Development Co.,TADAWUL,stock,SA0007879618,Process Industries,Agricultural Commodities/Milling,Consumer Staples,accept
6139,TWSE,亞翔工程股份有限公司,6139,L&K Engineering Co. Ltd.,TWSE,stock,TW0006139009,Industrial Services,Engineering & Construction,Industrials,accept
6415,TWSE,矽力杰股份有限公司,6415,Silergy Corp.,TWSE,stock,KYG8190F1028,Electronic Technology,Electronic Components,,name_mismatch
6431,TWSE,光麗生技控股股份有限公司,6431,"Kuangli Bio-Tech Holdings Co., Ltd.",TWSE,stock,KYG532651075,Electronic Technology,Electronic Components,,name_mismatch
6451,TWSE,訊芯科技控股股份有限公司,6451,ShunSin Technology Holdings Ltd.,TWSE,stock,KYG811801045,Electronic Technology,Computer Peripherals,,name_mismatch
6491,TWSE,晶碩光學股份有限公司,6491,Pegavision Corp.,TWSE,stock,TW0006491004,Electronic Technology,Electronic Components,Information Technology,accept
6541,TWSE,泰福生技股份有限公司,6541,"Tanvex Biopharma, Inc.",TWSE,stock,KYG8676P1037,Health Technology,Pharmaceuticals: Major,,name_mismatch
6591,TWSE,動力科技股份有限公司,6591,Sun Max Tech Limited,TWSE,stock,KYG8587R1074,Producer Manufacturing,Industrial Machinery,,name_mismatch
6641,TWSE,基士德科技股份有限公司,6641,"GSD Technologies Co., Ltd.",TWSE,stock,KYG416551045,Producer Manufacturing,Industrial Machinery,,name_mismatch
6671,TWSE,三能集團控股股份有限公司,6671,"San Neng Group Holdings Co., Ltd.",TWSE,stock,KYG7806W1033,Producer Manufacturing,Miscellaneous Manufacturing,,name_mismatch
6672,TWSE,騰輝電子國際集團股份有限公司,6672,"Ventec International Group Co., Ltd.",TWSE,stock,KYG9353A1040,Electronic Technology,Electronic Equipment/Instruments,,name_mismatch
6722,TWSE,輝創電子股份有限公司,6722,"Whetron Electronics Co., Ltd.",TWSE,stock,TW0006722002,Distribution Services,Wholesale Distributors,Industrials,accept
67GX,LSE,ZIGUP PLC 5% CUM PRF 50P,,,,,,,,,no_tradingview_match
6934,TWSE,心誠鎂行動醫電股份有限公司,6934,"HCmed Innovations Co., Ltd.",TWSE,stock,TW0006934003,Health Technology,Biotechnology,Health Care,accept
70GD,LSE,ANTOFAGASTA PLC 5% CUM PRF #1,,,,,,,,,no_tradingview_match
72HN,LSE,MERCHANTS TRUST PLC 3.65% CUM PRF #1,72HN,Merchants Trust PLC,LSE,fund,GB0005800296,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
75S,XETRA,SDM SE,75S,sdm SE,XETR,stock,DE000A3CM708,Commercial Services,Miscellaneous Commercial Services,Industrials,accept
76ID,LSE,ROTORK PLC 9 1/2% CUM PRF #1,76ID,Rotork PLC 9 1/2 % Cum.Pref.Shs,LSE,stock,GB0007530149,Producer Manufacturing,Industrial Machinery,Industrials,accept
7765,TWSE,中華資安國際股份有限公司,7765,"CHT Security Co., Ltd.",TWSE,stock,TW0007765000,Technology Services,Information Technology Services,Information Technology,accept
78QZ,LSE,ALUMINIUM BAHRAIN B.S.C. GDR (EACH REPR 1/5 ORD) (144A),78QZ,Aluminium Bahrain B.S.C Sponsored GDR 144A,LSE,dr,US0222081020,Non-Energy Minerals,Aluminum,,asset_type_mismatch
79GL,LSE,CAFFYNS PLC 11% CUM PRF #1,79GL,Caffyns PLC 10 % Pref.Shs,LSE,stock,GB0001615540,Retail Trade,Specialty Stores,Consumer Discretionary,accept
8010,TADAWUL,TAWUNIYA,8010,Company for Cooperative Insurance,TADAWUL,stock,SA000A0DPSH3,Finance,Multi-Line Insurance,Financials,accept
8100,TADAWUL,SAICO,8100,Saudi Arabian Cooperative Insurance Co.,TADAWUL,stock,SA000A0MR823,Finance,Insurance Brokers/Services,Financials,accept
8170,TADAWUL,ALETIHAD,8170,Al-Etihad Cooperative Insurance Co.,TADAWUL,stock,SA11T053VL18,Finance,Specialty Insurance,Financials,accept
8180,TADAWUL,ALSAGR INSURANCE,8180,Al Sagr Cooperative Insurance Co.,TADAWUL,stock,SA11T053VQ13,Finance,Multi-Line Insurance,Financials,accept
8190,TADAWUL,UCA,8190,United Cooperative Assurance Co.,TADAWUL,stock,SA121053VV10,Finance,Multi-Line Insurance,Financials,accept
8250,TADAWUL,GIG,8250,Gulf Insurance Group - GIG,TADAWUL,stock,SA12A0540T12,Finance,Property/Casualty Insurance,Financials,accept
8280,TADAWUL,LIVA,8280,LIVA Insurance Company,TADAWUL,stock,SA12CG541C16,Finance,Insurance Brokers/Services,Financials,accept
8300,TADAWUL,WATANIYA,8300,Wataniya Insurance Co.,TADAWUL,stock,SA12HG541M13,Finance,Property/Casualty Insurance,Financials,accept
8313,TADAWUL,RASAN,8313,Rasan Information Technology Co.,TADAWUL,stock,SA162GIK1SH5,Technology Services,Packaged Software,Information Technology,accept
8404,TWSE,百和興業股份有限公司(開曼),8404,Paiho Shih Holdings Corporation,TWSE,stock,KYG684631016,Consumer Non-Durables,Apparel/Footwear,,name_mismatch
8429,TWSE,金麗集團控股有限公司,8429,Jinli Group Holdings Ltd.,TWSE,stock,KYG513871015,Consumer Non-Durables,Apparel/Footwear,,name_mismatch
8443,TWSE,阿瘦實業股份有限公司,8443,"SHUI-MU International Co., Ltd.",TWSE,stock,TW0008443003,Distribution Services,Wholesale Distributors,Industrials,accept
8466,TWSE,美吉吉國際股份有限公司,8466,"M.J. International Co., Ltd.",TWSE,stock,KYG332481087,Producer Manufacturing,Building Products,,name_mismatch
8467,TWSE,波力環球企業股份有限公司,8467,Bonny Worldwide Ltd.,TWSE,stock,KYG144971044,Consumer Durables,Recreational Products,,name_mismatch
8478,TWSE,東哥企業股份有限公司,8478,"Alexander Marine Co., Ltd.",TWSE,stock,TW0008478009,Consumer Durables,Recreational Products,Consumer Discretionary,accept
8482,TWSE,商億全球控股有限公司,8482,"Shane Global Holding, Inc.",TWSE,stock,KYG806341015,Consumer Durables,Home Furnishings,,name_mismatch
8488,TWSE,吉源控股股份有限公司,8488,Jiyuan Packaging Holdings Ltd.,TWSE,stock,KYG5140K1085,Process Industries,Containers/Packaging,,name_mismatch
8499,TWSE,鼎炫投資控股股份有限公司,8499,"Top Bright Holding Co., Ltd.",TWSE,stock,KYG8923R1002,Producer Manufacturing,Electrical Products,,name_mismatch
8A1,SGX,Heptamax,8A1,Heptamax International Limited,SGX,stock,SGXE87077033,Commercial Services,Miscellaneous Commercial Services,Industrials,accept
8AZ,SGX,Aztech Gbl,8AZ,Aztech Global Ltd.,SGX,stock,SGXE54866863,Electronic Technology,Computer Peripherals,Information Technology,accept
8K7,SGX,UGHealthcare,8K7,UG Healthcare Corp. Ltd.,SGX,stock,SGXE48766716,Health Technology,Medical Specialties,Health Care,accept
8YY,SGX,EFH Ltd,8YY,Embracing Future Holdings Limited,SGX,stock,SGXE89830751,Health Technology,Biotechnology,Health Care,accept
8YZ,SGX,YZJ Maritime,8YZ,Yangzijiang Maritime Development Ltd.,SGX,stock,SGXE35825913,Finance,Financial Conglomerates,,unsupported_sector
9136,TWSE,巨騰國際控股有限公司,9136,Ju Teng International Holdings Ltd Units Taiwan Depositary Receipts,TWSE,dr,TW0009136002,Electronic Technology,Computer Processing Hardware,,asset_type_mismatch
92IP,LSE,MARSTON'S PLC 6% CUM PRF(PTG)STK #1,92IP,Marston's PLC 6 % Cum.Pref.Shs,LSE,stock,GB0009772459,Consumer Services,Restaurants,Consumer Discretionary,accept
9510,TADAWUL,NBM,9510,National Building & Marketing Co.,TADAWUL,stock,SA14I0DKKJ17,Distribution Services,Wholesale Distributors,Industrials,accept
9515,TADAWUL,FESH FASH,9515,Fesh Fash Snack Food Production Co.,TADAWUL,stock,SA15A054KLH2,Consumer Non-Durables,Food: Specialty/Candy,Consumer Staples,accept
9516,TADAWUL,NGDC,9516,Natural Gas Distribution Company,TADAWUL,stock,SA15AG54KM12,Utilities,Gas Distributors,Utilities,accept
9521,TADAWUL,INMAR,9521,INMAR Company For Real Estate Development and Investment,TADAWUL,stock,SA15D07KKOH6,Finance,Real Estate Investment Trusts,Real Estate,accept
9523,TADAWUL,GROUP FIVE,9523,Group Five Pipe Saudi Ltd.,TADAWUL,stock,SA15DGHKKPH8,Non-Energy Minerals,Steel,Materials,accept
9524,TADAWUL,AICTEC,9524,Advance International Company for Communication and Information Technology,TADAWUL,stock,SA15E1N4KQ13,Technology Services,Information Technology Services,Information Technology,accept
9527,TADAWUL,AME,9527,AME Company for Medical Supplies,TADAWUL,stock,SA15GGP4KRH1,Distribution Services,Medical Distributors,Industrials,accept
9530,TADAWUL,TIBBIYAH,9530,Arabian International Healthcare Holding Co.,TADAWUL,stock,SA15H194KT19,Health Technology,Medical Specialties,Health Care,accept
9538,TADAWUL,NASEEJ TECH,9538,Naseej for Technology Co.,TADAWUL,stock,SA15IH34L116,Technology Services,Packaged Software,Information Technology,accept
9540,TADAWUL,TADWEEER,9540,National Environmental Recycling Co.,TADAWUL,stock,SA15IH0KL210,Distribution Services,Wholesale Distributors,Industrials,accept
9542,TADAWUL,KEIR,9542,KEIR International Co.,TADAWUL,stock,SA15J0H4L312,Communications,Specialty Telecommunications,Communication Services,accept
9545,TADAWUL,ALDAWLIAH,9545,International Human Resources Company,TADAWUL,stock,SA15K0H4L4H6,Commercial Services,Personnel Services,Industrials,accept
9547,TADAWUL,RAWASI,9547,Rawasi Al Bina Investment Co.,TADAWUL,stock,SA15JGK4L5H6,Communications,Specialty Telecommunications,Communication Services,accept
9548,TADAWUL,APICO,9548,Arabian Plastic Industrial Co.,TADAWUL,stock,SA15KGDKL611,Producer Manufacturing,Miscellaneous Manufacturing,Industrials,accept
9549,TADAWUL,ALBABTAIN FOOD,9549,Abdulaziz and Mansour Ibrahim Albabtin Co.,TADAWUL,stock,SA15L16KL6H8,Consumer Non-Durables,Food: Specialty/Candy,Consumer Staples,accept
9550,TADAWUL,SURE,9550,Sure Global Technology Company,TADAWUL,stock,SA15L134L718,Technology Services,Packaged Software,Information Technology,accept
9559,TADAWUL,BALADY,9559,Balady Poultry Trading Co.,TADAWUL,stock,SA15OHDKLBH0,Process Industries,Agricultural Commodities/Milling,Consumer Staples,accept
9567,TADAWUL,GHIDA ALSULTAN,9567,Ghida Al-Sultan Co.,TADAWUL,stock,SA15PHA4LFH9,Consumer Services,Restaurants,Consumer Discretionary,accept
9569,TADAWUL,ALMUNEEF,9569,Almuneef Co. for Trading Industry Agriculture & Contraracting,TADAWUL,stock,SA15QH34LGH2,Distribution Services,Wholesale Distributors,Industrials,accept
9572,TADAWUL,ALRAZI,9572,Al Razi Medical Company,TADAWUL,stock,SA15R0E4LI18,Retail Trade,Drugstore Chains,Consumer Staples,accept
9574,TADAWUL,PRO MEDEX,9574,Professional Medical Expertise Co.,TADAWUL,stock,SA15RH24LJ13,Distribution Services,Medical Distributors,Industrials,accept
9577,TADAWUL,DAR ALMARKABAH,9577,DAR ALMARKABAH For Renting Cars Company,TADAWUL,stock,SA15S0K4LKH5,Transportation,Other Transportation,Industrials,accept
9578,TADAWUL,ATLAS ELEVATORS,9578,Atlas Elevators General Trading and Contracting Company,TADAWUL,stock,SA15SGBKLL10,Distribution Services,Wholesale Distributors,Industrials,accept
9579,TADAWUL,IOUD,9579,Intelligent Oud Company For Trading,TADAWUL,stock,SA15SGOKLLH9,Retail Trade,Specialty Stores,Consumer Discretionary,accept
9580,TADAWUL,ALRASHID INDUSTRIAL,9580,Al Rashid Industrial Co,TADAWUL,stock,SA15S0CKLM18,Producer Manufacturing,Miscellaneous Manufacturing,Industrials,accept
9584,TADAWUL,RIYAL,9584,Riyal Investment and Development Company,TADAWUL,stock,SA15SGL4LO12,Finance,Finance/Rental/Leasing,Financials,accept
9585,TADAWUL,MULKIA,9585,Mulkia Investment Company,TADAWUL,stock,SA15T0J4LOH8,Finance,Investment Managers,Financials,accept
9586,TADAWUL,OSOOL AND BAKHEET,9586,Osool & Bakheet Investment Company,TADAWUL,stock,SA15T0MKLP11,Finance,Investment Managers,Financials,accept
9587,TADAWUL,LANA,9587,Lana Medical Co.,TADAWUL,stock,SA15TGFKLPH6,Health Services,Medical/Nursing Services,Health Care,accept
9589,TADAWUL,FAD,9589,Fad International Company,TADAWUL,stock,SA15THA4LQH2,Consumer Non-Durables,Apparel/Footwear,Consumer Staples,accept
9590,TADAWUL,ARMAH,9590,Armah Sports Company,TADAWUL,stock,SA15TGE4LR12,Consumer Services,Other Consumer Services,Consumer Discretionary,accept
9591,TADAWUL,VIEW,9591,View United Real Estate Development Company,TADAWUL,stock,SA15TH34LRH3,Finance,Real Estate Development,Real Estate,accept
9594,TADAWUL,ALMODAWAT,9594,Almodawat Specialized Medical Hospital Company,TADAWUL,stock,SA161054LT11,Health Services,Hospital/Nursing Management,Health Care,accept
9595,TADAWUL,WSM,9595,WSM for Information Technology Co.,TADAWUL,stock,SA160GOKLTH1,Technology Services,Packaged Software,Information Technology,accept
9596,TADAWUL,QUARA,9596,Quara Finance Company,TADAWUL,stock,SA16107KLU11,Technology Services,Packaged Software,Information Technology,accept
9597,TADAWUL,LEAF,9597,Leaf Global Environmental Services Company,TADAWUL,stock,SA1630P4LUH2,Commercial Services,Miscellaneous Commercial Services,Industrials,accept
9599,TADAWUL,TAQAT,9599,Taqat Mineral Trading Co,TADAWUL,stock,SA161G94LVH0,Non-Energy Minerals,Steel,Materials,accept
9604,TADAWUL,MIRAL,9604,Miral Dental Clinics Co.,TADAWUL,stock,SA162HI4M217,Health Services,Medical/Nursing Services,Health Care,accept
9606,TADAWUL,THARWAH,9606,Altharwah Albashariyyah Co.,TADAWUL,stock,SA16402KM313,Commercial Services,Miscellaneous Commercial Services,Industrials,accept
9607,TADAWUL,ASG,9607,ASG Plastic Factory Company,TADAWUL,stock,SA1640OKM4H8,Producer Manufacturing,Miscellaneous Manufacturing,Industrials,accept
9608,TADAWUL,ALASHGHAL ALMOYSRA,9608,Al Ashghal Almoysra Company,TADAWUL,stock,SA163GP4M416,Commercial Services,Miscellaneous Commercial Services,Industrials,accept
9611,TADAWUL,UFG,9611,United Arab Float Glass Co.,TADAWUL,stock,SA164G54M5H6,Process Industries,Industrial Specialties,Materials,accept
9613,TADAWUL,SHALFA,9613,Shalfa Facilities Management Co.,TADAWUL,stock,SA1650UKM6H2,Commercial Services,Miscellaneous Commercial Services,Industrials,accept
9614,TADAWUL,PURITY,9614,Purity For Information Technology Co.,TADAWUL,stock,SA165044M714,Technology Services,Information Technology Services,Information Technology,accept
9618,TADAWUL,ALFAKHERA,9618,Al-Fakhera Men Tailoring Co.,TADAWUL,stock,SA165G34M915,Distribution Services,Wholesale Distributors,Industrials,accept
9623,TADAWUL,ALBATTAL FACTORY,9623,Albattal Factory for Chemical Industries Co.,TADAWUL,stock,SA1660VKMBH8,Process Industries,Chemicals: Specialty,Materials,accept
9626,TADAWUL,SMILE CARE,9626,Basma Adeem Medical Co.,TADAWUL,stock,SA168G24MD19,Health Services,Medical/Nursing Services,Health Care,accept
9630,TADAWUL,RATIO,9630,Ratio Specialty Company For Trading,TADAWUL,stock,SA169054MF19,Consumer Services,Restaurants,Consumer Discretionary,accept
9631,TADAWUL,HKC,9631,Hedab Alkhaleej Trading Co.,TADAWUL,stock,SA1690Q4MFH7,Distribution Services,Wholesale Distributors,Industrials,accept
9634,TADAWUL,ADEER,9634,Adeer Real Estate Co.,TADAWUL,stock,SA16A1AKMH11,Technology Services,Internet Software/Services,Information Technology,accept
9637,TADAWUL,AXELERATED SOLUTIONS,9637,Axelerated Solutions for Information & Communication Tech,TADAWUL,stock,SA16AGDKMIH2,Technology Services,Information Technology Services,Information Technology,accept
9641,TADAWUL,HAWYIA,9641,Hawyia Auctions Co.,TADAWUL,stock,SA16AG6KMKH9,Commercial Services,Advertising/Marketing Services,Industrials,accept
9642,TADAWUL,TIME,9642,Time Entertainment Co.,TADAWUL,stock,SA16B184ML18,Consumer Services,Movies/Entertainment,Communication Services,accept
9645,TADAWUL,SIGN WORLD,9645,National Signage Industria Co.,TADAWUL,stock,SA16C064MMH2,Producer Manufacturing,Miscellaneous Manufacturing,Industrials,accept
9653,TADAWUL,KDL,9653,Khaled Dhafer & Bros for Logistic Services Co.,TADAWUL,stock,SA16DGBKMQH3,Transportation,Air Freight/Couriers,Industrials,accept
9802,TWSE,鈺齊國際股份有限公司,9802,"Fulgent Sun International (Holding) Co., Ltd.",TWSE,stock,KYG368891068,Consumer Non-Durables,Apparel/Footwear,,name_mismatch
9938,TWSE,台灣百和工業股份有限公司,9938,"Taiwan Paiho Co., Ltd.",TWSE,stock,TW0009938001,Process Industries,Industrial Specialties,Materials,accept
9G2,SGX,SAM Holdings,9G2,Singapore Institute of Advanced Medicine Holdings Ltd.,SGX,stock,SGXE79544776,Health Services,Hospital/Nursing Management,Health Care,accept
9QX,SGX,B Wilshire Ltd,9QX,Beverly Wilshire Ltd.,SGX,stock,SGXE28550544,Distribution Services,Wholesale Distributors,Industrials,accept
9VW,SGX,Spackman Entmt,9VW,Spackman Entertainment Group Ltd,SGX,stock,SGXE13591867,Consumer Services,Movies/Entertainment,Communication Services,accept
A33,SGX,Southern Arch,A33,Southern Archipelago Ltd.,SGX,stock,SG1I69883698,Commercial Services,Miscellaneous Commercial Services,Industrials,accept
A3CMGN,XETRA,HGEARS AG,,,,,,,,,no_tradingview_match
A4Y0,XETRA,ACCENTRO REAL ESTATE AG  O.N.,,,,,,,,,no_tradingview_match
A6OP3,B3,ACESSOPAR INVESTIMENTOS E PARTICIPAÇÕES S.A.,,,,,,,,,no_tradingview_match
A7RU,SGX,Kep Infra Tr,A7RU,Keppel Infrastructure Trust,SGX,stock,SG1U48933923,Utilities,Gas Distributors,Utilities,accept
AAA.P,TSXV,First Tidal Acquisition Corp.,AAA.P,First Tidal Acquisition Corp. Class A,TSXV,stock,CA33719F1099,Finance,Financial Conglomerates,,unsupported_sector
AAAJ.P,TSXV,AAJ Capital 3 Corp.,AAAJ.P,AAJ Capital 3 Corp.,TSXV,stock,CA00036L1013,Finance,Financial Conglomerates,,unsupported_sector
AB-H,TSXV,Asbestos Corporation Limited,,,,,,,,,no_tradingview_match
ABAS,STO,ABAS Protect AB,,,,,,,,,no_tradingview_match
ABSL-B,STO,Absolicon Solar Collector AB Series B,,,,,,,,,no_tradingview_match
ACAP.P,TSXV,Atlas One Capital Corporation,ACAP.P,Atlas One Capital Corporation,TSXV,stock,CA04941B1094,Finance,Financial Conglomerates,,unsupported_sector
ACL,TSXV,A.C.L. Construction Ltd.,ACL,A.C.L. Construction Ltd,TSXV,stock,CA00092W1086,Finance,Financial Conglomerates,,unsupported_sector
ACRM,LSE,Acuity RM Group Plc,ACRM,Acuity RM Group PLC,LSE,stock,GB00BR0WHY71,Finance,Financial Conglomerates,,unsupported_sector
ADAD.P,TSXV,Adagio 2 Capital Inc.,ADAD.P,Adagio 2 Capital Inc.,TSXV,stock,CA00534V1067,Finance,Financial Conglomerates,,unsupported_sector
ADHIRAJ,BSE_IN,Adhiraj Distributors Ltd,,,,,,,,,no_tradingview_match
ADJ.P,TSXV,AD4 Capital Corp.,ADJ.P,AD4 Capital Corp.,TSXV,stock,CA00687F1062,Finance,Financial Conglomerates,,unsupported_sector
ADMF3,B3,CIABRASF CIA BRASILEIRA DE SERVIÇOS FINANCEIROS SA,,,,,,,,,no_tradingview_match
AEET,LSE,Aquila Energy Efficiency Trust PLC,AEET,Parvus Energy Efficiency Trust plc,LSE,fund,GB00BN6JYS78,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
AFR,TSXV,AFR NuVenture Resources Inc.,,,,,,,,,no_tradingview_match
AFRY,STO,Afry AB,AFRY,AFRY AB Class B,OMXSTO,stock,SE0005999836,Commercial Services,Miscellaneous Commercial Services,Industrials,accept
AFV.P,TSXV,Apolo V Acquisition Corp.,,,,,,,,,no_tradingview_match
AGBK,NYSE,AGI Inc,AGBK,AGI Inc Class A,NYSE,stock,KYG0118C1050,Finance,Regional Banks,Financials,accept
AGBK4,B3,BANCO AGIBANK S.A.,,,,,,,,,no_tradingview_match
AGET,TSXV,AGEDB Technology Ltd.,AGET,AGEDB Technology Ltd,TSXV,stock,CA00844N2086,Finance,Financial Conglomerates,,unsupported_sector
AGF,TSX,AGF Management Limited,,,,,,,,,no_tradingview_match
AGMR,TSXV,Silver Mountain Resources Inc.,,,,,,,,,no_tradingview_match
AGRA4,B3,AGRALE S/A,,,,,,,,,no_tradingview_match
AGVI,LSE,Aberforth Geared Value &,AGVI,Aberforth Geared Value & Income Trust PLC,LSE,fund,GB00BPJMQ253,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
AGZI,LSE,Aberforth Geared Value & Income Trust plc,AGZI,Aberforth Geared Value & Income Trust PLC Accum Shs -ZDP- GBP,LSE,fund,GB00BPJMQ360,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
AIK-B,STO,AIK Fotboll B,,,,,,,,,no_tradingview_match
AIRJW,NASDAQ,Montana Technologies Corporation,,,,,,,,,no_tradingview_match
ALBH,LSE,ALUMINIUM BAHRAIN B.S.C. GDR (EACH REPR 1/5 ORD) (REG S),,,,,,,,,no_tradingview_match
ALBT.P,TSXV,Albatros Acquisition Corporation Inc.,ALBT.P,"Albatros Acquisition Corp., Inc.",TSXV,stock,CA01260K1084,Finance,Financial Conglomerates,,unsupported_sector
ALDD.P,TSXV,ALDD Ventures Corp.,ALDD.P,ALDD Ventures Corp,TSXV,stock,CA00160Y1016,Finance,Financial Conglomerates,,unsupported_sector
ALFA-UN,TSXV,Margaux Real Estate Investment Trust,ALFA.UN,Margaux Real Estate Investment Trust,TSXV,stock,CA56660A2092,Finance,Financial Conglomerates,,unsupported_sector
ALLIGO-B,STO,Alligo AB Series B,ALLIGO_B,Alligo AB Class B,OMXSTO,stock,SE0009922305,Distribution Services,Wholesale Distributors,Industrials,accept
ALPCOT-B,STO,Alpcot Holding AB Series B,ALPCOT_B,Alpcot Holding AB Class B,OMXSTO,stock,SE0016845655,Finance,Finance/Rental/Leasing,Financials,accept
ALTR.P,TSXV,Alterego Ventures 24 Corp.,ALTR.P,Alterego Ventures 24 Corp,TSXV,stock,CA02157H1091,Finance,Financial Conglomerates,,unsupported_sector
