ticker,exchange,name,tv_symbol,tv_name,tv_exchange,tv_type,tv_sector,tv_industry,sector_update,decision
9593,TADAWUL,PAN GULF,9593,Pan Gulf Marketing Co.,TADAWUL,stock,Distribution Services,Wholesale Distributors,Industrials,accept
9594,TADAWUL,ALMODAWAT,9594,Almodawat Specialized Medical Hospital Company,TADAWUL,stock,Health Services,Hospital/Nursing Management,,name_mismatch
9595,TADAWUL,WSM,9595,WSM for Information Technology Co.,TADAWUL,stock,Technology Services,Packaged Software,,name_mismatch
9596,TADAWUL,QUARA,9596,Quara Finance Company,TADAWUL,stock,Technology Services,Packaged Software,,name_mismatch
9597,TADAWUL,LEAF,9597,Leaf Global Environmental Services Company,TADAWUL,stock,Commercial Services,Miscellaneous Commercial Services,,name_mismatch
9599,TADAWUL,TAQAT,9599,Taqat Mineral Trading Co,TADAWUL,stock,Non-Energy Minerals,Steel,,name_mismatch
9600,TADAWUL,QOMEL,9600,Qomel Company,TADAWUL,stock,Health Technology,Pharmaceuticals: Major,Health Care,accept
9604,TADAWUL,MIRAL,9604,Miral Dental Clinics Co.,TADAWUL,stock,Health Services,Medical/Nursing Services,,name_mismatch
9606,TADAWUL,THARWAH,9606,Altharwah Albashariyyah Co.,TADAWUL,stock,Commercial Services,Miscellaneous Commercial Services,,name_mismatch
9607,TADAWUL,ASG,9607,ASG Plastic Factory Company,TADAWUL,stock,Producer Manufacturing,Miscellaneous Manufacturing,,name_mismatch
9608,TADAWUL,ALASHGHAL ALMOYSRA,9608,Al Ashghal Almoysra Company,TADAWUL,stock,Commercial Services,Miscellaneous Commercial Services,,name_mismatch
9609,TADAWUL,NAAS PETROL,9609,Naas Petrol Factory Company,TADAWUL,stock,Process Industries,Industrial Specialties,Materials,accept
9611,TADAWUL,UFG,9611,United Arab Float Glass Co.,TADAWUL,stock,Process Industries,Industrial Specialties,,name_mismatch
9613,TADAWUL,SHALFA,9613,Shalfa Facilities Management Co.,TADAWUL,stock,Commercial Services,Miscellaneous Commercial Services,,name_mismatch
9614,TADAWUL,PURITY,9614,Purity For Information Technology Co.,TADAWUL,stock,Technology Services,Information Technology Services,,name_mismatch
9615,TADAWUL,MUFEED,9615,Mufeed Company,TADAWUL,stock,Consumer Services,Media Conglomerates,Communication Services,accept
9617,TADAWUL,ARABICA STAR,9617,Arabica Star Company,TADAWUL,stock,Consumer Services,Restaurants,Consumer Discretionary,accept
9618,TADAWUL,ALFAKHERA,9618,Al-Fakhera Men Tailoring Co.,TADAWUL,stock,Distribution Services,Wholesale Distributors,,name_mismatch
9620,TADAWUL,BALSM MEDICAL,9620,Balsm Alofoq Medical Company,TADAWUL,stock,Health Services,Medical/Nursing Services,Health Care,accept
9623,TADAWUL,ALBATTAL FACTORY,9623,Albattal Factory for Chemical Industries Co.,TADAWUL,stock,Process Industries,Chemicals: Specialty,,name_mismatch
9624,TADAWUL,ALSHEHILI METAL,9624,Alshehili Company for metal industries,TADAWUL,stock,Producer Manufacturing,Metal Fabrication,Industrials,accept
9626,TADAWUL,SMILE CARE,9626,Basma Adeem Medical Co.,TADAWUL,stock,Health Services,Medical/Nursing Services,,name_mismatch
9630,TADAWUL,RATIO,9630,Ratio Specialty Company For Trading,TADAWUL,stock,Consumer Services,Restaurants,,name_mismatch
9631,TADAWUL,HKC,9631,Hedab Alkhaleej Trading Co.,TADAWUL,stock,Distribution Services,Wholesale Distributors,,name_mismatch
9634,TADAWUL,ADEER,9634,Adeer Real Estate Co.,TADAWUL,stock,Technology Services,Internet Software/Services,,name_mismatch
9637,TADAWUL,AXELERATED SOLUTIONS,9637,Axelerated Solutions for Information & Communication Tech,TADAWUL,stock,Technology Services,Information Technology Services,,name_mismatch
9641,TADAWUL,HAWYIA,9641,Hawyia Auctions Co.,TADAWUL,stock,Commercial Services,Advertising/Marketing Services,,name_mismatch
9642,TADAWUL,TIME,9642,Time Entertainment Co.,TADAWUL,stock,Consumer Services,Movies/Entertainment,,name_mismatch
9645,TADAWUL,SIGN WORLD,9645,National Signage Industria Co.,TADAWUL,stock,Producer Manufacturing,Miscellaneous Manufacturing,,name_mismatch
9648,TADAWUL,HAMAD BIN SAEDAN REAL ESTATE,9648,Hamad Mohammed Bin Saedan Real Estate Co.,TADAWUL,stock,Finance,Real Estate Development,Real Estate,accept
9649,TADAWUL,JAMJOOM FASHION,9649,Jamjoom Fashion Trading Co.,TADAWUL,stock,Retail Trade,Apparel/Footwear Retail,Consumer Discretionary,accept
9650,TADAWUL,SAHAT ALMAJD,9650,Sahat Almajd Trading Co.,TADAWUL,stock,Retail Trade,Specialty Stores,Consumer Discretionary,accept
9653,TADAWUL,KDL,9653,Khaled Dhafer & Bros for Logistic Services Co.,TADAWUL,stock,Transportation,Air Freight/Couriers,,name_mismatch
9802,TWSE,鈺齊國際股份有限公司,9802,"Fulgent Sun International (Holding) Co., Ltd.",TWSE,stock,Consumer Non-Durables,Apparel/Footwear,,name_mismatch
9938,TWSE,台灣百和工業股份有限公司,9938,"Taiwan Paiho Co., Ltd.",TWSE,stock,Process Industries,Industrial Specialties,,name_mismatch
A6OP3,B3,ACESSOPAR INVESTIMENTOS E PARTICIPAÇÕES S.A.,,,,,,,,no_tradingview_match
AAA.P,TSXV,First Tidal Acquisition Corp.,AAA.P,First Tidal Acquisition Corp. Class A,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
AAAJ.P,TSXV,AAJ Capital 3 Corp.,AAAJ.P,AAJ Capital 3 Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
AAKAAR,NSE_IN,Aakaar Medical Technologies Limited,AAKAAR,Aakaar Medical Technologies Limited,NSE,stock,Distribution Services,Medical Distributors,Industrials,accept
AANANDALAK,BSE_IN,Aananda Lakshmi Spinning Mills Ltd,AANANDALAK,Aananda Lakshmi Spinning Mills Ltd,BSE,stock,Process Industries,Textiles,Materials,accept
AANCHALISP,BSE_IN,Aanchal Ispat Ltd,AANCHALISP,Aanchal Ispat Ltd,BSE,stock,Producer Manufacturing,Metal Fabrication,Industrials,accept
AARADHYA,NSE_IN,Aaradhya Disposal Industries Limited,AARADHYA,Aaradhya Disposal Industries Limited,NSE,stock,Process Industries,Containers/Packaging,Materials,accept
AARSHYAM,BSE_IN,Aar Shyam India Investment Company Ltd,AARSHYAM,Aar Shyam India Investment Co. Ltd.,BSE,stock,Finance,Finance/Rental/Leasing,Financials,accept
AB-H,TSXV,Asbestos Corporation Limited,,,,,,,,no_tradingview_match
ABA,TSXV,Abasca Resources Inc.,ABA,Abasca Resources Inc.,TSXV,stock,Non-Energy Minerals,Other Metals/Minerals,Materials,accept
ABHAPOWER,NSE_IN,Abha Power and Steel Limited,ABHAPOWER,Abha Power & Steel Ltd.,NSE,stock,Non-Energy Minerals,Steel,Materials,accept
ACAP.P,TSXV,Atlas One Capital Corporation,ACAP.P,Atlas One Capital Corporation,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
ACCORD,NSE_IN,Accord Synergy Limited,ACCORD,Accord Synergy Ltd.,NSE,stock,Industrial Services,Engineering & Construction,Industrials,accept
ACEEDU,BSE_IN,ACE Edutrend Ltd,ACEEDU,ACE Edutrend Limited,BSE,stock,Consumer Services,Movies/Entertainment,Communication Services,accept
ACEENGITEC,BSE_IN,Ace Engitech Ltd,ACEENGITEC,Ace Engitech Limited,BSE,stock,Technology Services,Information Technology Services,Information Technology,accept
ACESEPP,BSE_IN,Ace Software Exports ltd,ACESEPP,Ace Software Exports Limited,BSE,stock,Technology Services,Data Processing Services,Information Technology,accept
ACETEC,NSE_IN,Acetech E-Commerce Limited,ACETEC,Acetech E-Commerce Ltd.,NSE,stock,Commercial Services,Miscellaneous Commercial Services,,unsupported_sector
ACL,TSXV,A.C.L. Construction Ltd.,ACL,A.C.L. Construction Ltd,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
ADAD.P,TSXV,Adagio 2 Capital Inc.,ADAD.P,Adagio 2 Capital Inc.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
ADDICTIVE,NSE_IN,Addictive Learning Technology Limited,ADDICTIVE,Addictive Learning Technology Ltd.,NSE,stock,Technology Services,Internet Software/Services,Information Technology,accept
ADHIRAJ,BSE_IN,Adhiraj Distributors Ltd,,,,,,,,no_tradingview_match
ADJ.P,TSXV,AD4 Capital Corp.,ADJ.P,AD4 Capital Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
ADMF3,B3,CIABRASF CIA BRASILEIRA DE SERVIÇOS FINANCEIROS SA,,,,,,,,no_tradingview_match
AERON,NSE_IN,Aeron Composite Limited,AERON,Aeron Composite Limited,NSE,stock,Producer Manufacturing,Miscellaneous Manufacturing,Industrials,accept
AESTHETIK,NSE_IN,Aesthetik Engineers Limited,AESTHETIK,Aesthetik Engineers Limited,NSE,stock,Consumer Durables,Home Furnishings,Consumer Discretionary,accept
AFR,TSXV,AFR NuVenture Resources Inc.,,,,,,,,no_tradingview_match
AFV.P,TSXV,Apolo V Acquisition Corp.,,,,,,,,no_tradingview_match
AGAG,TSXV,Argenta Silver Corp.,AGAG,Argenta Silver Corp,TSXV,stock,Non-Energy Minerals,Precious Metals,Materials,accept
AGARWALTUF,NSE_IN,Agarwal Toughened Glass India Limited,AGARWALTUF,Agarwal Toughened Glass India Limited,NSE,stock,Process Industries,Industrial Specialties,Materials,accept
AGBK,NYSE,AGI Inc,AGBK,AGI Inc Class A,NYSE,stock,Finance,Regional Banks,,name_mismatch
AGBK4,B3,BANCO AGIBANK S.A.,,,,,,,,no_tradingview_match
AGET,TSXV,AGEDB Technology Ltd.,AGET,AGEDB Technology Ltd,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
AGF,TSX,AGF Management Limited,,,,,,,,no_tradingview_match
AGMR,TSXV,Silver Mountain Resources Inc.,,,,,,,,no_tradingview_match
AGRA4,B3,AGRALE S/A,,,,,,,,no_tradingview_match
AHIMSA,NSE_IN,Ahimsa Industries Limited,AHIMSA,Ahimsa Industries Ltd.,NSE,stock,Process Industries,Containers/Packaging,Materials,accept
AIRJW,NASDAQ,Montana Technologies Corporation,,,,,,,,no_tradingview_match
AIRLTD,BSE_IN,Avishkar Infra Realty Ltd,AIRLTD,Avishkar Infra Realty Ltd,BSE,stock,Consumer Durables,Homebuilding,Consumer Discretionary,accept
AISX,TSXV,Aisix Solutions Inc.,AISX,Aisix Solutions Inc,TSXV,stock,Technology Services,Packaged Software,Information Technology,accept
AKANKSHA,NSE_IN,Akanksha Power and Infrastructure Limited,AKANKSHA,Akanksha Power And Infrastructure Limited,NSE,stock,Producer Manufacturing,Electrical Products,Industrials,accept
AKDHL,PSX,AKD Hospitality,AKDHL,AKD Hospitality Limited,PSX,stock,Finance,Real Estate Development,Real Estate,accept
AKGL,PSX,Al-Khair Gadoon Limited,AKGL,Al-Khair Gadoon Limited,PSX,stock,Process Industries,Industrial Specialties,Materials,accept
ALBT.P,TSXV,Albatros Acquisition Corporation Inc.,ALBT.P,"Albatros Acquisition Corp., Inc.",TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
ALCODIS,NSE_IN,Alcokraft Distilleries Limited,ALCODIS,Alcokraft Distilleries Limited,NSE,stock,Consumer Non-Durables,Beverages: Alcoholic,Consumer Staples,accept
ALDD.P,TSXV,ALDD Ventures Corp.,ALDD.P,ALDD Ventures Corp,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
ALEXANDER,BSE_IN,Alexander Stamps And Coin Ltd,ALEXANDER,Alexander Stamps & Coin Ltd.,BSE,stock,Finance,Investment Banks/Brokers,Financials,accept
ALFA-UN,TSXV,Margaux Real Estate Investment Trust,ALFA.UN,Margaux Real Estate Investment Trust,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
ALGR,TSXV,Algo Grande Copper Corp.,ALGR,Algo Grande Copper Corp.,TSXV,stock,Non-Energy Minerals,Precious Metals,Materials,accept
ALLETEC,NSE_IN,All E Technologies Limited,ALLETEC,All E Technologies Limited,NSE,stock,Technology Services,Information Technology Services,Information Technology,accept
ALTR.P,TSXV,Alterego Ventures 24 Corp.,ALTR.P,Alterego Ventures 24 Corp,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
AMBANIORGO,NSE_IN,AMBANI ORGOCHEM LIMITED,AMBANIORGO,Ambani Orgochem Ltd,NSE,stock,Process Industries,Chemicals: Specialty,Materials,accept
AMBEY,NSE_IN,Ambey Laboratories Limited,AMBEY,Dhansa Labs Limited,NSE,stock,Process Industries,Chemicals: Agricultural,,name_mismatch
AMCL,NSE_IN,ANB Metal Cast Limited,AMCL,ANB Metal Cast Limited,NSE,stock,Non-Energy Minerals,Aluminum,Materials,accept
AMG.P,TSXV,AMG Acquisition Corp.,AMG.P,AMG Acquisition Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
AMITINT,BSE_IN,Amit International Ltd,AMITINT,Amit International Limited,BSE,stock,Distribution Services,Wholesale Distributors,Industrials,accept
AMV.P,TSXV,AMV II Capital Corporation,AMV.P,AMV II Capital Corporation,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
AMYA.P,TSXV,Amaya Big Sky Capital Corp.,AMYA.P,Amaya Big Sky Capital Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
AMZG3,B3,AMAZONAS DISTRIBUIDORA DE ENERGIA S.A.,,,,,,,,no_tradingview_match
AN3,ASX,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED.,,,,,,,,no_tradingview_match
ANIRITPP,BSE_IN,ANIRIT VENTURES Ltd,ANIRITPP,Anirit Ventures Ltd TEMP,BSE,stock,Process Industries,Textiles,Materials,accept
ANONDITA,NSE_IN,Anondita Medicare Limited,ANONDITA,Anondita Medicare Limited,NSE,stock,Producer Manufacturing,Miscellaneous Manufacturing,Industrials,accept
ANOR,TSXV,Anortech Inc.,ANOR,AnorTech Inc,TSXV,stock,Non-Energy Minerals,Other Metals/Minerals,Materials,accept
ANRG,TSX,Anaergia Inc.,ANRG,"Anaergia, Inc.",TSX,stock,Industrial Services,Environmental Services,Industrials,accept
ANYA,NSE_IN,Anya Polytech & Fertilizers Limited,ANYA,Anya Polytech & Fertilizers Limited,NSE,stock,Process Industries,Chemicals: Agricultural,Materials,accept
AOCC.P,TSXV,Artrari One Capital Corp.,AOCC.P,Artrari One Capital Corp,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
APLABPP,BSE_IN,Aplab Ltd,APLABPP,Aplab Limited TEMP,BSE,stock,Electronic Technology,Electronic Equipment/Instruments,,name_mismatch
APR-UN,TSX,Automotive Properties Real Estate Investment Trust,APR.UN,Automotive Properties Real Estate Investment Trust,TSX,stock,Finance,Real Estate Investment Trusts,Real Estate,accept
APRAMEYA,NSE_IN,Aprameya Engineering Limited,APRAMEYA,Aprameya Engineering Limited,NSE,stock,Distribution Services,Wholesale Distributors,Industrials,accept
APSISAERO,NSE_IN,Apsis Aerocom Limited,APSISAERO,Apsis Aerocom Limited,NSE,stock,Producer Manufacturing,Industrial Machinery,Industrials,accept
AQR.P,TSXV,Anquiro Ventures Ltd.,,,,,,,,no_tradingview_match
ARCIIL,NSE_IN,ARC Insulation & Insulators Limited,ARCIIL,ARC Insulation & Insulators Limited,NSE,stock,Non-Energy Minerals,Steel,Materials,accept
ARGH,TSXV,Argo Corporation,ARGH,Argo Corporation,TSXV,stock,Technology Services,Internet Software/Services,,name_mismatch
ARHAM,NSE_IN,Arham Technologies Limited,ARHAM,Arham Technologies Limited,NSE,stock,Consumer Durables,Electronics/Appliances,Consumer Discretionary,accept
ARISINT,BSE_IN,Aris International Ltd,ARISINT,Aris International Ltd.,BSE,stock,Producer Manufacturing,Auto Parts: OEM,Industrials,accept
ARISTO,NSE_IN,Aristo Bio-Tech And Lifescience Limited,ARISTO,Aristo Bio Tech and Lifescience Limited,NSE,stock,Process Industries,Chemicals: Agricultural,Materials,accept
ARMOUR,NSE_IN,Armour Security (India) Limited,ARMOUR,Armour Security (India) Ltd.,NSE,stock,Commercial Services,Miscellaneous Commercial Services,,unsupported_sector
AROC.P,TSXV,Argo Opportunity Corp.,AROC.P,Argo Opportunity Corp,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
ARPAK,PSX,Arpak International Investment Limited,ARPAK,Arpak International Investments Ltd.,PSX,stock,Finance,Investment Banks/Brokers,,name_mismatch
ARSIFHDG,BSE_IN,Arudha Hybrid Long- Short Fund Direct Plan-Growth,ARSIFHDG,Arudha Hybrid Long- Short Fund Direct Plan-Growth Units Direct Plan-Growth,BSE,fund,,,,asset_type_mismatch
ARSIFHRG,BSE_IN,Arudha Hybrid Long- Short Fund Regular Plan-Growth,ARSIFHRG,Arudha Hybrid Long- Short Fund Regular Plan-Growth Units -Regular Plan-Growth,BSE,fund,,,,asset_type_mismatch
ARSIFHRHD,BSE_IN,Arudha Hybrid Long- Short Fund Direct Plan-Half yearly IDCW,ARSIFHRHD,Arudha Hybrid Long-Short Fund Units Direct Plan-Half yearly IDCW,BSE,fund,,,,asset_type_mismatch
ARSIFHRMD,BSE_IN,Arudha Hybrid Long- Short Fund Regular Plan-Monthly IDCW,ARSIFHRMD,Arudha Hybrid Long- Short Fund Regular Plan-Monthly IDCW Units Regular Plan-Monthly IDCW,BSE,fund,,,,asset_type_mismatch
ARUNAYA,NSE_IN,Arunaya Organics Limited,ARUNAYA,Arunaya Organics Limited,NSE,stock,Process Industries,Chemicals: Specialty,Materials,accept
ARVINDPORT,NSE_IN,ARVIND PORT AND INFRA LIMITED,ARVINDPORT,Arvind Port & Infra Ltd.,NSE,stock,Transportation,Other Transportation,Industrials,accept
ASCU,TSX,Arizona Sonoran Copper Company Inc.,ASCU,"Arizona Sonoran Copper Co., Inc.",TSX,stock,Non-Energy Minerals,Other Metals/Minerals,Materials,accept
ASHALOG,NSE_IN,Ashapura Logistics Limited,ASHALOG,Ashapura Logistics Limited,NSE,stock,Transportation,Air Freight/Couriers,Industrials,accept
ASHWINI,NSE_IN,Ashwini Container Movers Limited,ASHWINI,Ashwini Container Movers Limited,NSE,stock,Transportation,Trucking,Industrials,accept
ASLIND,NSE_IN,ASL Industries Limited,ASLIND,AVATAR INDUSTRIES LTD,NSE,stock,,,,name_mismatch
ATCENERGY,NSE_IN,ATC Energies System Limited,ATCENERGY,Atc Energies System Limited,NSE,stock,Producer Manufacturing,Electrical Products,Industrials,accept
ATEA3,B3,ATHENA SAUDE BRASIL S.A.,,,,,,,,no_tradingview_match
ATLH.P,TSXV,Atlantic Horizon Capital Corp.,ATLH.P,Atlantic Horizon Capital Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
ATLPP,BSE_IN,Allcargo Terminals Ltd,ATLPP,Allcargo Terminals Limited,BSE,stock,Transportation,Marine Shipping,Industrials,accept
ATR.P,TSXV,Aster Acquisition Corp.,ATR.P,Aster Acquisition Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
ATRL,TSX,AtkinsRealis Group Inc.,ATRL,Atkinsrealis Group Inc.,TSX,stock,Industrial Services,Engineering & Construction,Industrials,accept
AUAU99,B3,UNIÃO PET PARTICIPAÇÕES S.A.,AUAU99,PETZCOBASI,BMFBOVESPA,stock,,,,name_mismatch
AUM,TSXV,AuMega Metals Ltd.,AUM,AuMega Metals Ltd,TSXV,stock,Non-Energy Minerals,Precious Metals,Materials,accept
AUME,TSXV,Auriginal Mining Corp.,AUME,Auriginal Mining Corp.,TSXV,stock,Non-Energy Minerals,Other Metals/Minerals,Materials,accept
AUNK.P,TSXV,Ankh II Capital Inc.,AUNK.P,Ankh II Capital Inc,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
AUR-H,TSXV,Aurora Royalties Inc,AUR.H,Aurora Royalties Inc.,TSXV,stock,Non-Energy Minerals,Precious Metals,Materials,accept
AUSL,NSE_IN,Aditya Ultra Steel Limited,AUSL,Aditya Ultra Steel Limited,NSE,stock,Non-Energy Minerals,Steel,Materials,accept
AUUA,TSXV,Aluula Composites Inc.,AUUA,Aluula Composites Inc,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
AUXX,TSXV,Gold X2 Mining Inc.,AUXX,Gold X2 Mining Inc.,TSXV,stock,Non-Energy Minerals,Precious Metals,Materials,accept
AVANA,NSE_IN,Avana Electrosystems Limited,AVANA,Avana Electrosystems Limited,NSE,stock,Producer Manufacturing,Electrical Products,Industrials,accept
AVASARA,BSE_IN,Avasara Finance Ltd,AVASARA,Avasara Finance Limited,BSE,stock,Finance,Finance/Rental/Leasing,Financials,accept
AVIANSH,NSE_IN,Avi Ansh Textile Limited,AVIANSH,Avi Ansh Textile Limited,NSE,stock,Process Industries,Textiles,Materials,accept
AVII.P,TSXV,Antera Ventures II Corp.,AVII.P,Antera Ventures II Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
AVSL,NSE_IN,AVSL Industries Limited,AVSL,AVSL Industries Ltd.,NSE,stock,Process Industries,Agricultural Commodities/Milling,Materials,accept
AW,TSX,A & W Food Services of Canada Inc.,AW,"A&W Food Services of Canada, Inc.",TSX,stock,Consumer Services,Restaurants,Consumer Discretionary,accept
AXENTRA,BSE_IN,Axentra Corp Ltd,AXENTRA,Axentra Corp Ltd,BSE,stock,Finance,Real Estate Development,Real Estate,accept
AXET.P,TSXV,Axe2 Acquisitions Inc.,AXET.P,"Axe2 Acquisitions, Inc.",TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
AXISOL,BSE_IN,Axis Solutions Ltd,AXISOL,Axis Solution Ltd,BSE,stock,Technology Services,Information Technology Services,,name_mismatch
AXO,TSXV,AXO Copper Corp.,AXO,Axo Metals Corp.,TSXV,stock,Non-Energy Minerals,Other Metals/Minerals,,name_mismatch
AYU,ASX,AUSTRALIAN UNITY LIMITED,,,,,,,,no_tradingview_match
AZC.P,TSXV,A2ZCryptocap Inc.,AZC.P,A2ZCryptocap Inc,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
BAGDIGITAL,NSE_IN,B.A.G. Convergence Limited,BAGDIGITAL,B.A.G. Convergence Ltd.,NSE,stock,Consumer Services,Broadcasting,Communication Services,accept
BAJAJ-AUTO,NSE_IN,Bajaj Auto Limited,,,,,,,,no_tradingview_match
BALAJIPHOS,NSE_IN,Balaji Phosphates Limited,BALAJIPHOS,Balaji Phosphates Ltd.,NSE,stock,Process Industries,Chemicals: Agricultural,Materials,accept
BANGANGA,BSE_IN,Banganga Paper Industries Ltd,,,,,,,,no_tradingview_match
BAQ.P,TSXV,Bluewater Acquisition Corp.,,,,,,,,no_tradingview_match
BARFLEX,NSE_IN,Barflex Polyfilms Limited,BARFLEX,Barflex Polyfilms Ltd.,NSE,stock,Process Industries,Containers/Packaging,Materials,accept
BBD,TSX,Bombardier Inc.,,,,,,,,no_tradingview_match
BCBN,NEO,Base Carbon Inc.,BCBN,"Base Carbon, Inc.",NEO,stock,Commercial Services,Miscellaneous Commercial Services,,unsupported_sector
BCCPP,BSE_IN,BCC Fuba India Ltd,BCCPP,BCC Fuba India Ltd,BSE,stock,,,,unsupported_sector
BCEE3,B3,BANCO BESA S/A,,,,,,,,no_tradingview_match
BCEE5,B3,BANCO BESA S/A,,,,,,,,no_tradingview_match
BCHT,TSX,Birchtech Corp.,BCHT,Birchtech Corp.,TSX,stock,Technology Services,Packaged Software,Information Technology,accept
BCPS3,B3,CLARO S.A.,,,,,,,,no_tradingview_match
BCPS4,B3,CLARO S.A.,,,,,,,,no_tradingview_match
BDGI,TSX,Badger Infrastructure Solutions Ltd.,BDGI,Badger Infrastructure Solutions Ltd,TSX,stock,Industrial Services,Engineering & Construction,Industrials,accept
BEAR,TSXV,Big Bear Gold Corp.,BEAR,Big Bear Gold Corp.,TSXV,stock,Non-Energy Minerals,Precious Metals,Materials,accept
BEGB4,B3,BANCO BERJ S.A.,,,,,,,,no_tradingview_match
BEK,TSX,Becker Milk Company Ltd. (The),,,,,,,,no_tradingview_match
BENZ,TSX,Mercedes-Benz CDR (CAD Hedged),BENZ,Mercedes-Benz Group AG CAD Hedged CIBC CDR,TSX,dr,Consumer Durables,Motor Vehicles,,asset_type_mismatch
BEPH,NYSE,Brookfield BRP Holdings (Canada (BEPH),,,,,,,,no_tradingview_match
BER-H,TSXV,BE Resources Inc,BER.H,Be Resources Inc,TSXV,stock,Non-Energy Minerals,Other Metals/Minerals,Materials,accept
BETP3,B3,BETAPART PARTICIPACOES S.A.,BETP3,Betapart Participacoes SA,BMFBOVESPA,stock,Miscellaneous,Miscellaneous,,unsupported_sector
BFFT3,B3,Bluefit Academias de Ginástica e Participações S.A,,,,,,,,no_tradingview_match
BFM,TSXV,Bedford Metals Corp.,BFM,Bedford Metals Corp,TSXV,stock,Non-Energy Minerals,Precious Metals,Materials,accept
BGAU,TSX,Blossom Gold Inc.,BGAU,"Blossom Gold, Inc.",TSX,stock,Non-Energy Minerals,Precious Metals,Materials,accept
BGI-UN,TSX,Brookfield Global Infrastructure Securities Income Fund,BGI.UN,Brookfield Global Infrastructure Securities Income Fund,TSX,fund,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
BHADORA,NSE_IN,Bhadora Industries Limited,BHADORA,Bhadora Industries Limited,NSE,stock,Producer Manufacturing,Electrical Products,Industrials,accept
BHAGGAS,BSE_IN,Bhagawati Gas Ltd,BHAGGAS,Bhagawati Gas Limited,BSE,stock,Process Industries,Chemicals: Specialty,Materials,accept
BHATEXT,BSE_IN,Bharat Textiles & Proofing Industries Ltd,BHATEXT,Bharat Textiles & Proofing Industries Ltd.,BSE,stock,Process Industries,Textiles,Materials,accept
BIED3,B3,BIOMA EDUCAÇÃO S.A.,BIED3,Bioma Educacao SA,BMFBOVESPA,stock,Consumer Services,Other Consumer Services,Consumer Discretionary,accept
BIJHANS,BSE_IN,Bijoy Hans Ltd,BIJHANS,Bijoy Hans Ltd.,BSE,stock,Distribution Services,Medical Distributors,Industrials,accept
BIKEWO,NSE_IN,Bikewo Green Tech Limited,BIKEWO,Bikewo Green Tech Limited,NSE,stock,Retail Trade,Specialty Stores,Consumer Discretionary,accept
BILVYAPAR,BSE_IN,Bil Vyapar Ltd,BILVYAPAR,Bil Vyapar Ltd,BSE,stock,Consumer Durables,Home Furnishings,Consumer Discretionary,accept
BIOPOL,NSE_IN,Biopol Chemicals Limited,BIOPOL,Biopol Chemicals Ltd.,NSE,stock,Process Industries,Chemicals: Major Diversified,Materials,accept
BIPJ,NYSE,Brookfield Infrastructure Finance ULC,,,,,,,,no_tradingview_match
BIRDYS,NSE_IN,Grill Splendour Services Limited,BIRDYS,Grill Splendour Services Ltd.,NSE,stock,Consumer Non-Durables,Food: Specialty/Candy,Consumer Staples,accept
BJDUP,BSE_IN,BJ Duplex Boards Ltd,BJDUP,B. J. Duplex Boards Ltd,BSE,stock,Process Industries,Pulp & Paper,Materials,accept
BLCC.P,TSXV,Bow Lake Capital Corp.,BLCC.P,Bow Lake Capital Corp,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
BLDS,TSXV,Badlands Resources Inc.,BLDS,Badlands Resources Inc,TSXV,stock,Non-Energy Minerals,Precious Metals,Materials,accept
BLTC.P,TSXV,Baltic I Acquisition Corp.,BLTC.P,Baltic I Acquisition Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
BLUEWATER,NSE_IN,Blue Water Logistics Limited,BLUEWATER,Blue Water Logistics Limited,NSE,stock,Transportation,Air Freight/Couriers,Industrials,accept
BMND,NEO,Biomind Labs Inc,BMND,Biomind Labs Inc,NEO,stock,Finance,Investment Banks/Brokers,Financials,accept
BNAC3,B3,BANCO NACIONAL S/A,,,,,,,,no_tradingview_match
BNAC4,B3,BANCO NACIONAL S/A,,,,,,,,no_tradingview_match
