ticker,exchange,name,tv_symbol,tv_name,tv_exchange,tv_type,tv_subtype,tv_isin,tv_asset_class,category_update,decision
NITE,NYSE ARCA,The Nightview ETF,NITE,Nightview Fund NITE,AMEX,fund,etf,US14064D4850,c05f85d35d1cd0be6ebb2af4be16e06a,Equity,accept
NMBL,NYSE ARCA,NovaTide Flexible Allocation ETF,NMBL,NovaTide Flexible Allocation ETF,AMEX,fund,etf,US45259A7798,b090e99b8d95f5837ec178c2d3d3fc50,Alternative,accept
NOGV11,B3,INTER EQI TEVA ETF BOLSA SEM ESTATAIS FDO DE ÍNDIC,,,,,,,,,no_tradingview_match
OPH,ASX,OPHIR HIGH CONVICTION FUND,OPH,Ophir High Conviction Fund Units,ASX,fund,mutual,AU60OPH00027,,,asset_type_mismatch
PACF,TSX,Purpose Active Conservative Fund,PACF,Purpose Active Conservative Fund Trust Unit,TSX,fund,etf,CA74639B1094,b090e99b8d95f5837ec178c2d3d3fc50,Alternative,accept
PCEM,NYSE ARCA,Litman Gregory Funds Trust,,,,,,,,,no_tradingview_match
PR4,ASX,PEPPER RESIDENTIAL SECURITIES TRUST NO. 40,,,,,,,,,no_tradingview_match
PU6,ASX,PEPPER SPARKZ TRUST NO.6,,,,,,,,,no_tradingview_match
PU8,ASX,PEPPER SPARKZ TRUST NO.8,,,,,,,,,no_tradingview_match
PU9,ASX,PEPPER SPARKZ TRUST NO.9,,,,,,,,,no_tradingview_match
PVEX,BATS,TrueShares ConVex Protect ETF,PVEX,TrueShares ConVex Protect ETF,CBOE,fund,etf,US2103226658,b090e99b8d95f5837ec178c2d3d3fc50,Alternative,accept
QDAY,NEO,Hamilton EnhancedTechnology DayMAX™ ETF,QDAY,Hamilton Enhanced Technology DayMAX ETF Trust Units,NEO,fund,etf,CA40736A1049,c05f85d35d1cd0be6ebb2af4be16e06a,,name_mismatch
QNTG,LSE,VANECK UCITS ETFS PLC VANECK QU,QNTG,VanEck Quantum Computing UCITS ETF Accum Shs -A- USD,LSE,fund,etf,IE0007Y8Y157,c05f85d35d1cd0be6ebb2af4be16e06a,Equity,accept
RAV,TSX,Ravensource Fund,,,,,,,,,no_tradingview_match
RCR.P,TSXV,Canna 8 Investment Trust,RCR.P,Canna 8 Investment Trust,TSXV,stock,common,CA13766K1021,,,asset_type_mismatch
RGOS,ASX,Russell Sust Global Opportunities Complex ETF,RGOS,Russell Invest Sustainable Global Opportunities Complex ETF Units Exchange Traded Fund,ASX,fund,etf,AU0000327132,c05f85d35d1cd0be6ebb2af4be16e06a,Equity,accept
RISR,NYSE ARCA,FolioBeyond Rising Rates ETF,RISR,FolioBeyond Alternative Income and Interest Rate Hedge ETF,AMEX,fund,etf,US8863646373,4071518f1736a5a43dae51b47590322f,Alternative,accept
RJVI,NYSE ARCA,RJ Eagle Vertical Income ETF,RJVI,RJ Eagle Vertical Income ETF,AMEX,fund,etf,US14214M2787,b090e99b8d95f5837ec178c2d3d3fc50,Alternative,accept
RMPH,LSE,RMPH TRM RESPONSIB SRCED PHYS £ HDGD GLD ETC,RMPH,Royal Mint Responsibly Sourced Physical GBP Hedged Gold ETC,LSE,fund,etf,XS2892961827,8fe80395f389e29e3ea42210337f0350,Commodity,accept
RSSY,BATS,Return Stacked U,RSSY,Return Stacked U.S. Stocks & Futures Yield ETF,CBOE,fund,etf,US88636J3453,b090e99b8d95f5837ec178c2d3d3fc50,Alternative,accept
RVRB,BATS,Advisors Series Trust - Reverb ETF,,,,,,,,,no_tradingview_match
SCA,ASX,SCENTRE GROUP TRUST 1 AND SCENTRE GROUP TRUST 2,,,,,,,,,no_tradingview_match
SEGP,LSE,iShares Plc,SEGP,iShares III PLC - iShares EURGovt Bond Climate UCITS ETF AccumHedged GBP,LSE,fund,etf,IE000M9FJ295,b6e443a6c4a8a2e7918c5dbf3d45c796,Fixed Income,accept
STBQ,NYSE ARCA,Amplify ETF Trust,STBQ,Amplify Stablecoin Technology ETF,AMEX,fund,etf,US0321083836,b090e99b8d95f5837ec178c2d3d3fc50,Alternative,accept
STXSWX,JSE,Satrix Swix Top 40 ETF,,,,,,,,,no_tradingview_match
SURF,TSXV,Starlight U.S. Residential Fund (Multi-Family) Investment LP,,,,,,,,,no_tradingview_match
THRV,NASDAQ,Prospera Income ETF,THRV,Prospera Income ETF,NASDAQ,fund,etf,US88588B1008,b090e99b8d95f5837ec178c2d3d3fc50,Alternative,accept
TKNQ,NYSE ARCA,Amplify ETF Trust,TKNQ,Amplify Tokenization Technology ETF,AMEX,fund,etf,US0321083679,b090e99b8d95f5837ec178c2d3d3fc50,Alternative,accept
TOAK,NYSE ARCA,Manager Directed Portfolios,TOAK,Twin Oak Short Horizon Absolute Return ETF,AMEX,fund,etf,US56170L6618,4071518f1736a5a43dae51b47590322f,,name_mismatch
TOLL,BATS,Tema Monopolies and Oligopolies ETF,TOLL,Tema Durable Quality ETF,CBOE,fund,etf,US87975E1073,c05f85d35d1cd0be6ebb2af4be16e06a,,name_mismatch
USAF,NASDAQ,Atlas America Fund,USAF,Atlas America Fund,NASDAQ,fund,etf,US9009344071,b090e99b8d95f5837ec178c2d3d3fc50,Alternative,accept
VANG11,B3,ICATU VANGUARDA INCENTIVADO EM INFRAESTRUTURA,VANG11,Icatu Vanguarda Incentivado Em Infraestrutura Fic De Fi Rf Cp Lp - Resp. Limitada,BMFBOVESPA,fund,mutual,BRVANGCTF004,,,asset_type_mismatch
VCD,ASX,VICINITY CENTRES TRUST,,,,,,,,,no_tradingview_match
WAMA,NASDAQ,WisdomTree US Adaptive Moving Average Fund,WAMA,WisdomTree US Adaptive Moving Average Fund,NASDAQ,fund,etf,US97717Y2202,b090e99b8d95f5837ec178c2d3d3fc50,Alternative,accept
WT,NYSE,WisdomTree Inc.,WT,"WisdomTree, Inc.",NYSE,stock,common,US97717P1049,,,asset_type_mismatch
XACT-NORDE,STO,XACT NORDEN,,,,,,,,,no_tradingview_match
XD12,LSE,X SDG 12 CIRCULAR ECONOMY,,,,,,,,,no_tradingview_match
XFRD,XETRA,db Physical Rhodium ETC (EUR),,,,,,,,,no_tradingview_match
YFYA,NYSE ARCA,Yields for You Strategy A ETF,YFYA,Yields for You Income Strategy A ETF,AMEX,fund,etf,US53656G3570,b090e99b8d95f5837ec178c2d3d3fc50,Alternative,accept
