listing_key,ticker,exchange,asset_type,name,country,country_code,isin,sector,status,reason,official_reference_name,official_reference_source,covered_by_official_directory,cik,figi,lei
AMS::1ARKG,1ARKG,AMS,ETF,LS ARK Genomic Revolution Tracker ETP Securities,Netherlands,NL,XS2399368062,,reference_gap,This exchange is only weakly covered by the current official reference layer.,,,True,,BBG013L1GZ92,
AMS::SGLU,SGLU,AMS,ETF,iShares Global Govt Bond UCITS ETF USD Hedged (Acc),Ireland,IE,IE00BK7Y2P34,Government Bonds,reference_gap,This exchange is only weakly covered by the current official reference layer.,,,True,,BBG00PGSDWD6,
ASX::DHOF,DHOF,ASX,ETF,Daintree HYBRID Opportunities Active ETF,Australia,AU,AU60WPC20540,,reference_gap,This exchange is only partially covered by the current official reference layer.,,,False,,BBG0139Y90P1,
ASX::JPEQ,JPEQ,ASX,ETF,JPMorgan US 100Q Equity Premium Income Active ETF,Australia,AU,AU0000271710,,reference_gap,This exchange is only partially covered by the current official reference layer.,,,False,,BBG01G9FZP42,
ASX::PU6,PU6,ASX,ETF,PEPPER SPARKZ TRUST NO.6,Australia,AU,,,verified,Matched active official exchange directory listing.,PEPPER SPARKZ TRUST NO.6,asx_listed_companies,False,,,
B3::AFOF11,AFOF11,B3,ETF,Alianza Fofii Fundo De Investimento Imobiliario,Brazil,BR,,Real Estate,reference_gap,This exchange is only weakly covered by the current official reference layer.,,,True,,,
B3::BVBR11,BVBR11,B3,ETF,INVESTO CONSTÂNCIA FATORES DEFENSIVIDADE FUN DE IN,Brazil,BR,,,verified,Matched active official exchange directory listing.,INVESTO CONSTÂNCIA FATORES DEFENSIVIDADE FUN DE IN,b3_instruments_equities,True,,,
B3::PICE11,PICE11,B3,ETF,Patria Infraestrutura Energia Core Fundo De Investimento Em Participacoes Em Infraestrutura,Brazil,BR,,Financials,reference_gap,This exchange is only weakly covered by the current official reference layer.,,,True,,,
BATS::APLX,APLX,BATS,ETF,Tradr 2X Long APLD Daily ETF,United States,US,,,verified,Matched active official exchange directory listing.,Tradr 2X Long APLD Daily ETF,nasdaq_other_listed,True,,,
BATS::BUFP,BUFP,BATS,ETF,PGIM Laddered Fund of Buffer 12 ETF,United States,US,,,verified,Matched active official exchange directory listing.,PGIM Laddered S&P 500 Buffer 12 ETF,nasdaq_other_listed,True,,,
BATS::DIHP,DIHP,BATS,ETF,Dimensional International High Profitability ETF,United States,US,US25434V7652,,verified,Matched active official exchange directory listing.,Dimensional International High Profitability ETF,nasdaq_other_listed,True,,,
BATS::FFSM,FFSM,BATS,ETF,Fidelity® Small-Mid Cap Opportunities ETF,United States,US,US3160922957,,verified,Matched active official exchange directory listing.,Fidelity Fundamental Small-Mid Cap ETF,nasdaq_other_listed,True,,,
BATS::HSRT,HSRT,BATS,ETF,Hartford Short Duration ETF,United States,US,US41653L6020,Corporate Bonds,reference_gap,This exchange is only weakly covered by the current official reference layer.,,,True,,,
BATS::JULJ,JULJ,BATS,ETF,Innovator ETFs Trust - Innovator Premium Income 30 Barrier ETF - July,United States,US,US45783Y5666,,verified,Matched active official exchange directory listing.,Innovator Premium Income 30 Barrier ETF - July,nasdaq_other_listed,True,,,
BATS::MSFY,MSFY,BATS,ETF,Kurv Yield Premium Strategy Microsoft ETF,United States,US,XS2901886288,,verified,Matched active official exchange directory listing.,Kurv Yield Premium Strategy Microsoft (MSFT) ETF,nasdaq_other_listed,True,,,
BATS::PBAP,PBAP,BATS,ETF,PGIM US Large-Cap Buffer 20 ETF - April,United States,US,,,verified,Matched active official exchange directory listing.,PGIM S&P 500 Buffer 20 ETF - April,nasdaq_other_listed,True,,,
BATS::RKTL,RKTL,BATS,ETF,Defiance Daily Target 2X Long RKT ETF,United States,US,,,verified,Matched active official exchange directory listing.,Defiance Daily Target 2X Long RKT ETF,nasdaq_other_listed,True,,,
BATS::TGLR,TGLR,BATS,ETF,LAFFER|TENGLER Equity Income ETF,United States,US,US26923N7690,,verified,Matched active official exchange directory listing.,LAFFER TENGLER Equity Income ETF,nasdaq_other_listed,True,,,
