listing_key,ticker,exchange,asset_type,name,country,country_code,isin,sector,status,reason,official_reference_name,official_reference_source,covered_by_official_directory,cik,figi,lei
ADX::ADNOCGAS,ADNOCGAS,ADX,Stock,ADNOC GAS PLC,United Arab Emirates,AE,AEE01195A234,Energy,verified,Matched active official exchange directory listing.,ADNOC GAS PLC,adx_market_watch,True,,BBG01FKC2SG5,
ADX::ALPHADATA,ALPHADATA,ADX,Stock,ALPHA DATA PJSC,United Arab Emirates,AE,AEE01575A252,Information Technology,verified,Matched active official exchange directory listing.,ALPHA DATA PJSC,adx_market_watch,True,,BBG005C3GY33,
ADX::EAND,EAND,ADX,Stock,Emirates Telecom. Group Company (Etisalat Group) PJSC,United Arab Emirates,AE,AEE000401019,Communication Services,verified,Matched active official exchange directory listing.,Emirates Telecom. Group Company (Etisalat Group) PJSC,adx_market_watch,True,,BBG000C0ZM17,
ADX::GMPC,GMPC,ADX,Stock,Gulf Medical Projects Company,United Arab Emirates,AE,AEG000401014,Health Care,verified,Matched active official exchange directory listing.,Gulf Medical Projects Company,adx_market_watch,True,,BBG000BLCK48,
ADX::NBF,NBF,ADX,Stock,National Bank Of Fujairah,United Arab Emirates,AE,AEN000801011,Financials,verified,Matched active official exchange directory listing.,National Bank Of Fujairah,adx_market_watch,True,,BBG000DKT1T5,
ADX::RAKPROP,RAKPROP,ADX,Stock,RAK Properties,United Arab Emirates,AE,AER000601016,Real Estate,verified,Matched active official exchange directory listing.,RAK Properties,adx_market_watch,True,,BBG000DP3ZJ8,
ADX::WAHA,WAHA,ADX,Stock,Waha Capital Company,United Arab Emirates,AE,AEA000701010,Financials,verified,Matched active official exchange directory listing.,Waha Capital Company,adx_market_watch,True,,BBG000H2NL31,
AMS::AMUND,AMUND,AMS,Stock,ALMUNDA PRO NV,Netherlands,NL,NL0010696704,,verified,Matched active official exchange directory listing.,ALMUNDA PRO NV,euronext_equities,True,,BBG000BBX167,
AMS::CABKA,CABKA,AMS,Stock,CABKA,Netherlands,NL,NL00150000S7,,verified,Matched active official exchange directory listing.,CABKA,euronext_equities,True,,BBG00Y6RLKV7,
AMS::DSFIR,DSFIR,AMS,Stock,DSM FIRMENICH AG,Switzerland,CH,CH1216478797,,verified,Matched active official exchange directory listing.,DSM FIRMENICH AG,euronext_equities,True,,BBG01F6K3S63,
AMS::FUR,FUR,AMS,Stock,FUGRO,Netherlands,NL,NL00150003E1,Materials,verified,Matched active official exchange directory listing.,FUGRO,euronext_equities,True,,BBG000BG7K36,
AMS::INPHI,INPHI,AMS,Stock,PHILIPS BUY BACK,Netherlands,NL,NL0000009322,,verified,Matched active official exchange directory listing.,PHILIPS BUY BACK,euronext_equities,True,,BBG000M9KXS0,
AMS::NEDSE,NEDSE,AMS,Stock,MKB Nedsense,Netherlands,NL,NL0009312842,Information Technology,verified,Matched active official exchange directory listing.,MKB Nedsense,euronext_equities,True,,BBG000BBWTP6,
AMS::QEV,QEV,AMS,Stock,QEV,Netherlands,NL,NL0015000NM7,,verified,Matched active official exchange directory listing.,QEV,euronext_equities,True,,BBG013FZ8DS1,
AMS::TWEKA,TWEKA,AMS,Stock,TKH GROUP,Netherlands,NL,NL0000852523,Information Technology,verified,Matched active official exchange directory listing.,TKH GROUP,euronext_equities,True,,BBG000BBT7H7,
ASX::1AD,1AD,ASX,Stock,ADALTA LIMITED,Australia,AU,AU0000001AD2,Health Care,verified,Matched active official exchange directory listing.,ADALTA LIMITED,asx_listed_companies,False,,BBG00D9SX1C8,
ASX::49M,49M,ASX,Stock,49 METALS LIMITED,Australia,AU,AU0000455057,Materials,verified,Matched active official exchange directory listing.,49 METALS LIMITED,asx_listed_companies,False,,BBG0202DP302,
