listing_key,ticker,exchange,asset_type,name,country,country_code,isin,sector,status,reason,official_reference_name,official_reference_source,covered_by_official_directory,cik,figi,lei
ADX::KWTI,KWTI,ADX,ETF,CHIMERA S&P KUWAIT SHARIAH ETF-Share Class B-Income,United Arab Emirates,AE,AEC000730056,Equity,verified,Matched active official exchange directory listing.,CHIMERA S&P KUWAIT SHARIAH ETF-Share Class B-Income,adx_market_watch,True,,BBG0159WXG32,
ADX::USVALUE,USVALUE,ADX,ETF,Chimera S&P US Shariah Value ETF - Share Class B - Income,United Arab Emirates,AE,AEC01079C220,Equity,verified,Matched active official exchange directory listing.,Chimera S&P US Shariah Value ETF - Share Class B - Income,adx_market_watch,True,,BBG018LQ3KB0,
AMS::3CRM,3CRM,AMS,ETF,Leverage Shares 3x Salesforce.Com ETP Securities,Ireland,IE,IE00BK5BZT14,,verified,Matched active official exchange directory listing.,Leverage Shares 3x Salesforce.Com ETP Securities,euronext_etfs,True,,BBG00V3MBFY6,
AMS::ADI3,ADI3,AMS,ETF,Leverage Shares 3x Long Analog Devices (ADI) ETP,Netherlands,NL,XS3299463128,Leveraged/Inverse,verified,Matched active official exchange directory listing.,Leverage Shares 3x Long Analog Devices (ADI) ETP,euronext_etfs,True,,BBG0210G8KJ6,
AMS::ASUI,ASUI,AMS,ETF,21Shares Sui Staking ETP EUR,Switzerland,CH,CH1360612159,,verified,Matched active official exchange reference via same-exchange ISIN.,21Shares Sui Staking ETP,six_etp_products,True,,BBG01NLLVTK8,
AMS::CBE7,CBE7,AMS,ETF,iShares VII Public Limited Company - iShares Euro Govt Bond 3-7yr UCITS ETF,Ireland,IE,IE00B3VTML14,Fixed Income,verified,Matched active official exchange directory listing.,iShares EUR Govt Bond 3-7yr UCITS ETF EUR (Acc),euronext_etfs,True,,BBG00747YZT8,
AMS::CRW3,CRW3,AMS,ETF,Leverage Shares 3x Long CoreWeave (CRWV) ETP,Netherlands,NL,XS3299464282,Leveraged/Inverse,verified,Matched active official exchange directory listing.,Leverage Shares 3x Long CoreWeave (CRWV) ETP,euronext_etfs,True,,BBG0210BR9T0,
AMS::DTEH,DTEH,AMS,ETF,iShares $ Treasury Bond 20+yr UCITS ETF EUR Hedged (Acc),Ireland,IE,IE000T8E6SX8,Fixed Income,verified,Matched active official exchange directory listing.,iShares $ Treasury Bond 20+yr UCITS ETF EUR Hedged (Acc),euronext_etfs,True,,BBG0216NBK65,
AMS::ETH0E,ETH0E,AMS,ETF,VALOUR ETHEREUM ZERO,Switzerland,CH,CH0585378752,Alternative,verified,Matched active official exchange directory listing.,VALOUR ETHEREUM ZERO,euronext_etfs,True,,BBG01415HNF2,
AMS::FXAC,FXAC,AMS,ETF,iShares China Large Cap UCITS ETF USD Acc EUR,Ireland,IE,IE000QOU09J7,Equity,verified,Matched active official exchange directory listing.,iShares China Large Cap UCT ETF USD (Acc),euronext_etfs,True,,BBG012G1NH29,
AMS::I50D,I50D,AMS,ETF,iShares S&P 500 Swap UCITS ETF USD (Dis),Ireland,IE,IE000D3BWBR2,Equity,verified,Matched active official exchange reference via same-exchange ISIN.,iShares S&P 500 Swap UCITS ETF USD (Dist),euronext_etfs,True,,BBG016XQRYK5,
AMS::IEGE,IEGE,AMS,ETF,iShares III Public Limited Company - iShares Euro Government Bond 0-1yr UCITS ETF,Ireland,IE,IE00B3FH7618,Fixed Income,verified,Matched active official exchange directory listing.,iShares EUR Govt Bond 0-1yr UCITS ETF EUR (Dist),euronext_etfs,True,,BBG000LVB8D3,
AMS::IGBG,IGBG,AMS,ETF,iShares Broad Global Govt Bond UCITS ETF USD Distribution,Netherlands,NL,,Fixed Income,verified,Matched grouped official exchange directory listing.,iSh Brd Global Gvt Bond UCITS ETF US Dis,euronext_etfs,True,,,
AMS::ION3,ION3,AMS,ETF,Leverage Shares 3x Long IONQ ETP,Netherlands,NL,XS3299464795,Leveraged/Inverse,verified,Matched active official exchange directory listing.,Leverage Shares 3x Long IONQ ETP,euronext_etfs,True,,BBG02143Q0S5,
AMS::IUHE,IUHE,AMS,ETF,iShares S&P 500 Health Care Sector UCITS ETF EUR Hedged (Dist),Ireland,IE,IE00BMBKBZ46,Equity,verified,Matched active official exchange directory listing.,iShares S&P 500 Health Care Sector UCITS ETF EUR Hedged (Dist),euronext_etfs,True,,BBG00VDFVWZ0,
