listing_key,ticker,exchange,asset_type,name,country,country_code,isin,sector,status,reason,official_reference_name,official_reference_source,covered_by_official_directory,cik,figi,lei
ADX::CHADX15,CHADX15,ADX,ETF,Chimera FTSE ADX 15 ETF Class B Income,United Arab Emirates,AE,AEC01137C226,Equity,verified,Matched active official exchange directory listing.,Chimera FTSE ADX 15 ETF Class B Income,adx_market_watch,True,,BBG01BGV7KK4,
ADX::UAEA,UAEA,ADX,ETF,Chimera S&P UAE Shariah ETF- Share class A- Accumulating,United Arab Emirates,AE,AEC000730023,Equity,verified,Matched active official exchange directory listing.,Chimera S&P UAE Shariah ETF- Share class A- Accumulating,adx_market_watch,True,,BBG00VY0R7Q0,
AMS::2NVD,2NVD,AMS,ETF,Leverage Shares 2x NVIDIA ETP Securities,Netherlands,NL,XS2820604853,,verified,Matched active official exchange directory listing.,Leverage Shares 2x NVIDIA ETP Securities,euronext_etfs,True,,BBG00JGFVG52,
AMS::500E,500E,AMS,ETF,Amundi Index Solutions - Amundi S&P 500 UCITS ETF C USD EUR,Luxembourg,LU,LU1681049018,,verified,Matched active official exchange directory listing.,Amundi S&P 500 Swap UCITS ETF USD Acc,euronext_etfs,True,,BBG00KDPTLP0,
AMS::AMAY,AMAY,AMS,ETF,IncomeShares Applied Materials (AMAT) Options ETP,Netherlands,NL,XS3299466147,Equity,verified,Matched active official exchange directory listing.,IncomeShares Applied Materials (AMAT) Options ETP,euronext_etfs,True,,BBG021098SZ7,
AMS::BNKT,BNKT,AMS,ETF,iShares V PLC - iShares S&P U.S. Banks UCITS ETF USD Inc,Ireland,IE,IE000ZPUEP93,Equity,verified,Matched active official exchange reference via same-exchange ISIN.,iShares S&P U.S. Banks UCITS ETF USD (Dist),euronext_etfs,True,,BBG011KDJ9H7,
AMS::COIB,COIB,AMS,ETF,LS 1X Coinbase Tracker ETP,Netherlands,NL,XS2338070282,,verified,Matched active official exchange directory listing.,LS 1X Coinbase Tracker ETP,euronext_etfs,True,,BBG0113JK945,
AMS::CYBU,CYBU,AMS,ETF,iShares China CNY Bond UCITS ETF USD Hedged (Dist),Ireland,IE,IE00BKT6RT64,Fixed Income,verified,Matched active official exchange reference via same-exchange ISIN.,iShares China CNY Bond UCITS ETF USD Hedged (Dist),euronext_etfs,True,,BBG00QRD1CC3,
AMS::EMPA,EMPA,AMS,ETF,iShares MSCI EMU Paris-Aligned Climate UCITS ETF EUR Acc,Ireland,IE,IE00BL6K8D99,Equity,verified,Matched active official exchange directory listing.,iShares MSCI EMU Paris-Aligned Climate UCITS ETF EUR (Acc),euronext_etfs,True,,BBG011XMGRT3,
AMS::EXCD,EXCD,AMS,ETF,iShares MSCI EM ex-China UCITS ETF USD Dis,Ireland,IE,IE000W8RYVC0,Equity,verified,Matched active official exchange reference via same-exchange ISIN.,iShares MSCI EM EX-China UCITS ETF USD (Dist),euronext_etfs,True,,BBG01MPB48W1,
AMS::H2OA,H2OA,AMS,ETF,iShares Global Water UCITS ETF USD Acc EUR,Ireland,IE,IE000CFH1JX2,Equity,verified,Matched active official exchange directory listing.,iShares Global Water UCITS ETF USD (Acc),euronext_etfs,True,,BBG012G1NWX2,
AMS::IDSE,IDSE,AMS,ETF,iShares MSCI Europe SRI UCITS ETF USD (Acc),Ireland,IE,IE00BMDBMG37,Equity,verified,Matched active official exchange reference via same-exchange ISIN.,iShares MSCI Europe SRI UCITS ETF USD (Acc),euronext_etfs,True,,BBG00Y49B3S2,
AMS::IFRD,IFRD,AMS,ETF,iShares France Govt Bond UCITS ETF USD Hedged (Dist),Ireland,IE,IE000A9QV382,Fixed Income,verified,Matched active official exchange reference via same-exchange ISIN.,iShares France Govt Bond UCITS ETF USD Hedged (Dist),euronext_etfs,True,,BBG019XMW7V9,
AMS::INCI,INCI,AMS,ETF,iShares U.S. Equity High Income Active UCITS ETF USD Acc,Ireland,IE,IE0007FM00T9,Equity,verified,Matched active official exchange reference via same-exchange ISIN.,iShares U.S. Equity High Income UCITS ETF USD (Acc),six_etf_products,True,,BBG000BMD9Q6,
AMS::ISFA,ISFA,AMS,ETF,iShares Core FTSE 100 UCITS ETF GBP (Dist) EUR,Ireland,IE,IE0005042456,Equity,verified,Matched active official exchange directory listing.,iShares Core FTSE 100 UCITS ETF,euronext_etfs,True,,BBG000C0YG39,
AMS::JPEU,JPEU,AMS,ETF,WisdomTree Short JPY Long EUR,Jersey,JE,JE00B3KNMS14,,verified,Matched active official exchange directory listing.,WisdomTree Short JPY Long EUR,euronext_etfs,True,,BBG001Z55TD4,
AMS::MRVY,MRVY,AMS,ETF,IncomeShares Marvell Technology (MRVL) Options ETP,Netherlands,NL,XS3299466063,Equity,verified,Matched active official exchange directory listing.,IncomeShares Marvell Technology (MRVL) Options ETP,euronext_etfs,True,,BBG02108QJQ9,
AMS::QCOY,QCOY,AMS,ETF,IncomeShares QUALCOMM (QCOM) Options ETP,Netherlands,NL,XS3299465503,,verified,Matched active official exchange directory listing.,IncomeShares QUALCOMM (QCOM) Options ETP,euronext_etfs,True,,BBG0210FP6R1,
AMS::SJPD,SJPD,AMS,ETF,iShares Core MSCI Japan IMI UCITS ETF USD (Dist),Ireland,IE,IE00BFM15T99,Equity,verified,Matched active official exchange reference via same-exchange ISIN.,iShares Core MSCI Japan IMI UCITS ETF USD (Dist),euronext_etfs,True,,BBG00MR96TD8,
AMS::STEC,STEC,AMS,ETF,iShares STOXX Europe 600 Technology UCITS ETF (DE) EUR acc,Germany,DE,DE000A2QP398,Equity,verified,Matched active official exchange directory listing.,iShares STOXX Europe 600 Technology UCITS ETF (DE) EUR (Acc),euronext_etfs,True,,BBG016L3PNY0,
AMS::TPSA,TPSA,AMS,ETF,iShares II Public Limited Company - iShares $ TIPS UCITS ETF,Ireland,IE,IE00B1FZSC47,Fixed Income,verified,Matched active official exchange directory listing.,iShares S TIPS UCITS ETF USD (Acc),euronext_etfs,True,,BBG000VQ4TM5,
AMS::UEDD,UEDD,AMS,ETF,iShares $ Ultrashort Bond ESG UCITS ETF,Ireland,IE,IE00BJP26C72,Equity,verified,Matched active official exchange reference via same-exchange ISIN.,iShares $ UltraShort Bond ESG SRI UCITS ETF,euronext_etfs,True,,BBG00SDH10J4,
