listing_key,ticker,exchange,asset_type,name,country,country_code,isin,sector,status,reason,official_reference_name,official_reference_source,covered_by_official_directory,cik,figi,lei
ADX::JPANI,JPANI,ADX,ETF,Chimera S&P Japan UCITS ETF - Share Class D-Income,Ireland,IE,IE000M10VZK6,Equity,verified,Matched active official exchange directory listing.,Chimera S&P Japan UCITS ETF - Share Class D-Income,adx_market_watch,True,,BBG01MY61MY2,
ADX::USTBILL,USTBILL,ADX,ETF,Chimera iBoxx US Treasury Bill ETF – Share Class B – Income,United Arab Emirates,AE,AEC01574C253,Fixed Income,verified,Matched active official exchange directory listing.,Chimera iBoxx US Treasury Bill ETF – Share Class B – Income,adx_market_watch,True,,BBG01S4N2DH3,
AMS::3ARKK,3ARKK,AMS,ETF,3X ARK INNOVATION,Netherlands,NL,XS2663694847,,verified,Matched active official exchange directory listing.,Leverage Shares 3x Long ARKK Innovation ETP Securities,euronext_etfs,True,,BBG013L1H5C3,
AMS::ADAVE,ADAVE,AMS,ETF,VALOUR CARDANO,Switzerland,CH,CH1114178820,Alternative,verified,Matched active official exchange directory listing.,VALOUR CARDANO,euronext_etfs,True,,BBG016F4KDM5,
AMS::ASMY,ASMY,AMS,ETF,IncomeShares ASML (ASML) Options ETP,Netherlands,NL,XS3299469323,,verified,Matched active official exchange directory listing.,IncomeShares ASML (ASML) Options ETP,euronext_etfs,True,,BBG02104BG53,
AMS::BTMA,BTMA,AMS,ETF,iShares II Public Limited Company - iShares $ Treasury Bond 7-10yr UCITS ETF,Ireland,IE,IE00B1FZS798,Fixed Income,verified,Matched active official exchange directory listing.,iShares USD Treasury Bond 7-10yr UCITS ETF USD (Dist),euronext_etfs,True,,BBG000VQ4SN6,
AMS::CRC3,CRC3,AMS,ETF,Leverage Shares 3x Long Circle (CRCL) ETP,Netherlands,NL,XS3299464100,Leveraged/Inverse,verified,Matched active official exchange directory listing.,Leverage Shares 3x Long Circle (CRCL) ETP,euronext_etfs,True,,BBG0210DZRP1,
AMS::DOTVE,DOTVE,AMS,ETF,VALOUR POLKADOT,Switzerland,CH,CH1114178812,Alternative,verified,Matched active official exchange directory listing.,VALOUR POLKADOT,euronext_etfs,True,,BBG01415HNK6,
AMS::ESPX,ESPX,AMS,ETF,iShares S&P 500 ESG UCITS ETF USD (Acc),Canada,CA,CA30052U2065,Equity,verified,Matched grouped official exchange directory listing.,iShares S&P 500 ESG UCITS ETF USD (Acc),euronext_etfs,True,,BBG01C1D73D4,
AMS::FSOV,FSOV,AMS,ETF,First Trust Low Duration Global Government Bond UCITS ETF,Ireland,IE,IE00BKS2X317,Fixed Income,verified,Matched active official exchange directory listing.,First Trust Low Duration Global Government Bond UCITS ETF,euronext_etfs,True,,BBG00QVGTS27,
