listing_key,ticker,exchange,asset_type,name,country,country_code,isin,sector,status,reason,official_reference_name,official_reference_source,covered_by_official_directory,cik,figi,lei
ADX::SAUDIA,SAUDIA,ADX,ETF,CHIMERA S&P KSA SHARIAH ETF-SHARE CLASS B-INCOME,United Arab Emirates,AE,AEC000730049,Equity,verified,Matched active official exchange directory listing.,CHIMERA S&P KSA SHARIAH ETF-SHARE CLASS B-INCOME,adx_market_watch,True,,BBG014G52B04,
AMS::1ARKW,1ARKW,AMS,ETF,LS ARK NextGen Internet Tracker ETP,Netherlands,NL,XS2399368575,,verified,Matched active official exchange directory listing.,LS ARK NextGen Internet Tracker ETP,euronext_etfs,True,,BBG013L1H472,
AMS::3NIO,3NIO,AMS,ETF,3x Long NIO,Netherlands,NL,XS2970736489,,verified,Matched active official exchange directory listing.,Leverage Shares 3x Long NIO ETP Securities,euronext_etfs,True,,BBG013L16FT5,
AMS::AGGD,AGGD,AMS,ETF,iShares Global Aggregate Bond ESG UCITS ETF USD Hedged Accumulation,Ireland,IE,IE000HQY8R78,Fixed Income,verified,Matched active official exchange reference via same-exchange ISIN.,iShares Global Aggregate Bond ESG UCITS ETF USD Hedged (Acc),euronext_etfs,True,,BBG017GY8G98,
AMS::BMN3,BMN3,AMS,ETF,Leverage Shares 3x Long Bitmine Immersion (BMNR) ETP,Netherlands,NL,XS3302918423,Leveraged/Inverse,verified,Matched active official exchange directory listing.,Leverage Shares 3x Long Bitmine Immersion (BMNR) ETP,euronext_etfs,True,,BBG0210D9S87,
AMS::CEUU,CEUU,AMS,ETF,iShares Core MSCI EMU UCITS USD Hdg Acc,Ireland,IE,IE00BKBF6616,Equity,verified,Matched active official exchange reference via same-exchange ISIN.,iShares Core MSCI EMU UCITS ETF USD Hedged (Acc),euronext_etfs,True,,BBG00P96KHC8,
AMS::CUL3,CUL3,AMS,ETF,Leverage Shares 3x Long Copper ETC,Netherlands,NL,XS3299460884,Leveraged/Inverse,verified,Matched active official exchange directory listing.,Leverage Shares 3x Long Copper ETC,euronext_etfs,True,,BBG0210FP8R7,
AMS::EHYA,EHYA,AMS,ETF,iShares € High Yield Corp Bond ESG UCITS ETF EUR (Acc),Ireland,IE,IE00BJK55C48,Fixed Income,verified,Matched active official exchange directory listing.,iShares € High Yield Corp Bond ESG SRI UCITS ETF,euronext_etfs,True,,BBG00Q8HY641,
AMS::EUS3,EUS3,AMS,ETF,WisdomTree Long USD Short EUR 3x Daily,Jersey,JE,JE00B3QQ4551,Leveraged/Inverse,verified,Matched active official exchange directory listing.,WisdomTree Long USD Short EUR 3x Daily,euronext_etfs,True,,BBG0016T3922,
AMS::GLUH,GLUH,AMS,ETF,iShares Core UK Gilts UCITS ETF USD Hedged (Dist),Ireland,IE,IE0004J6PFL7,Equity,verified,Matched active official exchange reference via same-exchange ISIN.,iShares Core UK Gilts UCITS ETF USD Hedged (Dist),euronext_etfs,True,,BBG019XMTFP2,
AMS::ICHD,ICHD,AMS,ETF,iShares MSCI China UCITS ETF USD Dist,Ireland,IE,IE00BL977C92,Equity,verified,Matched active official exchange reference via same-exchange ISIN.,iShares MSCI China UCITS ETF USD (Dist),euronext_etfs,True,,BBG00TCWN104,
AMS::IESE,IESE,AMS,ETF,iShares MSCI Europe SRI UCITS ETF EUR (Acc) EUR,Ireland,IE,IE00B52VJ196,Equity,verified,Matched active official exchange directory listing.,iShares MSCI Europe SRI UCITS ETF EUR (Acc),euronext_etfs,True,,BBG001K74FW6,
AMS::IKRA,IKRA,AMS,ETF,iShares Public Limited Company - iShares MSCI Korea UCITS ETF USD (Dist),Ireland,IE,IE00B0M63391,Equity,verified,Matched active official exchange directory listing.,iShares MSCI Korea UCITS ETF (Dist),euronext_etfs,True,,BBG000KP9FN3,
AMS::IRN3,IRN3,AMS,ETF,Leverage Shares 3x Long IREN ETP,Netherlands,NL,XS3299464019,Leveraged/Inverse,verified,Matched active official exchange directory listing.,Leverage Shares 3x Long IREN ETP,euronext_etfs,True,,BBG0210B3C37,
AMS::IWQE,IWQE,AMS,ETF,iShares MSCI World Quality Factor ESG UCITS ETF USD (Acc),Ireland,IE,IE000U1MQKJ2,Equity,verified,Matched active official exchange reference via same-exchange ISIN.,iShares MSCI World Quality Factor Advanced UCITS ETF,six_etf_products,True,,BBG01FVJ4YB8,
AMS::MLTY,MLTY,AMS,ETF,IncomeShares 60/30/10 Multi-Asset Balanced ETP,Netherlands,NL,XS3299469679,,verified,Matched active official exchange directory listing.,IncomeShares 60/30/10 Multi-Asset Balanced ETP,euronext_etfs,True,,BBG0210F11D3,
AMS::NGL3,NGL3,AMS,ETF,Leverage Shares 3x Long Natural Gas ETC,Netherlands,NL,XS3299458714,Leveraged/Inverse,verified,Matched active official exchange directory listing.,Leverage Shares 3x Long Natural Gas ETC,euronext_etfs,True,,BBG0210N1NW7,
AMS::SAWI,SAWI,AMS,ETF,iShares MSCI ACWI SRI UCITS ETF USD (Dist),Ireland,IE,IE00013A2XD6,,verified,Matched active official exchange reference via same-exchange ISIN.,iShares MSCI ACWI SRI UCITS ETF USD (Dist),six_etf_products,True,,BBG01BVRRSN4,
AMS::SP20,SP20,AMS,ETF,iShares S&P 500 Top 20 UCITS ETF USD Acc,Ireland,IE,IE000VA628D5,,verified,Matched active official exchange reference via same-exchange ISIN.,iShares S&P 500 Top 20 UCITS ETF USD (Acc),six_etf_products,True,,BBG01QNM2LR9,
AMS::TDT,TDT,AMS,ETF,VanEck AEX UCITS ETF,Netherlands,NL,NL0009272749,Equity,verified,Matched active official exchange reference via same-exchange ISIN.,VanEck AEX UCITS ETF,euronext_etfs,True,,BBG000Q0TTM1,
AMS::UE28,UE28,AMS,ETF,UBS MSCI Australia UCITS ETF hEUR acc,Ireland,IE,IE00BWT3KS11,,verified,Matched active official exchange directory listing.,UBS MSCI Australia UCITS ETF hEUR acc,euronext_etfs,True,,BBG00BV2Z8M6,
AMS::USE3,USE3,AMS,ETF,WisdomTree Short USD Long EUR 3x Daily,Jersey,JE,JE00B3T3K772,Leveraged/Inverse,verified,Matched active official exchange directory listing.,WisdomTree Short USD Long EUR 3x Daily,euronext_etfs,True,,BBG0016T3K81,
