listing_key,ticker,exchange,asset_type,name,country,country_code,isin,sector,status,reason,official_reference_name,official_reference_source,covered_by_official_directory,cik,figi,lei
ADX::JPANI,JPANI,ADX,ETF,Chimera S&P Japan UCITS ETF - Share Class D-Income,Ireland,IE,IE000M10VZK6,Equity,verified,Matched active official exchange directory listing.,Chimera S&P Japan UCITS ETF - Share Class D-Income,adx_market_watch,True,,BBG01MY61MY2,
ADX::UAED,UAED,ADX,ETF,CHIMERA S&P UAE UCITS ETF - SHARE CLASS D INCOME,Ireland,IE,IE00BKDMN700,Equity,verified,Matched active official exchange directory listing.,CHIMERA S&P UAE UCITS ETF - SHARE CLASS D INCOME,adx_market_watch,True,,BBG00Z8TJ571,
AMS::2HCA,2HCA,AMS,ETF,iShares MSCI World Health Care Sector ESG UCITS ETF USD Acc EUR,Ireland,IE,IE0009QS7W62,,verified,Matched active official exchange reference via same-exchange ISIN.,iShares MSCI Wor Health Care Sector Adv UCITS ETF USD (Acc),six_etf_products,True,,BBG01383TM98,
AMS::3NIO,3NIO,AMS,ETF,3x Long NIO,Netherlands,NL,XS2970736489,,verified,Matched active official exchange directory listing.,Leverage Shares 3x Long NIO ETP Securities,euronext_etfs,True,,BBG013L16FT5,
AMS::ADIY,ADIY,AMS,ETF,IncomeShares Analog Devices (ADI) Options ETP,Netherlands,NL,XS3299466493,,verified,Matched active official exchange directory listing.,IncomeShares Analog Devices (ADI) Options ETP,euronext_etfs,True,,BBG0210CBC63,
AMS::ASMY,ASMY,AMS,ETF,IncomeShares ASML (ASML) Options ETP,Netherlands,NL,XS3299469323,,verified,Matched active official exchange directory listing.,IncomeShares ASML (ASML) Options ETP,euronext_etfs,True,,BBG02104BG53,
AMS::BTC0E,BTC0E,AMS,ETF,VALOUR BITCOIN ZERO,Switzerland,CH,CH0573883474,Alternative,verified,Matched active official exchange directory listing.,VALOUR BITCOIN ZERO,euronext_etfs,True,,BBG01415HN99,
AMS::CMEX,CMEX,AMS,ETF,iShares VII Public Limited Company - iShares MSCI Mexico Capped UCITS ETF,Ireland,IE,IE00B5WHFQ43,Equity,verified,Matched active official exchange directory listing.,iShares MSCI Mexico Capped UCITS ETF USD (Acc),euronext_etfs,True,,BBG006BGKZG1,
AMS::CUL3,CUL3,AMS,ETF,Leverage Shares 3x Long Copper ETC,Netherlands,NL,XS3299460884,Leveraged/Inverse,verified,Matched active official exchange directory listing.,Leverage Shares 3x Long Copper ETC,euronext_etfs,True,,BBG0210FP8R7,
AMS::EEDV,EEDV,AMS,ETF,SPDR® S&P® Euro Dividend Aristocrats ESG UCITS ETF EUR,Ireland,IE,IE00BYTH5T38,,verified,Matched active official exchange directory listing.,State Street SPDR S&P Euro Dividend Aristocrats Screened UCITS ETF (Dist),euronext_etfs,True,,BBG011622QR6,
AMS::ESPX,ESPX,AMS,ETF,iShares S&P 500 ESG UCITS ETF USD (Acc),Canada,CA,CA30052U2065,Equity,verified,Matched grouped official exchange directory listing.,iShares S&P 500 ESG UCITS ETF USD (Acc),euronext_etfs,True,,BBG01C1D73D4,
