listing_key,ticker,exchange,asset_type,name,country,country_code,isin,sector,status,reason,official_reference_name,official_reference_source,covered_by_official_directory,cik,figi,lei
ADX::KWTI,KWTI,ADX,ETF,CHIMERA S&P KUWAIT SHARIAH ETF-Share Class B-Income,United Arab Emirates,AE,AEC000730056,Equity,verified,Matched active official exchange directory listing.,CHIMERA S&P KUWAIT SHARIAH ETF-Share Class B-Income,adx_market_watch,True,,BBG0159WXG32,
ADX::USGRWTH,USGRWTH,ADX,ETF,Chimera S&P US Shariah Growth ETF - Share Class A - Accumulating,United Arab Emirates,AE,AEC01080C228,Equity,verified,Matched active official exchange directory listing.,Chimera S&P US Shariah Growth ETF - Share Class A - Accumulating,adx_market_watch,True,,BBG018KVSY96,
AMS::2NVD,2NVD,AMS,ETF,Leverage Shares 2x NVIDIA ETP Securities,Netherlands,NL,XS2820604853,,verified,Matched active official exchange directory listing.,Leverage Shares 2x NVIDIA ETP Securities,euronext_etfs,True,,BBG00JGFVG52,
AMS::3PYP,3PYP,AMS,ETF,Leverage Shares 3x PayPal ETP Securities,Netherlands,NL,XS2663695067,,verified,Matched active official exchange directory listing.,Leverage Shares 3x PayPal ETP Securities,euronext_etfs,True,,BBG00ZK5T7F5,
AMS::AGAC,AGAC,AMS,ETF,iShares Core Global Aggregate Bond UCITS ETF USD (Acc),Netherlands,NL,,Equity,verified,Matched grouped official exchange directory listing.,iShares Core Global Aggregate Bond UCITS ETF USD (Acc),euronext_etfs,True,,,
AMS::ASUI,ASUI,AMS,ETF,21Shares Sui Staking ETP EUR,Switzerland,CH,CH1360612159,,verified,Matched active official exchange reference via same-exchange ISIN.,21Shares Sui Staking ETP,six_etp_products,True,,BBG01NLLVTK8,
AMS::BTCN,BTCN,AMS,ETF,iShares Bitcoin ETP,Netherlands,NL,XS2940466316,,verified,Matched active official exchange reference via same-exchange ISIN.,iShares Bitcoin ETP,six_etp_products,True,,BBG01SV9TX72,
AMS::COIB,COIB,AMS,ETF,LS 1X Coinbase Tracker ETP,Netherlands,NL,XS2338070282,,verified,Matched active official exchange directory listing.,LS 1X Coinbase Tracker ETP,euronext_etfs,True,,BBG0113JK945,
AMS::CYBA,CYBA,AMS,ETF,iShares China CNY Bond UCITS ETF USD Acc,Ireland,IE,IE00BKPSFD61,Equity,verified,Matched active official exchange reference via same-exchange ISIN.,iShares China CNY Bond UCITS ETF USD (Acc),euronext_etfs,True,,BBG00TQJS5S4,
AMS::EHEB,EHEB,AMS,ETF,iShares € HY Corp Bond Enh Active Acc,Ireland,IE,IE000CZJPCH1,Fixed Income,verified,Matched active official exchange directory listing.,iShares € HY Corp Bond Enh Active Acc,euronext_etfs,True,,BBG01YV4PPG1,
AMS::ETH0E,ETH0E,AMS,ETF,VALOUR ETHEREUM ZERO,Switzerland,CH,CH0585378752,Alternative,verified,Matched active official exchange directory listing.,VALOUR ETHEREUM ZERO,euronext_etfs,True,,BBG01415HNF2,
AMS::FDNE,FDNE,AMS,ETF,First Trust Dow Jones Internet UCITS ETF Class A USD EUR,Ireland,IE,IE00BG0SSC32,,verified,Matched active official exchange directory listing.,First Trust Dow Jones Internet UCITS ETF,euronext_etfs,True,,BBG00L4P2QT2,
AMS::H2OA,H2OA,AMS,ETF,iShares Global Water UCITS ETF USD Acc EUR,Ireland,IE,IE000CFH1JX2,Equity,verified,Matched active official exchange directory listing.,iShares Global Water UCITS ETF USD (Acc),euronext_etfs,True,,BBG012G1NWX2,
AMS::ICHN,ICHN,AMS,ETF,iShares MSCI China UCITS ETF USD Acc,Ireland,IE,IE00BJ5JPG56,Equity,verified,Matched active official exchange reference via same-exchange ISIN.,iShares MSCI China UCITS ETF - USD (Acc),euronext_etfs,True,,BBG00PH85048,
AMS::IEMM,IEMM,AMS,ETF,iShares MSCI EM UCITS ETF USD (Dist) EUR,Ireland,IE,IE00B0M63177,Equity,verified,Matched active official exchange directory listing.,iShares MSCI Emerging Markets UCITS ETF (Dist),euronext_etfs,True,,BBG000KP82M4,
AMS::IGBG,IGBG,AMS,ETF,iShares Broad Global Govt Bond UCITS ETF USD Distribution,Netherlands,NL,,Fixed Income,verified,Matched grouped official exchange directory listing.,iSh Brd Global Gvt Bond UCITS ETF US Dis,euronext_etfs,True,,,
AMS::INGB,INGB,AMS,ETF,iShares India INR Govt Bond UCITS ETF USD (Dist),Ireland,IE,IE0004L9EID2,,verified,Matched active official exchange reference via same-exchange ISIN.,iShares India INR Govt Bond UCITS ETF USD (Dist),euronext_etfs,True,,BBG01L9XJMQ3,
AMS::ISFA,ISFA,AMS,ETF,iShares Core FTSE 100 UCITS ETF GBP (Dist) EUR,Ireland,IE,IE0005042456,Equity,verified,Matched active official exchange directory listing.,iShares Core FTSE 100 UCITS ETF,euronext_etfs,True,,BBG000C0YG39,
AMS::IX5A,IX5A,AMS,ETF,iShares € Corp Bond ex-Financials 1-5yr ESG UCITS ETF EUR (Acc),Ireland,IE,IE00BKT6BH25,Fixed Income,verified,Matched active official exchange directory listing.,iShares Eur Corp Bond ex-Financials 1-5yr UCITS ETF EUR (Acc),euronext_etfs,True,,BBG00Q9ZYQT9,
AMS::MARY,MARY,AMS,ETF,IncomeShares Mara (MARA) Options ETP,Netherlands,NL,XS3299469083,,verified,Matched active official exchange directory listing.,IncomeShares Mara (MARA) Options ETP,euronext_etfs,True,,BBG0210FXD60,
AMS::NAITR,NAITR,AMS,ETF,NAI TREAS SHARES,Netherlands,NL,NL0015000CF4,Equity,verified,Matched active official exchange directory listing.,NAI TREAS SHARES,euronext_equities,True,,BBG011PLYJ58,
AMS::RBOE,RBOE,AMS,ETF,iShares Automation & Robotics UCITS ETF USD (Acc),Ireland,IE,IE00BYZK4552,,verified,Matched active official exchange directory listing.,iShares Automation & Robotics UCITS ETF USD (Acc),euronext_etfs,True,,BBG013RDJX10,
AMS::SJPD,SJPD,AMS,ETF,iShares Core MSCI Japan IMI UCITS ETF USD (Dist),Ireland,IE,IE00BFM15T99,Equity,verified,Matched active official exchange reference via same-exchange ISIN.,iShares Core MSCI Japan IMI UCITS ETF USD (Dist),euronext_etfs,True,,BBG00MR96TD8,
AMS::SPLR,SPLR,AMS,ETF,Leverage Shares -1x Short Palantir ETP Securities,Netherlands,NL,XS3172423520,Leveraged/Inverse,verified,Matched active official exchange directory listing.,Leverage Shares -1x Short Palantir ETP Securities,euronext_etfs,True,,BBG011C028X6,
AMS::TAT,TAT,AMS,ETF,VanEck iBoxx EUR Sovereign Capped AAA-AA 1-5 UCITS ETF,Netherlands,NL,NL0010273801,Fixed Income,verified,Matched active official exchange reference via same-exchange ISIN.,VanEck iBoxx EUR Sovereign Capped AAA-AA 1-5 UCITS ETF,euronext_etfs,True,,BBG003NS5BK4,
AMS::UE24,UE24,AMS,ETF,UBS(Lux)Fund Solutions – MSCI Singapore UCITS ETF(SGD)A-dis EUR,Luxembourg,LU,LU1169825954,Equity,verified,Matched active official exchange directory listing.,UBS (Lux) Fund Solutions - MSCI Singapore UCITS ET,euronext_etfs,True,,BBG00BV3FL29,
AMS::UNGS,UNGS,AMS,ETF,Leverage Shares -3x Short Natural Gas ETC,Netherlands,NL,XS3299459951,Leveraged/Inverse,verified,Matched active official exchange directory listing.,Leverage Shares -3x Short Natural Gas ETC,euronext_etfs,True,,BBG0210FZ5Q3,
AMS::VCASH,VCASH,AMS,ETF,Vanguard EUR Cash UCITS ETF EUR Distributing,Ireland,IE,IE000AFVKJZ0,,verified,Matched active official exchange directory listing.,Vanguard EUR Cash UCITS ETF EUR Distributing,euronext_etfs,True,,BBG01YRFXFB9,
AMS::WFNS,WFNS,AMS,ETF,iShares MSCI World Financials Sector ESG UCITS ETF USD Inc USD,Ireland,IE,IE00BJ5JP097,Equity,verified,Matched active official exchange reference via same-exchange ISIN.,iShares MSCI World Financials Sector UCITS ETF USD (Dist),euronext_etfs,True,,BBG0112JCD37,
AMS::WTCH,WTCH,AMS,ETF,SPDR® MSCI World Technology UCITS ETF USD Acc EUR,Ireland,IE,IE00BYTRRD19,,verified,Matched active official exchange directory listing.,State Street SPDR MSCI World Technology UCITS ETF,euronext_etfs,True,,BBG00CRG94X4,
ASX::30BB,30BB,ASX,ETF,Betashares 2030 Fixed Term Corp Bond Active ETF,Australia,AU,AU0000392144,Fixed Income,verified,Matched active official exchange directory listing.,Betashares 2030 Fixed Term Corporate Bond Active ETF,asx_investment_products,False,,BBG01TNQDNV3,
ASX::AEBD,AEBD,ASX,ETF,Betashares Ethical Australian Composite Bond ETF,Australia,AU,AU0000357675,Fixed Income,verified,Matched active official exchange directory listing.,Betashares Ethical Australian Bond ETF,asx_investment_products,False,,BBG01QJVLYY7,
ASX::AGX1,AGX1,ASX,ETF,Antipodes Global Value Active ETF,Australia,AU,AU0000026429,Equity,verified,Matched active official exchange directory listing.,Antipodes Global Value Active ETF,asx_investment_products,False,,BBG00MH3ZMX3,
ASX::AYLD,AYLD,ASX,ETF,Global X S&P/ASX 200 Covered Call Complex ETF,Australia,AU,AU0000251878,Alternative,verified,Matched active official exchange directory listing.,Global X S&P/ASX 200 Covered Call ETF,asx_investment_products,False,,BBG01BNR2B93,
ASX::BEST,BEST,ASX,ETF,Etfs Us Quality Etf,Australia,AU,AU0000393381,Equity,verified,Matched active official exchange directory listing.,ETFS US Quality ETF,asx_investment_products,False,,BBG01TRBZNX6,
ASX::CDO,CDO,ASX,ETF,CADENCE OPPORTUNITIES FUND LIMITED.,Australia,AU,AU0000186165,,verified,Matched active official exchange directory listing.,CADENCE OPPORTUNITIES FUND LIMITED.,asx_listed_companies,False,,BBG00MGNK4J2,
ASX::CRYP,CRYP,ASX,ETF,Betashares CRYPTO Innovators ETF,Australia,AU,AU0000153678,Alternative,verified,Matched active official exchange directory listing.,Betashares Crypto Innovators ETF,asx_investment_products,False,,BBG0138BPD49,
ASX::DFGH,DFGH,ASX,ETF,Dimensional Global Core Equity Trust Aud Hedged - Active ETF,Australia,AU,AU60DFA00091,Equity,verified,Matched active official exchange directory listing.,Dimensional Global Core Equity Trust (AUD Hedged Class) – Active ETF,asx_investment_products,False,,BBG01K1XBQN5,
ASX::DJRE,DJRE,ASX,ETF,SPDR Dow Jones Global Real Estate Esg Tilted ETF,Australia,AU,AU00000DJRE9,Real Estate,verified,Matched active official exchange directory listing.,SPDR Dow Jones Global Real Estate ESG Tilted ETF,asx_investment_products,False,,BBG005J6HC81,
ASX::EIGA,EIGA,ASX,ETF,Perennial Income Generator Active ETF,Australia,AU,AU0000003022,Equity,verified,Matched active official exchange directory listing.,Perennial Income Generator Active ETF,asx_investment_products,False,,BBG00KT8FDD7,
ASX::FASI,FASI,ASX,ETF,Fidelity Asia Active ETF,Australia,AU,AU0000333908,Equity,verified,Matched active official exchange directory listing.,Fidelity Asia Active ETF,asx_investment_products,False,,BBG01N0HQ5Y3,
ASX::FM5,FM5,ASX,ETF,FIRSTMAC MORTGAGE FUNDING TRUST NO.4 SERIES 2-2020,Australia,AU,,Fixed Income,verified,Matched active official exchange directory listing.,FIRSTMAC MORTGAGE FUNDING TRUST NO.4 SERIES 2-2020,asx_listed_companies,False,,,
ASX::GEAR,GEAR,ASX,ETF,Betashares Geared Australian Equities Complex ETF,Australia,AU,AU00000GEAR1,Equity,verified,Matched active official exchange directory listing.,Betashares Geared Australian Equities Complex ETF,asx_investment_products,False,,BBG006D4X6F7,
ASX::GLS,GLS,ASX,ETF,L1 GLOBAL LONG SHORT FUND LIMITED,Australia,AU,AU0000440166,Other,verified,Matched active official exchange directory listing.,L1 GLOBAL LONG SHORT FUND LIMITED,asx_listed_companies,False,,BBG000C03KH9,
ASX::GWTH,GWTH,ASX,ETF,VanEck MSCI International Growth ETF,Australia,AU,AU0000411423,Equity,verified,Matched active official exchange directory listing.,VanEck MSCI International Growth ETF,asx_investment_products,False,,BBG01WT69M69,
ASX::HJHI,HJHI,ASX,ETF,HEJAZ High Income Active ETF,Australia,AU,AU0000327900,Fixed Income,verified,Matched active official exchange directory listing.,Hejaz High Income Active ETF,asx_investment_products,False,,BBG01MNKHHR5,
