ticker,exchange,asset_type,name,figi_exch_code,openfigi_ticker,openfigi_name,openfigi_security_type,openfigi_isin,number_tokens_match,name_match,decision
AAOZ,BATS,ETF,Tradr 2X Short AAOI Daily ETF,US,AAOZ,TRADR 2X SHRT AAOI DAILY ETF,ETP,,True,True,missing_isin
AAPE,BATS,ETF,Leverage Shares 2X Long AAPL Daily ETF,US,AAPE,LEVERAGE SHARES 2X AAPL ETF,ETP,,True,True,missing_isin
AAUB,NASDAQ,ETF,Alpha Architect US Equity 4 ETF,US,AAUB,ALPHA ARCHITCT US EQTY 4 ETF,ETP,,True,False,missing_isin
ACAA,NASDAQ,Stock,Averin Capital Acquisition Corp.,US,ACAA,AVERIN CAP ACQUISITIO C CL-A,Common Stock,,True,False,missing_isin
ACCL,NASDAQ,Stock,Acco Group Holdings Limited Ordinary Shares,US,ACCL,ACCO GROUP HOLDINGS LTD- A,Common Stock,,True,False,missing_isin
ACGC,NASDAQ,Stock,ACP Holdings Acquisition Corp.,US,ACGC,ACP HOLDINGS ACQUISITIO-CL A,Common Stock,,True,False,missing_isin
ACQQ,NASDAQ,ETF,ProShares Nasdaq-100 Autocallable Income ETF,US,ACQQ,PROSHARE NSDQ-100 AC IN ETF,ETP,,True,False,missing_isin
ACRT,NASDAQ,ETF,ProShares Russell 2000 Autocallable Income ETF,US,ACRT,PROSHARES RTY AUTOCALL ETF,ETP,,False,False,missing_isin
ACSP,NASDAQ,ETF,ProShares S&P 500 Autocallable Income ETF,US,ACSP,PROSHARES SPX AUTOCALL ETF,ETP,,False,False,missing_isin
AESP,NASDAQ,Stock,Aeon Acquisition I Corp. - Class A Ordinary Shares,US,AESP,AEON ACQUISITION I CORP-A,Common Stock,,True,True,missing_isin
AIIR,NASDAQ,Stock,Air Global PLC - Ordinary shares,US,AIIR,AIR HOLDINGS LTD,Common Stock,,True,False,missing_isin
AIXI,NASDAQ,Stock,Xiao-I Corporation,US,AIXI,XIAO I CORP,ADR,,True,False,missing_isin
AKAL,BATS,ETF,T-REX 2X Long AKAM Daily Target ETF,US,AKAL,T-REX 2X L AKAM DT TRG  ETF,ETP,,True,False,missing_isin
ALP,NASDAQ,Stock,Alpha Compute Corp,US,ALP,ALPHA COMPUTE CORP,Common Stock,,True,True,missing_isin
ALPS,NASDAQ,Stock,ALPS Group Inc,US,ALPS,ALPS GROUP INC,Common Stock,,True,False,missing_isin
ALPX,NASDAQ,Stock,Alpex Acquisition Corporation - Class A Ordinary Shares,US,ALPX,ALPEX ACQUISITION CORP-CL A,Common Stock,,True,True,missing_isin
AMAN,NASDAQ,Stock,Amanat Acquisition Corp,US,AMAN,AMANAT ACQUISITION CORP CL A,Common Stock,,True,True,missing_isin
AMKX,BATS,ETF,Corgi AMKR 2x Daily ETF,US,AMKX,CORGI AMKR 2X DAILY ETF,ETP,,True,True,missing_isin
AMZG,BATS,ETF,Leverage Shares 2X Long AMZN Daily ETF,US,AMZG,LEVERAGE SHARES 2X AMZN ETF,ETP,,True,True,missing_isin
ANGU,NASDAQ,ETF,SEI Ang Research Enhanced U.S. Large Cap ETF,US,ANGU,SEI ANG RESH ENH LRG CAP ETF,ETP,,True,False,missing_isin
APMC,NASDAQ,Stock,AmperCap Acquisition Company - Ordinary Shares,US,APMC,AMPERCAP ACQUISITION CO,Common Stock,,True,True,missing_isin
APMD,NASDAQ,Stock,"Apnimed, Inc. - Common Stock",US,APMD,APNIMED INC,Common Stock,,True,True,missing_isin
APUR,NASDAQ,Stock,Aperture AC,US,APUR,APERTURE AC- CL A,Common Stock,,True,True,missing_isin
ARCI,NASDAQ,Stock,Archimedes Tech SPAC Partners III Co.,US,ARCI,ARCHIMEDES TECH SPAC PARTNER,Common Stock,,True,True,missing_isin
ARCL,NASDAQ,Stock,ARC Group Acquisition I Corp,US,ARCL,ARC GROUP ACQUISITION I CORP,Common Stock,,True,True,missing_isin
ARKT,BATS,ETF,ARK ETF Trust - Ark Q4 Defined Innovation Etf,US,ARKT,ARK DIET Q4 BUFFER ETF,ETP,,True,False,missing_isin
ARWG,BATS,ETF,Archer Investment Series Trust - Archer Growth ETF,US,ARWG,ARCHER GROWTH ETF,ETP,,True,False,missing_isin
ATTO,NASDAQ,Stock,"Attovia Therapeutics, Inc. - Common Stock",US,ATTO,ATTOVIA THERAPEUTICS INC,Common Stock,,True,True,missing_isin
AUC,NASDAQ,Stock,ATIF Holdings Limited,US,AUC,ATIF HOLDINGS LTD,Common Stock,,True,False,missing_isin
AXTC,BATS,ETF,Corgi AXTI 2x Daily ETF,US,AXTC,CORGI AXTI 2X DAILY ETF,ETP,,True,True,missing_isin
AYA,NASDAQ,Stock,Aya Gold & Silver Inc.,US,AYA,AYA GOLD & SILVER INC,Common Stock,,True,True,missing_isin
AZIO,NASDAQ,Stock,"Azio AI Holdings, Inc. - Common stock",US,AZIO,AZIO AI HOLDINGS INC,Common Stock,,True,True,missing_isin
BABC,BATS,ETF,Corgi BABA 2x Daily ETF,US,BABC,CORGI BABA 2X DAILY ETF,ETP,,True,True,missing_isin
BAGX,BATS,ETF,EA Bridgeway Aggressive Investors ETF,US,BAGX,EA BRIDGEWAY AGGR INVEST ETF,ETP,,True,False,missing_isin
BBUL,NASDAQ,ETF,GraniteShares 2x Long BB Daily ETF,US,BBUL,GRANITESHARES 2X LONG BB ETF,ETP,,True,True,missing_isin
BCCQ,NASDAQ,Stock,Bleichroeder Acquisition Corp. III - Class A Ordinary Shares,US,BCCQ,BLEICHROEDER ACQUISITION C-A,Common Stock,,True,True,missing_isin
BEMD,BATS,ETF,BNY Mellon Emerging Markets Debt ETF,US,BEMD,BNY MLN EMRGNG MKT DBT ETF,ETP,,True,False,missing_isin
BGFI,BATS,ETF,BNY Mellon Global Fixed Income ETF,US,BGFI,BNY MELLON GLBL FXD INCM ETF,ETP,,True,False,missing_isin
BGUS,NASDAQ,ETF,Baillie Gifford U.S. Equity Growth ETF,US,BGUS,BAILLIE GIFF US EQTY GRT ETF,ETP,,True,False,missing_isin
BLSM,NASDAQ,Stock,"BlossomHill Therapeutics, Inc. - Common Stock",US,BLSM,BLOSSOMHILL THERAPEUTICS INC,Common Stock,,True,True,missing_isin
BMSI,BATS,ETF,BNY Mellon Muti-Sector Income ETF,US,BMSI,BNY MELN MULTI-SCTR INCM ETF,ETP,,True,False,missing_isin
BNAV,BATS,ETF,Amplify Fairlead Tactical Bitcoin ETF,US,BNAV,AMPLIFY FAIRLEAD TAC BITCOIN,ETP,,True,True,missing_isin
BNMC,BATS,ETF,Corgi BMNR 2x Daily ETF,US,BNMC,CORGI BMNR 2X DAILY ETF,ETP,,True,True,missing_isin
BREZ,NASDAQ,Stock,Breeze Acquisition Corp. II,US,BREZ,BREEZE ACQUISITION COR -ORD,Common Stock,,True,False,missing_isin
BRHY,NASDAQ,ETF,BlackRock High Yield ETF,US,BRHY,ISHARES HIGH YILD ACTIVE ETF,ETP,,True,False,missing_isin
BRKD,NASDAQ,ETF,Direxion Daily BRKB Bear 1X Shares,US,,,,,False,False,no_openfigi_match
BRKH,NASDAQ,Stock,Burtech Acquisition Corp II - Class A Ordinary Shares,US,BRKH,BURTECH ACQUISITION CO- CL A,Common Stock,,True,False,missing_isin
BRKL,BATS,ETF,Corgi BRKB 2x Daily ETF,US,BRKL,CORGI BRKB 2X DAILY ETF,ETP,,True,True,missing_isin
BRKRP,NASDAQ,Stock,Bruker Corporation 6.375% Mandatory Convertible Preferred Stock Series A,US,,,,,False,False,no_openfigi_match
BRNX,NASDAQ,Stock,BrenX Ltd. - Ordinary Shares,US,BRNX,BRENX LTD,Common Stock,,True,True,missing_isin
BRSV,BATS,ETF,EA Bridgeway Select Small-Cap Value ETF,US,BRSV,EA BRDGWY SLCT SML-CP VL ETF,ETP,,True,False,missing_isin
BRVE,NASDAQ,Stock,"Braveheart Bio, Inc. - Common Stock",US,BRVE,BRAVEHEART BIO INC,Common Stock,,True,True,missing_isin
BTDL,NASDAQ,ETF,GraniteShares 2x Long BTDR Daily ETF,US,BTDL,GRANITESHRS 2X LG BTDR DAILY,ETP,,True,False,missing_isin
BUSM,BATS,ETF,EA Bridgeway Ultra-Small Company Market ETF,US,BUSM,EA BGW ULTR-SML CO MKT ETF,ETP,,True,False,missing_isin
BWQG,BATS,ETF,BWM Quality Growth ETF,US,BWQG,BWM QUALITY GROWTH ETF,ETP,,True,True,missing_isin
BXBL,NASDAQ,Stock,"BOXABL, Inc.  - Common stock",US,BXBL,BOXABL INC,Common Stock,,True,True,missing_isin
CAII,NASDAQ,Stock,Collective Acquisition Corp. II - Class A Ordinary Shares,US,CAII,COLLECTIVE ACQUIS CORP CL-A,Common Stock,,True,False,missing_isin
CAQ,NASDAQ,Stock,Cambridge Acquisition Corp.,US,CAQ,CAMBRIDGE ACQUISITION CORP-A,Common Stock,,True,True,missing_isin
CBXJ,BATS,ETF,Calamos Bitcoin 90% Protection Strategy ETF - Month TBD 1,US,CBXJ,CALAMOS BITCOIN 90 P ETF JAN,ETP,,False,False,missing_isin
CCCT,NASDAQ,Stock,Columbus Circle Capital Corp III - Class A Ordinary Shares,US,CCCT,COLUMBUS CIRCLE CAPITAL CO-A,Common Stock,,True,True,missing_isin
CEPL,NASDAQ,Stock,"Capstone Energy Plus, Inc. - Common Stock",US,CEPL,CAPSTONE ENERGY+ INC,Common Stock,,True,True,missing_isin
CGPT,NASDAQ,ETF,VegaShares AI Inference ETF,US,CGPT,VEGASHARES AI INFERENCE ETF,ETP,,True,True,missing_isin
CHDG,BATS,ETF,Calamos Active Hedged Equity ETF,US,CHDG,CALAMOS ACTV HEDGED EQTY ETF,ETP,,True,False,missing_isin
CHGA,NASDAQ,Stock,Change Agents Corporation  - Common Stock,US,CHGA,CHANGE AGENTS CORP,Common Stock,,True,True,missing_isin
CIGL,NASDAQ,Stock,Concorde International Group Ltd - Class A Ordinary Shares,US,CIGL,CONCORDE INTERNATION-CLASS A,Common Stock,,True,False,missing_isin
CMII,NASDAQ,Stock,Columbus Circle Capital Corp II,US,CMII,COLUMBUS CIRCLE CAPITAL CO-A,Common Stock,,True,True,missing_isin
CNSY,NASDAQ,Stock,"Cerenome, Inc. - Common Stock",US,CNSY,CERENOME INC,Common Stock,,True,True,missing_isin
COHC,BATS,ETF,Corgi COHR 2x Daily ETF,US,COHC,CORGI COHR 2X DAILY ETF,ETP,,True,True,missing_isin
COIW,BATS,ETF,COIN WeeklyPay™ ETF,US,COIW,ROUNDHILL COIN WEEKLYPAY ETF,ETP,,True,False,missing_isin
COOL,NASDAQ,ETF,"VegaShares AI Thermal, Cooling & Power Management ETF",US,COOL,VSHARES AI THERMAL CPM ETF,ETP,,True,False,missing_isin
CPTL,NASDAQ,ETF,Global X Morningstar Capital Allocation Leaders ETF,US,CPTL,GBL X MRST CP ALC LDR ETF-UI,ETP,,True,False,missing_isin
CRWC,BATS,ETF,Corgi CRWD 2x Daily ETF,US,CRWC,CORGI CRWD 2X DAILY ETF,ETP,,True,True,missing_isin
CRWX,BATS,ETF,Corgi CRWV 2x Daily ETF,US,CRWX,CORGI CRWV 2X DAILY ETF,ETP,,True,True,missing_isin
CTAU,BATS,ETF,Corgi U.S. Equities 30% Structured Buffer ETF - August Series,US,CTAU,CORGI US EQ 30% STR BUF-AUG,ETP,,True,False,missing_isin
CTW,NASDAQ,Stock,CTW - Class A Ordinary Shares,US,CTW,CTW,Common Stock,,True,False,missing_isin
DDFG,BATS,ETF,Innovator Equity Dual Directional 15 Buffer ETF - August,US,DDFG,INVTR EQ DD 15 BFR ETF - AUG,ETP,,True,False,missing_isin
DDTG,BATS,ETF,Innovator Equity Dual Directional 10 Buffer ETF - August,US,DDTG,INVTR EQ DD 10 BFR ETF - AUG,ETP,,True,False,missing_isin
DGJL,BATS,ETF,FT Vest U.S. Equity Buffer & Digital Return ETF - July,US,DGJL,FT VST US EQT BFR DG ETF JUL,ETP,,True,False,missing_isin
DLCU,NASDAQ,ETF,U.S. Large Company Portfolio: ETF Class Shares,US,DLCU,DIMENSIONAL US LARG CO ETF,ETP,,True,False,missing_isin
DPU,NASDAQ,Stock,Top KingWin Ltd - Class A Ordinary Shares,US,DPU,TOP KINGWIN LTD-A,Common Stock,,True,True,missing_isin
DRAM,BATS,ETF,Roundhill Memory ETF,US,DRAM,ROUNDHILL MEMORY ETF,ETP,,True,True,missing_isin
ELOL,NASDAQ,ETF,Leverage Shares 100% TSLA AND 100% SPCX Daily ETF,US,ELOL,LVRG SHRS TSLA & SPCX D ETF,ETP,,False,False,missing_isin
ENAV,BATS,ETF,Collaborative Investment Series Trust - Mohr Sector Navigator ETF,US,,,,,False,False,no_openfigi_match
EU,NASDAQ,Stock,enCore Energy Corp.,US,EU,ENCORE ENERGY CORP,Common Stock,,True,True,missing_isin
EWAV,NASDAQ,Stock,East West Ave Acquisition Corp. - Common Stock,US,EWAV,EAST WEST AVE ACQUISITION CO,Common Stock,,True,True,missing_isin
FDMM,NASDAQ,Stock,Freedom Metals Acquisition Corp. - Class A Ordinary Shares,US,FDMM,FREEDOM METALS ACQUISITION-A,Common Stock,,True,True,missing_isin
FLD,NASDAQ,Stock,"Fold Holdings, Inc. Class A Common Stock",US,FLD,FOLD HOLDINGS INC,Common Stock,,True,False,missing_isin
FRNM,NASDAQ,Stock,"Freenome, Inc. - Common stock",US,FRNM,FREENOME INC,Common Stock,,True,True,missing_isin
FTHA,NASDAQ,Stock,Forefront Tech Holdings Acquisition Corp - Class A Ordinary Shares,US,FTHA,FOREFRONT TECH HOL ACQU CL-A,Common Stock,,True,False,missing_isin
FWAC,NASDAQ,Stock,Futurewave Acquisition Corporation - Ordinary Shares,US,FWAC,FUTUREWAVE ACQUISITION COR,Common Stock,,True,True,missing_isin
GAVA,NASDAQ,ETF,Grayscale Avalanche Trust ETF Common Units of Fractional Undivided Beneficial Interest,US,GAVA,GRAYSCALE AVALANCHE STAKING,ETP,,True,False,missing_isin
GBXA,BATS,ETF,Goldman Sachs ETF Trust Goldman,US,,,,,False,False,no_openfigi_match
GCGR,NASDAQ,Stock,General Catalyst Global Resilience Merger Corp. - Class A Ordinary Shares,US,GCGR,GENERAL CATALYST GL RES-CL A,Common Stock,,True,False,missing_isin
GEVC,BATS,ETF,Corgi GEV 2x Daily ETF,US,GEVC,CORGI GEV 2X DAILY ETF,ETP,,True,True,missing_isin
GFUZ,NASDAQ,Stock,General Fusion Group Ltd. - Common Shares,US,GFUZ,GENERAL FUSION GROUP LTD,Common Stock,,True,True,missing_isin
GHXI,NASDAQ,Stock,"Gores Holdings XI, Inc. - Class A Ordinary Shares",US,GHXI,GORES HOLDINGS XI INC-A,Common Stock,,True,True,missing_isin
GOIB,BATS,ETF,Direxion GOOGL Defined Income Boost ETF,US,GOIB,DIREXION GOOGL DEFIN INC BST,ETP,,True,False,missing_isin
GOOL,BATS,ETF,Leverage Shares 2X Long GOOGL Daily ETF,US,GOOL,LEVERAGE SHARES 2X GOOGL ETF,ETP,,True,True,missing_isin
GOOW,BATS,ETF,Roundhill Etf Trust - Roundhill Google Weeklypay Etf,US,GOOW,ROUNDHILL GOOGL WEKLYPAY ETF,ETP,,True,False,missing_isin
GPAC,NASDAQ,Stock,General Purpose Acquisition Corp.,US,GPAC,GENERAL PURPOSE ACQUISIT-A,Common Stock,,True,False,missing_isin
GRSD,NASDAQ,Stock,Grandstand Limited - Ordinary Shares,US,GRSD,GRANDSTAND LTD,Common Stock,,True,True,missing_isin
GUAC,NASDAQ,Stock,Berto Acquisition Corp. II - Ordinary Shares,US,GUAC,BERTO ACQUISITION CORP II,Common Stock,,True,True,missing_isin
GYGY,NASDAQ,Stock,"Game Your Game, Inc. - Common Stock",US,GYGY,GAME YOUR GAME INC,Common Stock,,True,True,missing_isin
HAUG,BATS,ETF,Corgi U.S. Equities 100% Structured Buffer ETF - August Series,US,HAUG,CORGI US EQ 100% STR BUF-AUG,ETP,,True,False,missing_isin
HERZ,NASDAQ,ETF,"Herzfeld Credit Income Fund, Inc",US,HERZ,HERZFELD CREDIT INCOME FUND,Closed-End Fund,,True,True,missing_isin
HFSI,BATS,ETF,Hartford Strategic Income ETF,US,HFSI,HARTFOR STRATEG INCOME ETF-U,ETP,,True,False,missing_isin
HIMC,BATS,ETF,Corgi HIMS 2x Daily ETF,US,HIMC,CORGI HIMS 2X DAILY ETF,ETP,,True,True,missing_isin
HOOC,BATS,ETF,Corgi HOOD 2x Daily ETF,US,HOOC,CORGI HOOD 2X DAILY ETF,ETP,,True,True,missing_isin
HQ,NASDAQ,Stock,Horizon Quantum Holdings Ltd.,US,HQ,HORIZON QUANTUM HOLDING-CL A,Common Stock,,True,True,missing_isin
HWIV,NASDAQ,ETF,Hotchkis & Wiley International Value Fund,US,HWIV,HOTCK & WY INTRL VALU ETF CS,ETP,,True,False,missing_isin
HYGD,BATS,ETF,MicroSectors -3x Short High Yield Corporate Bond (HYG) ETNs,US,HYGD,MICROSECT 3X SH YC BH ETNS,ETP,,True,False,missing_isin
IDAC,NASDAQ,Stock,Iron Dome Acquisition I Corp. - Class A Ordinary Shares,US,IDAC,IRON DOME ACQUISITION I-CL A,Common Stock,,True,True,missing_isin
IDAU,BATS,ETF,Corgi International Developed Equities 15% Structured Buffer ETF - August Series,US,IDAU,CORGI INTL DEV EQ 15%-AUG,ETP,,True,False,missing_isin
INRO,NASDAQ,ETF,BlackRock U.S. Industry Rotation ETF,US,INRO,ISHARES US IN RO ACT ETF-USD,ETP,,True,False,missing_isin
INT,BATS,ETF,Corgi INTC 2x Daily ETF,US,INT,CORGI INTC 2X DAILY ETF,ETP,,True,True,missing_isin
IOND,NASDAQ,Stock,Ionic Digital Inc. - Class A Common Stock,US,IOND,IONIC DIGITAL INC CL-A,Common Stock,,True,True,missing_isin
IPVV,NASDAQ,Stock,"InterPrivate Investment Partners V, Inc. - Class A Ordinary Shares",US,IPVV,INTERPRIVATE INVESTMENT-CL A,Common Stock,,True,False,missing_isin
IQQ,NASDAQ,ETF,iShares Nasdaq 100 ETF,US,IQQ,ISHRS NASDAQ 100 ETF,ETP,,True,False,missing_isin
IREC,BATS,ETF,Corgi IREN 2x Daily ETF,US,IREC,CORGI IREN 2X DAILY ETF,ETP,,True,True,missing_isin
IROC,BATS,ETF,Invesco Rochester High Yield Municipal ETF,US,IROC,INVESCO ROCHESTER HIGH YIELD,ETP,,True,True,missing_isin
ISNR,NASDAQ,Stock,Snow Rothschild Acquisition Corp. - Class A Ordinary Shares,US,ISNR,SNOW ROTHSCHILD ACQ CL A,Common Stock,,True,False,missing_isin
ITG,NASDAQ,Stock,"ITG, Inc. - Class A Common Stock",US,ITG,ITG INC CL A,Common Stock,,True,False,missing_isin
JAB,NASDAQ,Stock,JAB Acquisition Corp I - Class A Ordinary Shares,US,JAB,JAB ACQUISITION CORP I CL-A,Common Stock,,True,True,missing_isin
JBLG,BATS,ETF,Leverage Shares 2X Long JBL Daily ETF,US,JBLG,LEVERAGE SHARES 2X JBL ETF,ETP,,True,True,missing_isin
JLVP,NASDAQ,ETF,JPMorgan U.S. Large Cap Value Plus ETF,US,JLVP,JPMORGAN US LG CP VL PLS ETF,ETP,,True,False,missing_isin
JOBC,BATS,ETF,Corgi JOBY 2x Daily ETF,US,JOBC,CORGI JOBY 2X DAILY ETF,ETP,,True,True,missing_isin
KEEL,NASDAQ,Stock,Keel Infrastructure Corp.,US,KEEL,KEEL INFRASTRUCTURE CORP,Common Stock,,True,True,missing_isin
KEO,BATS,ETF,Kurv Equity Option Income ETF,US,KEO,KURV EQUITY OPTION INCOM ETF,ETP,,True,True,missing_isin
KEYY,NASDAQ,Stock,Keystone Acquisition Corp. - Class A Ordinary Shares,US,KEYY,KEYSTONE ACQUISITION CO-CL A,Common Stock,,True,True,missing_isin
KTWO,NASDAQ,Stock,K2 Capital Acquisition Corporation,US,KTWO,K2 CAPITAL ACQUISITION-CL A,Common Stock,,True,True,missing_isin
LAYS,NASDAQ,ETF,STKd 100% NVDA & 100% AMD ETF,US,,,,,False,False,no_openfigi_match
LCTO,BATS,ETF,Kurv U.S. Large Cap TaxOptimized ETF,US,LCTO,KURV US LARGE CAP TXOP ETF,ETP,,True,True,missing_isin
LDDR,BATS,ETF,Stone Ridge 2035 Term Income ETF,US,LDDR,LIFEX 2035 INCOME BUCKET ETF,ETP,,True,False,missing_isin
LFDR,BATS,ETF,Stone Ridge Durable Income ETF,US,LFDR,LIFEX DURABLE INCOME ETF,ETP,,True,False,missing_isin
LFS,NASDAQ,Stock,"LEIFRAS Co., Ltd.",US,LFS,LEIFRAS CO LTD-ADR,ADR,,True,True,missing_isin
LGDS,NASDAQ,ETF,JPMorgan Fundamental Data Science Large Growth ETF,US,LGDS,JPMORGAN FNDM DATA SCI L GRW,ETP,,True,False,missing_isin
LITC,BATS,ETF,Corgi LITE 2x Daily ETF,US,LITC,CORGI LITE 2X DAILY ETF,ETP,,True,True,missing_isin
LQDD,BATS,ETF,MicroSectors -3x Short Investment Grade Corporate Bond (LQD) ETNs,US,LQDD,MS-3X SHRT INVST COR LQD ETN,ETP,,True,False,missing_isin
