ticker,exchange,asset_type,name,figi_exch_code,openfigi_ticker,openfigi_name,openfigi_security_type,openfigi_isin,number_tokens_match,name_match,decision
560300,SSE,ETF,CHINA UNIVERSAL CSI TELECOMMUNICATIONS THEME ETF,CH,560300,CU CSI TELECOM THEMATIC ETF,ETP,,True,False,missing_isin
563330,SSE,ETF,A SHARES ETF,CH,563330,HTPB CSI CHINA A SHARE ETF,ETP,,True,False,missing_isin
588140,SSE,ETF,"Gf Fund Management Co.,Ltd - Gf Star 200 ETF",CH,588140,GF SSE SC-N-TEC IN B200 ETF,ETP,,True,False,missing_isin
588190,SSE,ETF,Yinhua SSE Tchnlgy Invtn Board 100 ETF,CH,588190,YH SSE SCI-TECH INN 100 ETF,ETP,,True,False,missing_isin
588210,SSE,ETF,E FUND SSE SCI-TECH INNOVATION BOARD 100 ETF,CH,588210,EFD SSE SCI TECH 100 ETF,ETP,,True,True,missing_isin
601956,SSE,Stock,Hubei Donper Electromechanical Group Co. Ltd.,CH,601956,HUBEI DONPER ELECTROMECHAN-A,Common Stock,,True,False,missing_isin
603091,SSE,Stock,ZX PACKING ORD A (SHH) EQSW Exp:,CH,603091,ZHEJIANG ZHONGXIN ENVIRONM-A,Common Stock,,True,False,missing_isin
603150,SSE,Stock,Anhui Higasket Plastics Co.Ltd.,CH,603150,ANHUI HIGASKET PLASTICS CO-A,Common Stock,,True,True,missing_isin
603207,SSE,Stock,XIAO FANG ORD A (SHH) EQSW Exp:,CH,603207,SHANGHAI XIAO FANG PHARMAC-A,Common Stock,,True,False,missing_isin
603284,SSE,Stock,Anhui Linping Circular Dvlp Co,CH,603284,ANHUI LINPING CIRCULAR DEV-A,Common Stock,,True,True,missing_isin
603296,SSE,Stock,HUAQIN TECHNOLOGY LTD A,CH,603296,HUAQIN CO LTD-A,Common Stock,,True,False,missing_isin
605068,SSE,Stock,Mingxin Automotive Leather Co. Ltd.,CH,605068,MINGXIN NEW MATERICAL CO L-A,Common Stock,,True,False,missing_isin
688136,SSE,Stock,Shandong Kexing Bioproducts Co. Ltd. A,CH,688136,KEXING BIOPHARRM CO LTD-A,Common Stock,,True,False,missing_isin
688218,SSE,Stock,Jiangsu Beiren Robot System Co Ltd,CH,688218,JIANGSU BEIREN SMART MANUF-A,Common Stock,,True,False,missing_isin
688221,SSE,Stock,Frontier Biopharmaceuticals (Nanjing) Co. Ltd. A,CH,688221,FRONTIER BIOTECHNOLOGIES I-A,Common Stock,,True,False,missing_isin
688223,SSE,Stock,JinkoSolar Co. Ltd. A,CH,688223,JINKO SOLAR CO LTD-A,Common Stock,,True,False,missing_isin
688235,SSE,Stock,BeiGene Ltd.,CH,688235,BEONE MEDICINES LTD-A,Common Stock,,True,False,missing_isin
688450,SSE,Stock,AGIOE ORD A (SHH) EQSW Exp:,CH,688450,SUZHOU AGIOE TECHNOLOGIES -A,Common Stock,,True,False,missing_isin
688573,SSE,Stock,XINYUREN ORD A (SHH) EQSW Exp:,CH,688573,SHENZHEN XINYUREN TECHNOLO-A,Common Stock,,True,False,missing_isin
688592,SSE,Stock,COMNAV ORD A (SHH) EQSW Exp:,CH,688592,COMNAV TECHNOLOGY LTD-A,Common Stock,,True,False,missing_isin
688602,SSE,Stock,CHEMSPEC ORD A (SHH) EQSW Exp:,CH,688602,SHANGHAI CHEMSPEC CORP-A,Common Stock,,True,False,missing_isin
688603,SSE,Stock,Guangdong Skychem Technology Co. Ltd. A,CH,688603,SHANGHAI SKYCHEM TECHNOLOG-A,Common Stock,,True,False,missing_isin
688610,SSE,Stock,I-TEK ORD A (SHH) EQSW Exp:,CH,688610,HEFEI I-TEK OPTOELECTRONIC-A,Common Stock,,True,False,missing_isin
688615,SSE,Stock,INTSIG ORD A (SHH) EQSW Exp:,CH,688615,INTSIG INFORMATION CO LTD-A,Common Stock,,True,False,missing_isin
688638,SSE,Stock,UTIMES ORD A (SHH) EQSW Exp:,CH,688638,SHENZHEN UTIMES INTELLIGEN-A,Common Stock,,True,False,missing_isin
688646,SSE,Stock,YIFILASER ORD A (SHH) EQSW Exp:,CH,688646,WUHAN YIFI LASER CORP LTD-A,Common Stock,,True,False,missing_isin
688651,SSE,Stock,WEBRAY ORD A (SHH) EQSW Exp:,CH,688651,WEBRAY TECH GROUP INC-A,Common Stock,,True,False,missing_isin
688671,SSE,Stock,BESCIENT ORD A (SHH) EQSW Exp:,CH,688671,BESCIENT TECHNOLOGIES CO L-A,Common Stock,,True,False,missing_isin
688693,SSE,Stock,CONVERT ORD A (SHH) EQSW Exp:,CH,688693,SUZHOU CONVERT SEMICONDUCT-A,Common Stock,,True,False,missing_isin
688710,SSE,Stock,INNOSTAR ORD A (SHH) EQSW Exp:,CH,688710,SHANGHAI INNOSTAR BIO-TECH-A,Common Stock,,True,False,missing_isin
689009,SSE,Stock,Ninebot Ltd,CH,689009,NINEBOT LTD-CDR,Receipt,,True,False,missing_isin
A6OP3,B3,Stock,ACESSOPAR INVESTIMENTOS E PARTICIPAÇÕES S.A.,BZ,,,,,False,False,no_openfigi_match
AB-H,TSXV,Stock,Asbestos Corporation Limited,CN,,,,,False,False,no_openfigi_match
AC2,ASX,ETF,ALLIED CREDIT ABS TRUST 2025-1P,AT,,,,,False,False,no_openfigi_match
AC3,ASX,ETF,ALLIED CREDIT ABS TRUST 2025-2,AT,,,,,False,False,no_openfigi_match
AD-UN,TSX,Stock,Alaris Equity Partners Income Trust,CN,,,,,False,False,no_openfigi_match
AF2,ASX,ETF,ANGLE ASSET FINANCE - RADIAN TRUST 2025-1,AT,,,,,False,False,no_openfigi_match
AF4,ASX,ETF,AFG 2024-1 TRUST IN RESPECT OF SERIES 2024-1,AT,,,,,False,False,no_openfigi_match
AF5,ASX,ETF,AFG 2025-1NC TRUST IN RESPECT OF SERIES 2025-1NC,AT,,,,,False,False,no_openfigi_match
AF6,ASX,ETF,AFG 2025-1 TRUST IN RESPECT OF SERIES 2025-1,AT,,,,,False,False,no_openfigi_match
AF7,ASX,ETF,ANGLE ASSET FINANCE - RADIAN TRUST 2025-2,AT,,,,,False,False,no_openfigi_match
AFOF11,B3,ETF,Alianza Fofii Fundo De Investimento Imobiliario,BZ,,,,,False,False,no_openfigi_match
AFR,TSXV,Stock,AFR NuVenture Resources Inc.,CN,,,,,False,False,no_openfigi_match
AFV.P,TSXV,Stock,Apolo V Acquisition Corp.,CN,,,,,False,False,no_openfigi_match
AGBK4,B3,Stock,BANCO AGIBANK S.A.,BZ,,,,,False,False,no_openfigi_match
AGCX11,B3,ETF,FDO INV IMOB RIO BRAVO RENDA VAREJO - FII,BZ,,,,,False,False,no_openfigi_match
AGF,TSX,Stock,AGF Management Limited,CN,,,,,False,False,no_openfigi_match
AGMR,TSXV,Stock,Silver Mountain Resources Inc.,CN,AGMR,SILVER MOUNTAIN RESOURCES IN,Common Stock,,True,True,missing_isin
AGPL11,B3,ETF,MAGNETIS TEVA AÇÕES AGRONEGOCIO ETF FDO IND,BZ,,,,,False,False,no_openfigi_match
AGRA4,B3,Stock,AGRALE S/A,BZ,,,,,False,False,no_openfigi_match
AJA,TSXV,Stock,Aja Health and Wellness Inc.,CN,AJA,AJA HEALTH AND WELLNESS INC,Common Stock,,True,True,missing_isin
AMZG3,B3,Stock,AMAZONAS DISTRIBUIDORA DE ENERGIA S.A.,BZ,,,,,False,False,no_openfigi_match
AN3,ASX,Stock,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED.,AT,,,,,False,False,no_openfigi_match
AO2,ASX,ETF,APOLLO SERIES 2017-2 TRUST,AT,,,,,False,False,no_openfigi_match
AO3,ASX,ETF,APOLLO SERIES 2018-1 TRUST,AT,,,,,False,False,no_openfigi_match
AQLL11,B3,ETF,ÁQUILLA FDO INV IMOB - FII,BZ,,,,,False,False,no_openfigi_match
AQR.P,TSXV,Stock,Anquiro Ventures Ltd.,CN,,,,,False,False,no_openfigi_match
ARGH,TSXV,Stock,Argo Corporation,CN,ARGH,ARGO CORP,Common Stock,,True,False,missing_isin
ATEA3,B3,Stock,ATHENA SAUDE BRASIL S.A.,BZ,,,,,False,False,no_openfigi_match
AXO,TSXV,Stock,AXO Copper Corp.,CN,AXO,AXO METALS CORP,Common Stock,,True,False,missing_isin
BA2,ASX,ETF,SERIES 2019-1 REDS TRUST,AT,,,,,False,False,no_openfigi_match
BAL-H,TSXV,Stock,Balto Resources Ltd,CN,,,,,False,False,no_openfigi_match
BAQ.P,TSXV,Stock,Bluewater Acquisition Corp.,CN,,,,,False,False,no_openfigi_match
BBD,TSX,Stock,Bombardier Inc.,CN,,,,,False,False,no_openfigi_match
BCEE3,B3,Stock,BANCO BESA S/A,BZ,,,,,False,False,no_openfigi_match
BCEE5,B3,Stock,BANCO BESA S/A,BZ,,,,,False,False,no_openfigi_match
BCPS3,B3,Stock,CLARO S.A.,BZ,,,,,False,False,no_openfigi_match
BCPS4,B3,Stock,CLARO S.A.,BZ,,,,,False,False,no_openfigi_match
BEGB4,B3,Stock,BANCO BERJ S.A.,BZ,,,,,False,False,no_openfigi_match
BEK,TSX,Stock,Becker Milk Company Ltd. (The),CN,,,,,False,False,no_openfigi_match
BEK-B,TSX,Stock,Becker Milk Co Ltd Cl B Nv Spec (BEK-B.TO,CN,,,,,False,False,no_openfigi_match
BENZ,TSX,Stock,Mercedes-Benz CDR (CAD Hedged),CN,BENZ,MERCEDES-BENZ GROUP AG,Canadian DR,,True,True,missing_isin
BFFT3,B3,Stock,Bluefit Academias de Ginástica e Participações S.A,BZ,BFFT3,BLUEFIT ACADEMIAS DE GINASTI,Common Stock,,True,False,missing_isin
BGI-UN,TSX,Stock,Brookfield Global Infrastructure Securities Income Fund,CN,,,,,False,False,no_openfigi_match
BNAC3,B3,Stock,BANCO NACIONAL S/A,BZ,,,,,False,False,no_openfigi_match
BNAC4,B3,Stock,BANCO NACIONAL S/A,BZ,,,,,False,False,no_openfigi_match
BND.U,TSX,ETF,Purpose Global Bond Fund,CN,,,,,False,False,no_openfigi_match
BNRG3,B3,Stock,BRAZIL ENERGY S.A.,BZ,,,,,False,False,no_openfigi_match
BNXA,TSXV,Stock,Banxa Holdings Inc.,CN,,,,,False,False,no_openfigi_match
BOGO,TSXV,Stock,Borealis Mining Company Limited,CN,BOGO,BOREALIS MINING CO LTD,Common Stock,,True,True,missing_isin
BONE,TSXV,Stock,Boron One Holdings Inc.,CN,BONE,BORON ONE HOLDINGS INC,Common Stock,,True,True,missing_isin
BP1,ASX,Stock,BP CAPITAL MARKETS P.L.C.,AT,,,,,False,False,no_openfigi_match
BPF,TSX,ETF,Boston Pizza Royalties Income Fund,CN,,,,,False,False,no_openfigi_match
BPF-UN,TSX,Stock,Boston Pizza Royalties Income Fund,CN,,,,,False,False,no_openfigi_match
BPO,TSX,Stock,Brookfield Office Properties Inc.,CN,,,,,False,False,no_openfigi_match
BRBI3,B3,Stock,BRBI BR PARTNERS S.A.,BZ,,,,,False,False,no_openfigi_match
BRBI4,B3,Stock,BRBI BR PARTNERS S.A.,BZ,,,,,False,False,no_openfigi_match
BS1,ASX,ETF,BLUESTONE PRIME 2024-1 TRUST,AT,,,,,False,False,no_openfigi_match
BTB,TSX,ETF,BTB Real Estate Investment Trust,CN,,,,,False,False,no_openfigi_match
BTCC.J,TSX,ETF,Purpose Bitcoin ETF,CN,,,,,False,False,no_openfigi_match
BTCE11,B3,ETF,BITCOIN ETC KARDINAL FUNDO DE ÍNDICE – IE,BZ,,,,,False,False,no_openfigi_match
BTCO.B,TSX,ETF,Purpose Core Bitcoin ETF,CN,,,,,False,False,no_openfigi_match
BTCO.U,TSX,ETF,Purpose Core Bitcoin ETF,CN,,,,,False,False,no_openfigi_match
BTCX,TSX,ETF,CI Galaxy Bitcoin ETF,CN,BTCX,CI GALAXY BITCOIN ETF,ETP,,True,True,missing_isin
BVEN3,B3,Stock,BOA VISTA ENERGIA S.A.,BZ,,,,,False,False,no_openfigi_match
BW6,ASX,ETF,BLACKWATTLE SERIES RMBS TRUST NO.6,AT,,,,,False,False,no_openfigi_match
C1GT3,B3,Stock,CELG TRANSMISSÃO S.A. - CELG T,BZ,,,,,False,False,no_openfigi_match
C3RP3,B3,Stock,COTRASA PARTICIPACOES S.A.,BZ,,,,,False,False,no_openfigi_match
CATA3,B3,Stock,CIA INDUSTRIAL CATAGUASES,BZ,CATA3,CIA INDUSTRIAL CATAGUASES,Common Stock,,True,True,missing_isin
CATA4,B3,Stock,CIA INDUSTRIAL CATAGUASES,BZ,CATA4,CIA INDUSTRIAL CATAGUASES-PR,Preference,,True,True,missing_isin
CATR,TSX,Stock,Caterpillar CDR (CAD Hedged),CN,CATR,CATERPILLAR INC-CDR,Canadian DR,,True,True,missing_isin
CBOH3,B3,Stock,CBO HOLDING S.A.,BZ,,,,,False,False,no_openfigi_match
CCAT3,B3,Stock,COMFIO COMPANHIA CATARINENSE DE FIACAO,BZ,,,,,False,False,no_openfigi_match
CCAT4,B3,Stock,COMFIO COMPANHIA CATARINENSE DE FIACAO,BZ,,,,,False,False,no_openfigi_match
CCOM.B,TSX,ETF,CI Auspice Broad Commodity ETF - Unhedged Common Units Acc,CN,,,,,False,False,no_openfigi_match
CEAC3,B3,Stock,ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A,BZ,,,,,False,False,no_openfigi_match
CEAC4,B3,Stock,ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A,BZ,,,,,False,False,no_openfigi_match
CEAG3,B3,Stock,CIA DE ENTREPOSTOS E ARMAZENS GERAIS SP,BZ,,,,,False,False,no_openfigi_match
CEAL3,B3,Stock,EQUATORIAL ALAGOAS - DISTRIBUIDORA DE ENERGIA S.A.,BZ,,,,,False,False,no_openfigi_match
CEAL4,B3,Stock,EQUATORIAL ALAGOAS - DISTRIBUIDORA DE ENERGIA S.A.,BZ,,,,,False,False,no_openfigi_match
CEAP3,B3,Stock,COMPANHIA DE ELETRICIDADE DO AMAPÁ - CEA,BZ,,,,,False,False,no_openfigi_match
CEBD3,B3,Stock,Neoenergia Distribuicao Brasilia S.A,BZ,,,,,False,False,no_openfigi_match
CEEP3,B3,Stock,CIA EST. DE ENERG. ELETRICA PARTICIPAÇÕES CEEE-PAR,BZ,,,,,False,False,no_openfigi_match
CEGS,TSX,Stock,Constellation Energy CDR (CAD Hedged),CN,CEGS,CONSTELLATION ENERGY CORP,Canadian DR,,True,True,missing_isin
CERO3,B3,Stock,ENERGISA RONDONIA - DISTRIBUIDORA DE ENERGIA S/A,BZ,,,,,False,False,no_openfigi_match
CESA3,B3,Stock,CIA ESTADUAL DE SILOS E ARMAZENS,BZ,,,,,False,False,no_openfigi_match
CFHO3,B3,Stock,CARVALHO HOLDINGS SA,BZ,,,,,False,False,no_openfigi_match
CFHO4,B3,Stock,CARVALHO HOLDINGS SA,BZ,,,,,False,False,no_openfigi_match
CGOS3,B3,Stock,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A,BZ,,,,,False,False,no_openfigi_match
CHCL.B,TSX,ETF,CI Global Healthcare Leaders Index ETF,CN,,,,,False,False,no_openfigi_match
CIU,TSX,Stock,CU Inc.,CN,,,,,False,False,no_openfigi_match
CLNT3,B3,Stock,CLARANET TECHNOLOGY S.A.,BZ,,,,,False,False,no_openfigi_match
CLUP,TSX,ETF,SavvyLong Geared Crude Oil ETF,CN,,,,,False,False,no_openfigi_match
CMGS,TSX,Stock,Chipotle CDR (CAD Hedged),CN,CMGS,CHIPOTLE MEXICAN GRILL INC,Canadian DR,,True,False,missing_isin
CMNS3,B3,Stock,CMN SOLUTIONS AO18 PARTICIPACOES S.A.,BZ,,,,,False,False,no_openfigi_match
CNCO,TSXV,Stock,Core Nickel Corp.,CN,,,,,False,False,no_openfigi_match
CNRT5,B3,Stock,CICANORTE IND CONSERVAS ALIMENTICIAS S.A,BZ,,,,,False,False,no_openfigi_match
COCN5,B3,Stock,CIA DE COCOS DO NORDESTE,BZ,,,,,False,False,no_openfigi_match
CONX3,B3,Stock,TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.,BZ,,,,,False,False,no_openfigi_match
COP-U,TSX,Stock,Sprott Physical Copper Trust,CN,COP-U,SPROTT PHYSICAL COPPER TRUST,Closed-End Fund,,True,True,missing_isin
COP-UN,TSX,Stock,Sprott Physical Copper Trust,CN,,,,,False,False,no_openfigi_match
CPCH3,B3,Stock,CAPITAL CENTER HOTEIS S.A.,BZ,,,,,False,False,no_openfigi_match
CPCH7,B3,Stock,CAPITAL CENTER HOTEIS S.A.,BZ,,,,,False,False,no_openfigi_match
CPIS12,B3,Stock,EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A,BZ,,,,,False,False,no_openfigi_match
CPIS3,B3,Stock,EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A,BZ,,,,,False,False,no_openfigi_match
CPIS4,B3,Stock,EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A,BZ,,,,,False,False,no_openfigi_match
CPNO7,B3,Stock,COPENOR - CIA PETROQUIMICA DO NORDESTE,BZ,,,,,False,False,no_openfigi_match
CPTS11B,B3,ETF,Capitania Securities II Fundo Investimento Imobiliario FII,BZ,,,,,False,False,no_openfigi_match
CRD,TSXV,Stock,Copper Road Resources Inc.,CN,CRD,COPPER ROAD RESOURCES INC,Common Stock,,True,True,missing_isin
CRML4,B3,Stock,CARBOMIL S.A.,BZ,,,,,False,False,no_openfigi_match
CRPC4,B3,Stock,CRP CADERI CAPITAL DE RISCO S/A,BZ,,,,,False,False,no_openfigi_match
CRTE3,B3,Stock,CONC RIO-TERESOPOLIS S.A.,BZ,CRTE3,CONCESSIONARIA RIO-TERESOPOL,Common Stock,,True,False,missing_isin
CRTE5,B3,Stock,CONC RIO-TERESOPOLIS S.A.,BZ,CRTE5,CONCESSIONARIA RIO-PREF A,Preference,,True,False,missing_isin
CSAL4,B3,Stock,CIA ABASTEC. D'AGUA E SAN. EST. ALAGOAS,BZ,,,,,False,False,no_openfigi_match
CSAM3,B3,Stock,COSAMA - CIA DE SANEAMENTO DA AMAZONIA,BZ,,,,,False,False,no_openfigi_match
CSAM4,B3,Stock,COSAMA - CIA DE SANEAMENTO DA AMAZONIA,BZ,,,,,False,False,no_openfigi_match
D10,ASX,ETF,DRIVER AUSTRALIA TEN TRUST,AT,,,,,False,False,no_openfigi_match
DA8,ASX,ETF,DRIVER AUSTRALIA EIGHT TRUST,AT,,,,,False,False,no_openfigi_match
DA9,ASX,ETF,DRIVER AUSTRALIA NINE TRUST,AT,,,,,False,False,no_openfigi_match
DAQ.P,TSXV,Stock,Dominus Acquisition Corp.,CN,,,,,False,False,no_openfigi_match
DASS3,B3,Stock,DASS NORDESTE CALÇADOS E ARTIGOS ESPORTIVOS SA,BZ,,,,,False,False,no_openfigi_match
DAY,TSX,Stock,"Dayforce, Inc.",CN,DAY,DAYFORCE INC,Common Stock,,True,True,missing_isin
DGC,TSXV,Stock,Daura Gold Corp.,CN,DGC,DAURA GOLD CORP,Common Stock,,True,True,missing_isin
DII-A,TSX,Stock,Dorel Industries Inc Cl.A Mv (DII-A.TO,CN,,,,,False,False,no_openfigi_match
DIR,TSX,ETF,Dream Industrial Real Estate Investment Trust,CN,,,,,False,False,no_openfigi_match
DLC,TSXV,Stock,DLC Holdings Corp.,CN,DLC,DLC HOLDINGS CORP,Common Stock,,True,False,missing_isin
DMN,ASX,Stock,DOMINION INVESTMENT GROUP LIMITED,AT,,,,,False,False,no_openfigi_match
DNEN3B,B3,Stock,DINAMICA ENERGIA S.A.,BZ,,,,,False,False,no_openfigi_match
DNTL,TSX,Stock,dentalcorp Holdings Ltd.,CN,,,,,False,False,no_openfigi_match
DTEN3,B3,Stock,DETEN QUIMICA S.A.,BZ,,,,,False,False,no_openfigi_match
DTEN6,B3,Stock,DETEN QUIMICA S.A.,BZ,,,,,False,False,no_openfigi_match
DXA,ASX,Stock,CAISSE FRANCAISE DE FINANCEMENT LOCAL,AT,,,,,False,False,no_openfigi_match
DXDU,TSX,ETF,Dynamic Active U.S. Discount Bond ETF,CN,,,,,False,False,no_openfigi_match
DXDU.U,TSX,ETF,Dynamic Active U.S. Discount Bond ETF,CN,,,,,False,False,no_openfigi_match
DXXI3,B3,Stock,DUXXI IMOBILIÁRIA S.A.,BZ,,,,,False,False,no_openfigi_match
E3XT3,B3,Stock,IMIFARMA PRODUTOS FARMACEUTICOS E COSMETICOS SA,BZ,,,,,False,False,no_openfigi_match
EBRK11,B3,ETF,INVESTO BLUESTAR US LISTED E-BROKERS ETF FDO INV,BZ,,,,,False,False,no_openfigi_match
EBTC,ASX,ETF,Global X 21Shares Bitcoin ETF,AT,,,,,False,False,no_openfigi_match
EBTL3,B3,Stock,EMBRATEL - EMPR.BRASILEIRA DE TELEC S.A.,BZ,,,,,False,False,no_openfigi_match
EC3S3,B3,Stock,ENERGETICA CORUMBA III S.A.,BZ,,,,,False,False,no_openfigi_match
EC3S4,B3,Stock,ENERGETICA CORUMBA III S.A.,BZ,,,,,False,False,no_openfigi_match
EESG3,B3,Stock,ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.,BZ,EESG3,ENVIRONMENTAL ESG PARTICIPAC,Common Stock,,True,False,missing_isin
EGCE3,B3,Stock,ENERGISA GERACAO CENTRAIS EOLICAS RN S.A.,BZ,,,,,False,False,no_openfigi_match
EIRE.P,TSXV,ETF,Monaghan Capital Fund Ltd.,CN,,,,,False,False,no_openfigi_match
EIT,TSX,ETF,Canoe EIT Income Fund,CN,,,,,False,False,no_openfigi_match
ELBR4,B3,Stock,ELEBRA S/A ELETRONICA BRASILEIRA,BZ,,,,,False,False,no_openfigi_match
ELL,TSXV,Stock,Everybody Loves Languages Corp.,CN,ELL,EVERYBODY LOVES LANGUAGES CO,Common Stock,,True,True,missing_isin
EMBP3,B3,Stock,EMBRAPAR PARTICIPACOES S.A.,BZ,,,,,False,False,no_openfigi_match
EMBP4,B3,Stock,EMBRAPAR PARTICIPACOES S.A.,BZ,,,,,False,False,no_openfigi_match
ENAC3,B3,Stock,CIA ARMAZENS GERAIS ENTREPOSTOS DO ACRE,BZ,,,,,False,False,no_openfigi_match
EON,TSXV,Stock,EON Lithium Corp.,CN,EON,EON LITHIUM CORP,Common Stock,,True,True,missing_isin
EPTR4,B3,Stock,EMPR TURISMO DE PERNAMBUCO S.A. -EMPETUR,BZ,,,,,False,False,no_openfigi_match
ESGG11,B3,ETF,INVESTO FTSE US ALL CAP CHOICE ETF FDO INV IND IE,BZ,,,,,False,False,no_openfigi_match
ESGS3,B3,Stock,COMPANHIA DE GAS DO ESPIRITO SANTO - ES GAS,BZ,,,,,False,False,no_openfigi_match
ESGS4,B3,Stock,COMPANHIA DE GAS DO ESPIRITO SANTO - ES GAS,BZ,,,,,False,False,no_openfigi_match
ESSD3,B3,Stock,ENERGISA SUL-SUDESTE DISTRIBUIDORA DE ENERGIA S.A.,BZ,,,,,False,False,no_openfigi_match
ESSE5,B3,Stock,ESSENCIA AGROPECUARIA S.A.,BZ,,,,,False,False,no_openfigi_match
ETGO3,B3,Stock,EMPR DE TRANSP URBANO DO EST GOIAS S.A.,BZ,,,,,False,False,no_openfigi_match
