ticker,name,exchange,asset_type,stock_sector,etf_category,country,country_code,isin,aliases,source_kind,source_exchange,source_mic,eodhd_exchange,eodhd_type,figi,lei,opendart_corp_code
000020,Dongwha Pharm.Co.Ltd,KRX,Stock,,,South Korea,KR,KR7000020008,"Dongwha Pharm Co., Ltd.",stocks,KRX,XKRX,KO,Common Stock,BBG000BDH722,,
000020,Shenzhen Zhongheng Huafa Co Ltd Class A,SZSE,Stock,,,China,CN,CNE0000002V4,"Shenzhen Zhongheng Huafa Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG000BZDSQ5,,
000050,Tianma Microelectronics Co Ltd,SZSE,Stock,,,China,CN,CNE000000HT1,"Tianma Microelectronics Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG000P6H8G5,,
000050,Kyungbangco.Ltd,KRX,Stock,,,South Korea,KR,KR7000050005,"Kyungbang Co., Ltd.",stocks,KRX,XKRX,KO,Common Stock,BBG000BDPSN4,,
000070,Shenzhen SDG Information Co Ltd,SZSE,Stock,,,China,CN,CNE000001238,"Shenzhen SDG Information Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG000DYQP42,,
000070,Samyang Holdings,KRX,Stock,,,South Korea,KR,KR7000070003,Samyang Holdings Corporation,stocks,KRX,XKRX,KO,Common Stock,BBG000BCZ9D8,,
000157,Zoomlion Heavy Industry Science and Technology Co Ltd,SZSE,Stock,,,China,CN,CNE000001527,"Zoomlion Heavy Industry Science and Technology Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG000DPVYB8,,
000400,"Lotte Non-Life Insurance Co., Ltd.",KRX,Stock,,,South Korea,KR,KR7000400002,,stocks,KRX,XKRX,KO,Common Stock,BBG000BDG518,,
000400,XJ Electric Co Ltd,SZSE,Stock,,,China,CN,CNE0000007F6,"XuJi Electric Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG000D454C9,,
000430,Daewonkangup,KRX,Stock,,,South Korea,KR,KR7000430009,"Dae Won Kang Up Co., Ltd.",stocks,KRX,XKRX,KO,Common Stock,BBG000BDGGJ5,,
000430,Zhang Jia Jie Tourism Group Co Ltd,SZSE,Stock,,,China,CN,CNE000000F22,Zhangjiajie Tourism Group Co. Ltd.,stocks,SZSE,XSHE,SHE,Common Stock,BBG000P6MHM2,,
000545,Jilin Gpro Titanium Industry Co Ltd,SZSE,Stock,,,China,CN,CNE0000002F7,"Gpro Titanium Industry Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG000BZCGF4,,
000590,Tus Pharmaceutical Group Co Ltd,SZSE,Stock,,,China,CN,CNE000000701,Tus-Pharmaceutical Group Co. Ltd.,stocks,SZSE,XSHE,SHE,Common Stock,BBG000P6KM70,,
000590,Cs Holdings,KRX,Stock,,,South Korea,KR,KR7000590000,"CS Holdings Co., Ltd.",stocks,KRX,XKRX,KO,Common Stock,BBG000BDFBD3,,
000650,Chunil Express,KRX,Stock,,,South Korea,KR,KR7000650002,"Chunil Express Co., Ltd.",stocks,KRX,XKRX,KO,Common Stock,BBG000BDFX45,,
000650,Renhe Pharmacy Co Ltd,SZSE,Stock,,,China,CN,CNE000000NF8,"Renhe Pharmacy Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG000P6CL08,,
000680,Ls Networks,KRX,Stock,,,South Korea,KR,KR7000680009,"Ls Networks Co., Ltd.",stocks,KRX,XKRX,KO,Common Stock,BBG000BH44D2,,
000680,Shantui Construction Machinery Co Ltd,SZSE,Stock,,,China,CN,CNE000000KZ2,"Shantui Construction Machinery Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG000P6HRX4,,
000700,Eusu Holdings,KRX,Stock,,,South Korea,KR,KR7000700005,"Eusu Holdings Co., Ltd.",stocks,KRX,XKRX,KO,Common Stock,BBG000BCV4S7,,
000700,Jiangnan Mould & Plastic Technology Co Ltd,SZSE,Stock,,,China,CN,CNE0000000N5,"Jiangnan Mould & Plastic Technology Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG000D3WML1,,
000720,Shandong Xinneng Taishan Power Generation Co Ltd,SZSE,Stock,,,China,CN,CNE0000007P5,"Shandong Xinneng Taishan Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG000D3ZRF4,,
000725,BOE Technology Group Co Ltd,SZSE,Stock,,,China,CN,CNE0000016L5,"BOE Technology Group Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG000D3JKP6,,
000725,Hyundai Engineering & Construction Co Ltd,KRX,Stock,,,South Korea,KR,KR7000721001,"Hyundai Engineering & Construction Co., Ltd.",stocks,KRX,XKRX,KO,Common Stock,BBG000BHFL33,,
000810,Skyworth Digital Co Ltd,SZSE,Stock,,,China,CN,CNE0000000L9,"Skyworth Digital Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG000GBZ945,,
000850,Anhui Huamao Textile Co Ltd,SZSE,Stock,,,China,CN,CNE000000X20,"Anhui Huamao Textile Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG000GBHY22,,
000860,Kangnam Jevisco Co Ltd,KRX,Stock,,,South Korea,KR,KR7000860007,"Kangnam Jevisco Co., Ltd.",stocks,KRX,XKRX,KO,Common Stock,BBG000BCX922,,
000860,Beijing Shunxin Agriculture Co Ltd,SZSE,Stock,,,China,CN,CNE000000XH3,"Beijing Shunxin Agriculture Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG000GBJ328,,
000880,Weichai Heavy Machinery Co Ltd,SZSE,Stock,,,China,CN,CNE0000007S9,"Weichai Heavy Machinery Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG000GBWJT9,,
000890,Bohae Brewery,KRX,Stock,,,South Korea,KR,KR7000890004,Bohae Brewery Co. Ltd.,stocks,KRX,XKRX,KO,Common Stock,BBG000BGV355,,
000890,Jiangsu Fasten Co Ltd,SZSE,Stock,,,China,CN,CNE0000007T7,"Jiangsu Fasten Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG000DYN291,,
000910,Union Corporation,KRX,Stock,,,South Korea,KR,KR7000910000,,stocks,KRX,XKRX,KO,Common Stock,BBG000H0NYL7,,
000970,Beijing Zhong Ke San Huan High-Tech Co Ltd,SZSE,Stock,,,China,CN,CNE000001261,"Beijing Zhongke Sanhuan High-Tech Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG000DYHY98,,
002020,Kolon Corp,KRX,Stock,,,South Korea,KR,KR7002020006,Kolon Corporation,stocks,KRX,XKRX,KO,Common Stock,BBG000BD0XJ5,,
002020,Zhejiang Jingxin Pharmaceutical Co Ltd,SZSE,Stock,,,China,CN,CNE000001K73,"Zhejiang Jingxin Pharmaceutical Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG000Q1VY72,,
002025,Guizhou Space Appliance Co Ltd,SZSE,Stock,,,China,CN,CNE000001KG0,"Guizhou Space Appliance Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG000KRTSY7,,
002100,Kyung Nong Corporation,KRX,Stock,,,South Korea,KR,KR7002100006,,stocks,KRX,XKRX,KO,Common Stock,BBG000BDQ214,,
002140,East China Engineering Science and Technology Co Ltd,SZSE,Stock,,,China,CN,CNE1000005N2,"East China Engineering Science & Technology Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG000RGSJL9,,
002150,Jiangsu Tongrun Equipment Technology Co Ltd,SZSE,Stock,,,China,CN,CNE100000692,"Jiangsu Tongrun Equipment Technology Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG000RMVY75,,
002170,Samyang Tongsang Co. Ltd.,KRX,Stock,,,South Korea,KR,KR7002170009,"Samyang Tongsang Co., Ltd.",stocks,KRX,XKRX,KO,Common Stock,BBG000BHNQC3,,
002170,Shenzhen Batian Ecotypic Engineering Co Ltd,SZSE,Stock,,,China,CN,CNE1000006V3,"Shenzhen Batian Ecotypic Engineering Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG000RGSLL4,,
002230,Iflytek Co Ltd,SZSE,Stock,,,China,CN,CNE100000B81,"IFlytek Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG000CCBL91,,
002240,Kis Wire,KRX,Stock,,,South Korea,KR,KR7002240000,Kiswire Ltd.,stocks,KRX,XKRX,KO,Common Stock,BBG000BDQZX6,,
002240,Shenzhen Chengxin Lithium Group Co Ltd,SZSE,Stock,,,China,CN,CNE100000BN6,"Chengxin Lithium Group Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG000VGJB95,,
002290,Suzhou Hesheng Special Material Co Ltd,SZSE,Stock,,,China,CN,CNE100000FR8,"Suzhou Hesheng Special Materials Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG000BNPF69,,
002310,Beijing Orient Landscape Co Ltd,SZSE,Stock,,,China,CN,CNE100000HN3,"Beijing Orient Landscape Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG000NWN3X5,,
002310,Asia Paper,KRX,Stock,,,South Korea,KR,KR7002310001,Asia Paper Manufacturing Co.,stocks,KRX,XKRX,KO,Common Stock,BBG000BGW2B9,,
002320,Hanjin Transportation Co. Ltd.,KRX,Stock,,,South Korea,KR,KR7002320000,"Hanjin Transportation Co., Ltd.",stocks,KRX,XKRX,KO,Common Stock,BBG000BDP4B0,,
002320,Hainan Strait Shipping Co Ltd,SZSE,Stock,,,China,CN,CNE100000HZ7,"Hainan Strait Shipping Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG000PHSD96,,
002350,Beijing Creative Distribution Automation Co Ltd,SZSE,Stock,,,China,CN,CNE100000L06,"Beijing Creative Distribution Automation Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG000NTRH49,,
002350,Nexen Tire,KRX,Stock,,,South Korea,KR,KR7002350007,Nexen Tire Corporation,stocks,KRX,XKRX,KO,Common Stock,BBG000BDQH02,,
002360,Sh E & Chemical Co. Ltd.,KRX,Stock,,,South Korea,KR,KR7002360006,"Sh Energy & Chemical Co., Ltd.",stocks,KRX,XKRX,KO,Common Stock,BBG000BDQCL0,,
002360,Shanxi Tond Chemical Co Ltd,SZSE,Stock,,,China,CN,CNE100000LY2,"Shanxi Tond Chemical Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG000PZH1F7,,
002390,Handok,KRX,Stock,,,South Korea,KR,KR7002390003,Handok Inc.,stocks,KRX,XKRX,KO,Common Stock,BBG000BDHPQ6,,
002390,Guizhou Xinbang Pharmaceutical Co Ltd,SZSE,Stock,,,China,CN,CNE100000NG5,Guizhou Xinbang Pharmaceutical Co. Ltd.,stocks,SZSE,XSHE,SHE,Common Stock,BBG000Q5KX13,,
002420,"The Century Co., Ltd.",KRX,Stock,,,South Korea,KR,KR7002420008,,stocks,KRX,XKRX,KO,Common Stock,BBG000BDF065,,
002460,Jiangxi Ganfeng Lithium Co Ltd,SZSE,Stock,,,China,CN,CNE100000SF6,"Ganfeng Lithium Group Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG000QRQ2D4,,
002600,Lingyi iTech Guangdong Co,SZSE,Stock,,,China,CN,CNE1000015L5,"Lingyi iTech Guangdong Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG001PJLWR5,,
002600,Choheung,KRX,Stock,,,South Korea,KR,KR7002600005,Choheung Corporation,stocks,KRX,XKRX,KO,Common Stock,BBG000BDV879,,
002620,Shenzhen Ruihe Construction Decoration Co Ltd,SZSE,Stock,,,China,CN,CNE1000017C0,"Shenzhen Ruihe Construction Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG001QYQR97,,
002630,China Western Power Industrial Co Ltd,SZSE,Stock,,,China,CN,CNE100001948,"China Western Power Industrial Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG000Q8K475,,
002630,ORIENTBIO Inc.,KRX,Stock,,,South Korea,KR,KR7002630002,Orientbio Inc.,stocks,KRX,XKRX,KO,Common Stock,BBG000BDR5L4,,
002690,Hefei Meiya Optoelectronic Technology Inc,SZSE,Stock,,,China,CN,CNE100001JZ1,"Hefei Meiya Optoelectronic Technology Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG001BNPLL7,,
002690,Dong Il Steel MFG Co Ltd,KRX,Stock,,,South Korea,KR,KR7002690006,Dongil Steel Mfg Co. Ltd.,stocks,KRX,XKRX,KO,Common Stock,BBG0032LY6Z5,,
002700,Shinil Electronics Co,KRX,Stock,,,South Korea,KR,KR7002700003,"Shinil Electronics Co., Ltd.",stocks,KRX,XKRX,KO,Common Stock,BBG000BCX3Z9,,
002700,Xinjiang Haoyuan Natural Gas Co Ltd,SZSE,Stock,,,China,CN,CNE100001NX8,Xinjiang Haoyuan Gas Co. Ltd.,stocks,SZSE,XSHE,SHE,Common Stock,BBG002WTLWY5,,
002760,Bo Lak,KRX,Stock,,,South Korea,KR,KR7002760007,"Bolak Co., Ltd.",stocks,KRX,XKRX,KO,Common Stock,BBG000BGZ137,,
002780,Beijing Sanfo Outdoor Products Co Ltd,SZSE,Stock,,,China,CN,CNE1000021J7,"Beijing Sanfo Outdoor Products Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG003CW0V82,,
002785,Xiamen Wanli Stone Stock Co Ltd,SZSE,Stock,,,China,CN,CNE1000024Q6,"Xiamen Wanli Stone Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG001CGJLX5,,
002787,Suzhou Hycan Holdings Co Ltd,SZSE,Stock,,,China,CN,CNE1000024S2,"Suzhou Hycan Holdings Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG006G5C780,,
002790,Xiamen R&T Plumbing Technology Co Ltd,SZSE,Stock,,,China,CN,CNE1000025X9,"Xiamen R&T Plumbing Technology Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG001BNZ8D4,,
002795,Yorhe Fluid Intelligent Control Co Ltd,SZSE,Stock,,,China,CN,CNE1000026T5,"Yorhe Fluid Intelligent Control Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG006GVGTS9,,
002800,Xinjiang Tianshun Supply Chain Co Ltd,SZSE,Stock,,,China,CN,CNE1000027H8,"Xinjiang Tianshun Supply Chain Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG006D4X845,,
002810,Sam Yung Tradi,KRX,Stock,,,South Korea,KR,KR7002810000,"Sam Yung Trading Co., Ltd.",stocks,KRX,XKRX,KO,Common Stock,BBG000BH3LQ1,,
002810,Shandong Head Co Ltd,SZSE,Stock,,,China,CN,CNE100002BP7,"Shandong Head Group Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG001CQD984,,
002820,Tianjin Guifaxiang 18th Street Mahua Food Co Ltd,SZSE,Stock,,,China,CN,CNE100002BY9,Tianjin Guifaxiang 18th Street Inc.,stocks,SZSE,XSHE,SHE,Common Stock,BBG00335TG38,,
002820,Sun&L Co Ltd,KRX,Stock,,,South Korea,KR,KR7002820009,"Sun&L Co., Ltd.",stocks,KRX,XKRX,KO,Common Stock,BBG000BHNSF6,,
002840,Miwon Commerci,KRX,Stock,,,South Korea,KR,KR7002840007,"Miwon Commercial Co., Ltd.",stocks,KRX,XKRX,KO,Common Stock,BBG000BGYZT5,,
002840,Zhejiang Huatong Meat Products Co Ltd,SZSE,Stock,,,China,CN,CNE100002CF6,"Zhejiang Huatong Meat Products Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG001WNHJV7,,
002870,Guangdong Senssun Weighing Apparatus Group Ltd,SZSE,Stock,,,China,CN,CNE100002QF6,"Guangdong Senssun Weighing Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG009DQHFQ8,,
002880,Shenzhen Weiguang Biological Products Co Ltd,SZSE,Stock,,,China,CN,CNE100002Q58,"Shenzhen Weiguang Biologic Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG00BGK19K0,,
002900,Harbin Medisan Pharmaceutical Co Ltd,SZSE,Stock,,,China,CN,CNE1000032V9,"Harbin Medisan Pharmaceuticals Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG00BGK1FD4,,
002900,TYM Corporation,KRX,Stock,,,South Korea,KR,KR7002900009,Tym Corp.,stocks,KRX,XKRX,KO,Common Stock,BBG000BDR9L6,,
002920,Huizhou Desay SV Automotive Co Ltd Class A,SZSE,Stock,,,China,CN,CNE1000033C7,"Huizhou Desay SV Automotive Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG001CQGSM3,,
002960,Hankook Shell Oil,KRX,Stock,,,South Korea,KR,KR7002960003,"Hankook Shell Oil Co., Ltd.",stocks,KRX,XKRX,KO,Common Stock,BBG000BGZ2P1,,
002960,Jade Bird Fire Alarm,SZSE,Stock,,,China,CN,CNE100003N68,"Jade Bird Fire Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG001V6JMG3,,
002990,Maxvision Technology Corp,SZSE,Stock,,,China,CN,CNE100003XX3,Maxvision Technology Corp.,stocks,SZSE,XSHE,SHE,Common Stock,BBG00P4RQRQ4,,
002995,Beijing Quanshi World Online Net,SZSE,Stock,,,China,CN,CNE1000040R0,"Beijing Quanshi World Online Network Information Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG00G8Z9TC2,,
003000,Jinzai Food Group Co Ltd,SZSE,Stock,,,China,CN,CNE1000046M8,Jinzai Food Group Co. Ltd.,stocks,SZSE,XSHE,SHE,Common Stock,BBG00PGD76S7,,
003010,Hae In,KRX,Stock,,,South Korea,KR,KR7003010006,Hae In Corporation,stocks,KRX,XKRX,KO,Common Stock,BBG000BGMX68,,
003030,Zuming Bean Products Co Ltd,SZSE,Stock,,,China,CN,CNE1000049P5,"Zuming Bean Products Co., Ltd.",stocks,SZSE,XSHE,SHE,Common Stock,BBG001S2T8L0,,
0030R0,"Dashin Value REIT Co.,Ltd.",KRX,Stock,,,South Korea,KR,KR70030R0007,"Daishin Value REIT Co., Ltd.",stocks,KRX,XKRX,KO,Common Stock,BBG01VHP56L4,,
004380,"Samick THK Co., Ltd.",KRX,Stock,,,South Korea,KR,KR7004380002,,stocks,KRX,XKRX,KO,Common Stock,BBG000BGZY35,,
0050,Systech Bhd,Bursa,Stock,,,Malaysia,MY,MYQ0050OO003,,stocks,MYX,XKLS,KLSE,Common Stock,BBG000Q37471,,
0051,Cuscapi Berhad,Bursa,Stock,,,Malaysia,MY,MYQ0051OO001,,stocks,MYX,XKLS,KLSE,Common Stock,BBG000Q373M6,,
0053,OSK Ventures International Bhd,Bursa,Stock,,,Malaysia,MY,MYQ0053OO007,Osk Ventures International Berhad,stocks,MYX,XKLS,KLSE,Common Stock,BBG000Q4S635,,
0055,Sersol Bhd,Bursa,Stock,,,Malaysia,MY,MYQ0055OO002,SerSol Berhad,stocks,MYX,XKLS,KLSE,Common Stock,BBG000Q8WB21,,
0056,NCT Alliance Bhd,Bursa,Stock,,,Malaysia,MY,MYQ0056OO000,NCT Alliance Berhad,stocks,MYX,XKLS,KLSE,Common Stock,BBG000QC81F7,,
007570,"Ilyang Pharmaceutical Co.,Ltd",KRX,Stock,,,South Korea,KR,KR7007570005,"Ilyang Pharmaceutical Co., Ltd.",stocks,KRX,XKRX,KO,Common Stock,BBG000BDMMQ7,,
007610,"Seondo Electric Co., Ltd.",KRX,Stock,,,South Korea,KR,KR7007610009,,stocks,KRX,XKRX,KO,Common Stock,BBG000BH0598,,
008,Sveafastigheter AB (publ),FSX,Stock,,,Germany,DE,SE0022243812,,stocks,FSX,XFRA,F,Common Stock,BBG01QG67Q32,636700W1VM86O2G2AA36,
009410,"Taeyoung Engineering & Construction Co.,Ltd.",KRX,Stock,,,South Korea,KR,KR7009410002,"Taeyoung Engineering & Construction Co., Ltd.",stocks,KRX,XKRX,KO,Common Stock,BBG000BDV316,,
00W,Aspermont Ltd,FSX,Stock,,,Germany,DE,AU000000ASP3,Aspermont Limited,stocks,FSX,XFRA,F,Common Stock,BBG00YVJFMD0,,
011690,"Y2 Solution Co., Ltd",KRX,Stock,,,South Korea,KR,KR7011690005,"Y2 Solution Co., Ltd.",stocks,KRX,XKRX,KO,Common Stock,BBG000BZSPM9,,
012205,Keyang Electric Machinery Co Ltd,KRX,Stock,,,South Korea,KR,KR7012201000,Keyang Electric Machinery Preferred,stocks,KRX,XKRX,KO,Common Stock,BBG000BJWLM9,,
013000,"Sewoo Global Co., Ltd",KRX,Stock,,,South Korea,KR,KR7013000005,"Sewoo Global Co., Ltd.",stocks,KRX,XKRX,KO,Common Stock,BBG000BGZG98,,
013A,JD.com Inc Adr,XSTU,Stock,,,Germany,DE,US47215P1066,JD.com Inc.,stocks,XSTU,XSTU,STU,Common Stock,BBG006JQMVS5,549300HVTWB0GJZ16V92,
013A,JD.com Inc Adr,FSX,Stock,,,Germany,DE,US47215P1066,JD.com Inc.,stocks,FSX,XFRA,F,Common Stock,BBG006JQMVS5,549300HVTWB0GJZ16V92,
013C,JD.com Inc.,FSX,Stock,,,Germany,DE,KYG8208B1014,"JD.com, Inc.",stocks,FSX,XFRA,F,Common Stock,BBG00VJFK433,549300HVTWB0GJZ16V92,
014,Rand Mining Limited,FSX,Stock,,,Germany,DE,AU000000RND4,,stocks,FSX,XFRA,F,Common Stock,BBG00DHXFH97,,
01H,HORIBA Ltd,FSX,Stock,,,Germany,DE,JP3853000002,Horiba Ltd.,stocks,FSX,XFRA,F,Common Stock,BBG000GJYR58,529900OOTWPYSNW0EC84,
01H,Horiba Ltd,XSTU,Stock,,,Germany,DE,JP3853000002,Horiba Ltd.,stocks,XSTU,XSTU,STU,Common Stock,BBG000GJYR58,529900OOTWPYSNW0EC84,
01K,Keller Group plc,XSTU,Stock,,,Germany,DE,GB0004866223,,stocks,XSTU,XSTU,STU,Common Stock,BBG000QJVGG2,549300QO4MBL43UHSN10,
01K,Keller Group plc,FSX,Stock,,,Germany,DE,GB0004866223,,stocks,FSX,XFRA,F,Common Stock,BBG000QJVGG2,549300QO4MBL43UHSN10,
01P,Medpace Holdings Inc,XSTU,Stock,,,Germany,DE,US58506Q1094,Medpace Holdings Inc.,stocks,XSTU,XSTU,STU,Common Stock,BBG00DLDCCP2,549300H8TYEUVTW14A54,
01P,Medpace Holdings Inc,FSX,Stock,,,Germany,DE,US58506Q1094,Medpace Holdings Inc.,stocks,FSX,XFRA,F,Common Stock,BBG00DLDCCP2,549300H8TYEUVTW14A54,
01T,Tokyu Corporation,FSX,Stock,,,Germany,DE,JP3574200006,,stocks,FSX,XFRA,F,Common Stock,BBG000GF0VV5,3538005PGNIBTZYXAE45,
021820,"SEWON Precision Industry Co., Ltd.",KRX,Stock,,,South Korea,KR,KR7021820006,"Sewon Precision Industry Co., Ltd.",stocks,KRX,XKRX,KO,Common Stock,BBG000H0F637,,
02B,Blackline Inc,FSX,Stock,,,Germany,DE,US09239B1098,"BlackLine, Inc. Common Stock",stocks,FSX,XFRA,F,Common Stock,BBG00F5DX7L7,529900P9N7PK9LV5EK56,
02B,BlackLine Inc,XSTU,Stock,,,Germany,DE,US09239B1098,"BlackLine, Inc. Common Stock",stocks,XSTU,XSTU,STU,Common Stock,BBG00F5DX7L7,529900P9N7PK9LV5EK56,
02G,Guangzhou Automobile Group Co. Ltd,FSX,Stock,,,Germany,DE,CNE100000Q35,"Guangzhou Automobile Group Co., Ltd.",stocks,FSX,XFRA,F,Common Stock,BBG0015K23L5,,
02H0,Hexatronic Group AB (publ),FSX,Stock,,,Germany,DE,SE0018040677,Hexatronic Group AB,stocks,FSX,XFRA,F,Common Stock,BBG00BP8FLP0,2138001VSY1B4U9JLM82,
02H0,Hexatronic Group AB (publ),XDUS,Stock,,,Germany,DE,SE0018040677,Hexatronic Group AB,stocks,XDUS,XDUS,DU,Common Stock,BBG00BP8FLP0,2138001VSY1B4U9JLM82,
02H0,Hexatronic Group AB (publ),XSTU,Stock,,,Germany,DE,SE0018040677,Hexatronic Group AB,stocks,XSTU,XSTU,STU,Common Stock,BBG00BP8FLP0,2138001VSY1B4U9JLM82,
02H0,Hexatronic Group AB (publ),Munich,Stock,,,Germany,DE,SE0018040677,Hexatronic Group AB,stocks,Munich,XMUN,MU,Common Stock,BBG00BP8FLP0,2138001VSY1B4U9JLM82,
02M,The Mosaic Company,XSTU,Stock,,,Germany,DE,US61945C1036,Mosaic Company,stocks,XSTU,XSTU,STU,Common Stock,BBG000RKNZY5,2YD5STGSJNMUB7H76907,
02M,The Mosaic Company,FSX,Stock,,,Germany,DE,US61945C1036,Mosaic Company,stocks,FSX,XFRA,F,Common Stock,BBG000RKNZY5,2YD5STGSJNMUB7H76907,
02M1,Raffles Medical Group Ltd,FSX,Stock,,,Germany,DE,SG1CH4000003,Raffles Medical Group Ltd.,stocks,FSX,XFRA,F,Common Stock,BBG01G4WWMS4,,
02P,Pearl Gold AG,FSX,Stock,,,Germany,DE,DE000A0AFGF3,,stocks,FSX,XFRA,F,Common Stock,BBG001BJKHB1,3912002OWLND95FGIE86,
02V,Village Farms International Inc.,FSX,Stock,,,Germany,DE,CA92707Y1088,,stocks,FSX,XFRA,F,Common Stock,BBG00HVW2335,,
02V,Village Farms International Inc,XSTU,Stock,,,Germany,DE,CA92707Y1088,Village Farms International Inc.,stocks,XSTU,XSTU,STU,Common Stock,BBG00HVW2335,,
038,NovoCure Limited,FSX,Stock,,,Germany,DE,JE00BYSS4X48,NovoCure Ltd.,stocks,FSX,XFRA,F,Common Stock,BBG00B5YGRL5,213800YPP55UMHWA4826,
03E0,Domestic Metals Corp.,FSX,Stock,,,Germany,DE,CA2569191018,,stocks,FSX,XFRA,F,Common Stock,BBG00JCGP6D4,,
03F,IDP EDUCATION LTD.,FSX,Stock,,,Germany,DE,AU000000IEL5,IDP Education Limited,stocks,FSX,XFRA,F,Common Stock,BBG00BKRB965,,
03M,Martinrea International Inc,XSTU,Stock,,,Germany,DE,CA5734591046,Martinrea International Inc.,stocks,XSTU,XSTU,STU,Common Stock,BBG0018YXGD8,,
03M,Martinrea International Inc.,FSX,Stock,,,Germany,DE,CA5734591046,,stocks,FSX,XFRA,F,Common Stock,BBG0018YXGD8,,
03P,Thessaloniki Port Authority Societe Anonyme,XSTU,Stock,,,Germany,DE,GRS427003009,Thessaloniki Port Authority S.A.,stocks,XSTU,XSTU,STU,Common Stock,BBG003D8SK24,213800ETW48B6KOWZA42,
045,The Artisanal Spirits Company plc,FSX,Stock,,,Germany,DE,GB00BNXM3P96,Artisanal Spirits Co. Plc,stocks,FSX,XFRA,F,Common Stock,BBG012PPS830,213800KX7VF2YZQW1892,
046,Ferrari Group PLC,FSX,Stock,,,Germany,DE,GB00BN0VZ646,,stocks,FSX,XFRA,F,Common Stock,BBG01S9MKST4,,
04B,Green Impact Partners Inc,FSX,Stock,,,Germany,DE,CA39306L1022,Green Impact Partners Inc.,stocks,FSX,XFRA,F,Common Stock,BBG003C72RX6,,
04K,Knight Therapeutics Inc,FSX,Stock,,,Germany,DE,CA4990531069,Knight Therapeutics Inc.,stocks,FSX,XFRA,F,Common Stock,BBG006FYQR16,,
04Q,Nordea Bank Abp,XSTU,Stock,,,Germany,DE,FI4000297767,,stocks,XSTU,XSTU,STU,Common Stock,BBG00M4R5R39,,
04Q,Nordea Bank Abp,FSX,Stock,,,Germany,DE,FI4000297767,,stocks,FSX,XFRA,F,Common Stock,BBG00M4R5R39,,
051915,LG Chem Ltd,KRX,Stock,,,South Korea,KR,KR7051911006,LG Chem Ltd.,stocks,KRX,XKRX,KO,Common Stock,BBG000HPD2W1,,
