ticker,exchange,asset_type,name,isin,sector_update,peer_count,peer_examples,decision
00025,HKEX,Stock,CHEVALIER INT'L,BMG2097Z1471,,0,,no_sector_peer
00363,HKEX,Stock,SHANGHAI IND H,HK0363006039,,0,,no_sector_peer
00728,TWSE,ETF,FSITC Taiwan Industry Elite 30 ETF,TW0000072800,,0,,no_sector_peer
00735,TWSE,ETF,Cathay Korea/taiwan IT Premier,TW0000073501,,0,,no_sector_peer
00894,TWSE,ETF,CTBC TIP Customized Investor Movement Aristocrats 30 ETF,TW0000089408,,0,,no_sector_peer
00938,TWSE,ETF,KGI Taiwan Premium Selection 30 ETF,TW0000093806,,0,,no_sector_peer
00945B,TWSE,ETF,KGI SECURITIES INVT TST CO LTD,TW00000945B5,,0,,no_sector_peer
02934,HKEX,Stock,SANDMARTIN-OLD,BMG780521677,,0,,no_sector_peer
02939,HKEX,Stock,SANDMARTIN RTS,BMG780521834,,0,,no_sector_peer
02P,XETRA,Stock,PEARL GOLD AG,DE000A0AFGF3,,0,,no_sector_peer
03686,HKEX,Stock,CLIFFORDML,KYG2204M1042,,0,,no_sector_peer
0373,Bursa,Stock,VERDANT,MYQ0373OO009,,0,,no_sector_peer
08048,HKEX,Stock,YU TAK INT'L,BMG9887Q1042,,0,,no_sector_peer
08095,HKEX,Stock,BEIDA JADE BIRD,CNE100000551,,0,,no_sector_peer
08126,HKEX,Stock,G. A. HOLDINGS,KYG3706N1034,,0,,no_sector_peer
0A2T,LSE,Stock,High Templar Tech Limited,US7477981069,,0,,no_sector_peer
0A2Y,LSE,Stock,"Telefónica, S.A.",US8793822086,,0,,no_sector_peer
0A90,LSE,Stock,0A90,LU1789205884,,0,,no_sector_peer
0A9V,LSE,Stock,Mister Spex SE,DE000A3CSAE2,,0,,no_sector_peer
0AA6,LSE,Stock,Azelis Group N.V.,BE0974400328,,0,,no_sector_peer
0AAE,LSE,Stock,AutoStore Holdings Ltd.,BMG0670A1099,,0,,no_sector_peer
0AAI,LSE,Stock,Montana Aerospace AG,CH1110425654,,0,,no_sector_peer
0AAR,LSE,Stock,INTERCOS SPA INTERCOS ORD SHS,IT0005455875,,0,,no_sector_peer
0AB4,LSE,Stock,Lilium N.V.,NL0015000F41,,0,,no_sector_peer
0AB5,LSE,Stock,Iveco Group N.V.,NL0015000LU4,,0,,no_sector_peer
0AB7,LSE,Stock,Technoprobe S.p.A.,IT0005482333,,0,,no_sector_peer
0ABE,LSE,Stock,Ariston Holding N.V.,NL0015000N33,,0,,no_sector_peer
0ABI,LSE,Stock,Industrie De Nora S.p.A.,IT0005186371,,0,,no_sector_peer
0ABP,LSE,Stock,NOVEM GROUP SA NOVEM GROUP ORD SHS,LU2356314745,,0,,no_sector_peer
0ABV,LSE,Stock,Odfjell Technology Ltd.,BMG6716L1081,,0,,no_sector_peer
0AC9,LSE,Stock,DSM-Firmenich AG,CH1216478797,,0,,no_sector_peer
0ACA,LSE,Stock,Marley Spoon Group SE,LU2380748603,,0,,no_sector_peer
0ADF,LSE,Stock,ARM Holdings,US0420682058,,0,,no_sector_peer
0ADJ,LSE,Stock,Bunge Global SA,CH1300646267,,0,,no_sector_peer
0DXU,LSE,Stock,Cembre S.p.A. Ord,IT0001128047,,0,,no_sector_peer
0DYL,LSE,Stock,Acanthe Développement,FR0000064602,,0,,no_sector_peer
0E1Y,LSE,Stock,Chargeurs,FR0000130692,,0,,no_sector_peer
0EGH,LSE,Stock,Fiera Milano S.p.A.,IT0003365613,,0,,no_sector_peer
0ERM,LSE,Stock,Iberpapel Gestion S.A.,ES0147561015,,0,,no_sector_peer
0ET5,LSE,Stock,Vastned Retail Belgium,BE0003754687,,0,,no_sector_peer
0EX6,LSE,Stock,Jensen-Group N.V.,BE0003858751,,0,,no_sector_peer
0F5A,LSE,Stock,LINZ TEXTIL HOLDING AG LINZ TEXTIL HOLDING ORD SHS,AT0000723606,,0,,no_sector_peer
0FBX,LSE,Stock,Montebalito S.A.,ES0116494016,,0,,no_sector_peer
0FQN,LSE,Stock,IEP Invest N.V.,BE0003748622,,0,,no_sector_peer
0FSJ,LSE,Stock,Renta Corp. Real Estate S.A.,ES0173365018,,0,,no_sector_peer
0GA3,LSE,Stock,Telecom Italia S.p.A. RNC,IT0003497176,,0,,no_sector_peer
0GNK,LSE,Stock,Knowit AB,SE0000421273,,0,,no_sector_peer
0GOI,LSE,Stock,Martifer SGPS S/A,PTMFR0AM0003,,0,,no_sector_peer
0HC7,LSE,Stock,Albemarle Corp.,US0126531013,,0,,no_sector_peer
0HEJ,LSE,Stock,American Homes 4 Rent Cl A,US02665T3068,,0,,no_sector_peer
0HGC,LSE,Stock,APA Corp.,US03743Q1085,,0,,no_sector_peer
0HHU,LSE,Stock,Armour Residential REIT Inc.,US0423157058,,0,,no_sector_peer
0HJH,LSE,Stock,Autoliv Inc.,US0528001094,,0,,no_sector_peer
0HLQ,LSE,Stock,Bank of New York Mellon Corp.,US0640581007,,0,,no_sector_peer
0HQU,LSE,Stock,CF Industries Holdings Inc.,US1252691001,,0,,no_sector_peer
0HX1,LSE,Stock,Olympique Lyonnais Groupe,FR0010428771,,0,,no_sector_peer
0HZC,LSE,Stock,Eurazeo,FR0000121121,,0,,no_sector_peer
0I3I,LSE,Stock,Cooper Cos.,US2166485019,,0,,no_sector_peer
0I6U,LSE,Stock,DXC Technology Co.,US23355L1061,,0,,no_sector_peer
0I9F,LSE,Stock,Digital Realty Trust Inc.,US2538681030,,0,,no_sector_peer
0ILI,LSE,Stock,Fluidra S.A.,ES0137650018,,2,OTC::FDMIF=Materials; OTC::FLUIF=Industrials,conflicting_peer_sectors
0ITS,LSE,Stock,Gap Inc.,US3647601083,,0,,no_sector_peer
0J0V,LSE,Stock,Campine N.V.,BE0003825420,,0,,no_sector_peer
0J1R,LSE,Stock,HCA Healthcare Inc.,US40412C1018,,0,,no_sector_peer
0J3H,LSE,Stock,Hartford Financial Services Group Inc.,US4165151048,,0,,no_sector_peer
0JEV,LSE,Stock,Option NV,BE0974496284,,0,,no_sector_peer
0JW2,LSE,Stock,M&T Bank Corp.,US55261F1049,,0,,no_sector_peer
0K7V,LSE,Stock,News Corp Cl B,US65249B2088,,0,,no_sector_peer
0KEI,LSE,Stock,PPG Industries Inc.,US6935061076,,0,,no_sector_peer
0KJZ,LSE,Stock,Post Holdings Inc.,US7374461041,,0,,no_sector_peer
0KO8,LSE,Stock,Enea S.A.,PLENEA000013,,0,,no_sector_peer
0KTW,LSE,Stock,Range Resources Corp.,US75281A1097,,0,,no_sector_peer
0KZA,LSE,Stock,SM Energy Co.,US78454L1008,,0,,no_sector_peer
0L9G,LSE,Stock,State Street Corp.,US8574771031,,0,,no_sector_peer
0L9J,LSE,Stock,Kontron AG,AT0000A0E9W5,,0,,no_sector_peer
0LHX,LSE,Stock,U.S. Global Investors Inc. Cl A,US9029521005,,0,,no_sector_peer
0LS5,LSE,Stock,CCC S.A.,PLCCC0000016,,0,,no_sector_peer
0M0,XETRA,Stock,AVERDION SE INH. O.N.,DE000A3ESL51,,0,,no_sector_peer
0M0E,LSE,Stock,Ercros S.A.,ES0125140A14,,0,,no_sector_peer
0M5U,LSE,Stock,Impresa SGPS S.A.,PTIPR0AM0000,,0,,no_sector_peer
0MFW,LSE,Stock,KBC Ancora,BE0003867844,,0,,no_sector_peer
0MO8,LSE,Stock,SED Energy Holdings Plc,CY0101162119,,0,,no_sector_peer
0MR4,LSE,Stock,Byggmax Group AB,SE0003303627,,0,,no_sector_peer
0MUN,LSE,Stock,Iren S.p.A.,IT0003027817,,0,,no_sector_peer
0N75,LSE,Stock,Bonduelle SAS,FR0000063935,,0,,no_sector_peer
0NA0,LSE,Stock,Exel Industries S.A.,FR0004527638,,0,,no_sector_peer
0NE1,LSE,Stock,MFE MEDIAFOREUROPE NV,NL0015001OJ9,,0,,no_sector_peer
0NOL,LSE,Stock,Adva Optical Networking SE,DE0005103006,,2,OTC::ADVOF=Financials; OTC::ARDDF=Materials,conflicting_peer_sectors
0NUX,LSE,Stock,Prysmian SpA,IT0004176001,,0,,no_sector_peer
0NW2,LSE,Stock,Randstad NV,NL0000379121,,0,,no_sector_peer
0NYT,LSE,Stock,Memscap,FR0010298620,,0,,no_sector_peer
0NZM,LSE,Stock,L’Oreal SA,FR0000120321,,0,,no_sector_peer
0O0N,LSE,Stock,Schouw & Co.,DK0010253921,,0,,no_sector_peer
0O82,LSE,Stock,Bodegas Riojanas S.A.,ES0115002018,,0,,no_sector_peer
0OEY,LSE,Stock,D&#39;Amico International Shipping S.A.,LU2592315662,,0,,no_sector_peer
0OG6,LSE,Stock,Seche Environnement S.A.,FR0000039109,,0,,no_sector_peer
0OH1,LSE,Stock,Spadel SA,BE0003798155,,0,,no_sector_peer
0OKB,LSE,Stock,Alantra Partners S.A.,ES0126501131,,0,,no_sector_peer
0PAN,LSE,Stock,CPI Europe AG,AT0000A21KS2,,0,,no_sector_peer
0Q2F,LSE,Stock,Distribuidora Internacional de Alimentacion SA,ES0126775008,,0,,no_sector_peer
0Q6M,LSE,Stock,Unipol Gruppo Finanziario Spa,IT0004810054,,0,,no_sector_peer
0Q7U,LSE,Stock,Fluxys Belgium S.A.,BE0974265945,,0,,no_sector_peer
0QAP,LSE,Stock,Carmila,FR0010828137,,0,,no_sector_peer
0QNY,LSE,Stock,3M Co.,US88579Y1010,,0,,no_sector_peer
0QO6,LSE,Stock,Julius Baer Gruppe AG,CH0102484968,,0,,no_sector_peer
0QR3,LSE,Stock,PG&E Corp.,US69331C1080,,0,,no_sector_peer
0QVF,LSE,Stock,FinecoBank S.p.A.,IT0000072170,,0,,no_sector_peer
0QZS,LSE,Stock,TripAdvisor Inc.,US8969452015,,0,,no_sector_peer
0R23,LSE,Stock,Halliburton Co.,US4062161017,,0,,no_sector_peer
0R6G,LSE,Stock,Nueva Expresion Textil S.A.,ES0126962069,,0,,no_sector_peer
0R6H,LSE,Stock,Care Property Invest N.V.,BE0974273055,,0,,no_sector_peer
0R7W,LSE,Stock,Promotora de Informaciones SA,ES0171743901,,0,,no_sector_peer
0RCY,LSE,Stock,Attendo International publ AB,SE0007666110,,0,,no_sector_peer
0RF7,LSE,Stock,Humana AB,SE0008040653,,0,,no_sector_peer
0RHN,LSE,Stock,AcadeMedia AB,SE0007897079,,0,,no_sector_peer
0RHV,LSE,Stock,Investis Holding S.A.,CH0325094297,,0,,no_sector_peer
0RLT,LSE,Stock,Qiagen NV,NL0015002SN0,,0,,no_sector_peer
0RON,LSE,Stock,Banca Farmafactoring S.p.A.,IT0005244402,,0,,no_sector_peer
0STP,LSE,Stock,Immobiliare Grande Distribuzione SIIQ SpA,IT0005322612,,0,,no_sector_peer
0VBE,LSE,Stock,Osisko Gold Royalties Ltd.,CA68390D1069,,0,,no_sector_peer
0YAL,LSE,Stock,Boliden AB,SE0020050417,,0,,no_sector_peer
0ZW8,LSE,Stock,Vista Alegre Atlantis,PTVAA0AM0019,,0,,no_sector_peer
1010,TADAWUL,Stock,RIBL,SA0007879048,,0,,no_sector_peer
