ticker,exchange,asset_type,name,isin,sector_update,peer_count,peer_examples,decision
00025,HKEX,Stock,CHEVALIER INT'L,BMG2097Z1471,,0,,no_sector_peer
00363,HKEX,Stock,SHANGHAI IND H,HK0363006039,,0,,no_sector_peer
00945B,TWSE,ETF,KGI SECURITIES INVT TST CO LTD,TW00000945B5,,0,,no_sector_peer
02934,HKEX,Stock,SANDMARTIN-OLD,BMG780521677,,0,,no_sector_peer
02939,HKEX,Stock,SANDMARTIN RTS,BMG780521834,,0,,no_sector_peer
02P,XETRA,Stock,PEARL GOLD AG,DE000A0AFGF3,,0,,no_sector_peer
03686,HKEX,Stock,CLIFFORDML,KYG2204M1042,,0,,no_sector_peer
0373,Bursa,Stock,VERDANT,MYQ0373OO009,,0,,no_sector_peer
08048,HKEX,Stock,YU TAK INT'L,BMG9887Q1042,,0,,no_sector_peer
08095,HKEX,Stock,BEIDA JADE BIRD,CNE100000551,,0,,no_sector_peer
08126,HKEX,Stock,G. A. HOLDINGS,KYG3706N1034,,0,,no_sector_peer
0A2T,LSE,Stock,High Templar Tech Limited,US7477981069,,0,,no_sector_peer
0A2Y,LSE,Stock,"Telefónica, S.A.",US8793822086,,0,,no_sector_peer
0A90,LSE,Stock,0A90,LU1789205884,,0,,no_sector_peer
0AAE,LSE,Stock,AutoStore Holdings Ltd.,BMG0670A1099,,0,,no_sector_peer
0AAR,LSE,Stock,INTERCOS SPA INTERCOS ORD SHS,IT0005455875,,0,,no_sector_peer
0AB5,LSE,Stock,Iveco Group N.V.,NL0015000LU4,,0,,no_sector_peer
0AB7,LSE,Stock,Technoprobe S.p.A.,IT0005482333,,0,,no_sector_peer
0ABE,LSE,Stock,Ariston Holding N.V.,NL0015000N33,,0,,no_sector_peer
0ABP,LSE,Stock,NOVEM GROUP SA NOVEM GROUP ORD SHS,LU2356314745,,0,,no_sector_peer
0AC9,LSE,Stock,DSM-Firmenich AG,CH1216478797,,0,,no_sector_peer
0ADF,LSE,Stock,ARM Holdings,US0420682058,,0,,no_sector_peer
0DXU,LSE,Stock,Cembre S.p.A. Ord,IT0001128047,,0,,no_sector_peer
0E1Y,LSE,Stock,Chargeurs,FR0000130692,,0,,no_sector_peer
0EGH,LSE,Stock,Fiera Milano S.p.A.,IT0003365613,,0,,no_sector_peer
0ET5,LSE,Stock,Vastned Retail Belgium,BE0003754687,,0,,no_sector_peer
0F5A,LSE,Stock,LINZ TEXTIL HOLDING AG LINZ TEXTIL HOLDING ORD SHS,AT0000723606,,0,,no_sector_peer
0GA3,LSE,Stock,Telecom Italia S.p.A. RNC,IT0003497176,,0,,no_sector_peer
0GNK,LSE,Stock,Knowit AB,SE0000421273,,0,,no_sector_peer
0HGC,LSE,Stock,APA Corp.,US03743Q1085,,0,,no_sector_peer
0HX1,LSE,Stock,Olympique Lyonnais Groupe,FR0010428771,,0,,no_sector_peer
0HZC,LSE,Stock,Eurazeo,FR0000121121,,0,,no_sector_peer
0I3I,LSE,Stock,Cooper Cos.,US2166485019,,0,,no_sector_peer
0ILI,LSE,Stock,Fluidra S.A.,ES0137650018,,2,OTC::FDMIF=Materials; OTC::FLUIF=Industrials,conflicting_peer_sectors
0ITS,LSE,Stock,Gap Inc.,US3647601083,,0,,no_sector_peer
0J3H,LSE,Stock,Hartford Financial Services Group Inc.,US4165151048,,0,,no_sector_peer
0JW2,LSE,Stock,M&T Bank Corp.,US55261F1049,,0,,no_sector_peer
0K7V,LSE,Stock,News Corp Cl B,US65249B2088,,0,,no_sector_peer
0KJZ,LSE,Stock,Post Holdings Inc.,US7374461041,,0,,no_sector_peer
0KO8,LSE,Stock,Enea S.A.,PLENEA000013,,0,,no_sector_peer
0L9J,LSE,Stock,Kontron AG,AT0000A0E9W5,,0,,no_sector_peer
0LHX,LSE,Stock,U.S. Global Investors Inc. Cl A,US9029521005,,0,,no_sector_peer
0LS5,LSE,Stock,CCC S.A.,PLCCC0000016,,0,,no_sector_peer
0M0,XETRA,Stock,AVERDION SE INH. O.N.,DE000A3ESL51,,0,,no_sector_peer
0M0E,LSE,Stock,Ercros S.A.,ES0125140A14,,0,,no_sector_peer
0MFW,LSE,Stock,KBC Ancora,BE0003867844,,0,,no_sector_peer
0MO8,LSE,Stock,SED Energy Holdings Plc,CY0101162119,,0,,no_sector_peer
0MR4,LSE,Stock,Byggmax Group AB,SE0003303627,,0,,no_sector_peer
0MUN,LSE,Stock,Iren S.p.A.,IT0003027817,,0,,no_sector_peer
0N75,LSE,Stock,Bonduelle SAS,FR0000063935,,0,,no_sector_peer
0NE1,LSE,Stock,MFE MEDIAFOREUROPE NV,NL0015001OJ9,,0,,no_sector_peer
0NOL,LSE,Stock,Adva Optical Networking SE,DE0005103006,,2,OTC::ADVOF=Financials; OTC::ARDDF=Materials,conflicting_peer_sectors
0NUX,LSE,Stock,Prysmian SpA,IT0004176001,,0,,no_sector_peer
0NW2,LSE,Stock,Randstad NV,NL0000379121,,0,,no_sector_peer
0NZM,LSE,Stock,L’Oreal SA,FR0000120321,,0,,no_sector_peer
0O0N,LSE,Stock,Schouw & Co.,DK0010253921,,0,,no_sector_peer
0PAN,LSE,Stock,CPI Europe AG,AT0000A21KS2,,0,,no_sector_peer
0Q2F,LSE,Stock,Distribuidora Internacional de Alimentacion SA,ES0126775008,,0,,no_sector_peer
0Q6M,LSE,Stock,Unipol Gruppo Finanziario Spa,IT0004810054,,0,,no_sector_peer
0QAP,LSE,Stock,Carmila,FR0010828137,,0,,no_sector_peer
0QNY,LSE,Stock,3M Co.,US88579Y1010,,0,,no_sector_peer
0QO6,LSE,Stock,Julius Baer Gruppe AG,CH0102484968,,0,,no_sector_peer
0QR3,LSE,Stock,PG&E Corp.,US69331C1080,,0,,no_sector_peer
0QVF,LSE,Stock,FinecoBank S.p.A.,IT0000072170,,0,,no_sector_peer
0R7W,LSE,Stock,Promotora de Informaciones SA,ES0171743901,,0,,no_sector_peer
0RCY,LSE,Stock,Attendo International publ AB,SE0007666110,,0,,no_sector_peer
0RF7,LSE,Stock,Humana AB,SE0008040653,,0,,no_sector_peer
0RHN,LSE,Stock,AcadeMedia AB,SE0007897079,,0,,no_sector_peer
0RLT,LSE,Stock,Qiagen NV,NL0015002SN0,,0,,no_sector_peer
0RON,LSE,Stock,Banca Farmafactoring S.p.A.,IT0005244402,,0,,no_sector_peer
0STP,LSE,Stock,Immobiliare Grande Distribuzione SIIQ SpA,IT0005322612,,0,,no_sector_peer
0VBE,LSE,Stock,Osisko Gold Royalties Ltd.,CA68390D1069,,0,,no_sector_peer
0YAL,LSE,Stock,Boliden AB,SE0020050417,,0,,no_sector_peer
1010,TADAWUL,Stock,RIBL,SA0007879048,,0,,no_sector_peer
1020,TADAWUL,Stock,BJAZ,SA0007879055,,0,,no_sector_peer
1030,TADAWUL,Stock,SAIB,SA0007879063,,0,,no_sector_peer
1050,TADAWUL,Stock,BSF,SA0007879782,,0,,no_sector_peer
1060,TADAWUL,Stock,SAB,SA0007879089,,0,,no_sector_peer
1080,TADAWUL,Stock,ANB,SA0007879105,,0,,no_sector_peer
1111,TADAWUL,Stock,TADAWUL GROUP,SA15DHKGHBH4,,0,,no_sector_peer
1120,TADAWUL,Stock,ALRAJHI,SA0007879113,,0,,no_sector_peer
1140,TADAWUL,Stock,ALBILAD,SA000A0D9HK3,,0,,no_sector_peer
1150,TADAWUL,Stock,ALINMA,SA122050HV19,,0,,no_sector_peer
1180,TADAWUL,Stock,SNB,SA13L050IE10,,0,,no_sector_peer
1182,TADAWUL,Stock,AMLAK,SA153G80IF11,,0,,no_sector_peer
1183,TADAWUL,Stock,SHL,SA15HG50IFH7,,0,,no_sector_peer
1202,TADAWUL,Stock,MEPCO,SA13Q050IP16,,0,,no_sector_peer
1211,TADAWUL,Stock,MAADEN,SA123GA0ITH7,,0,,no_sector_peer
1214,TADAWUL,Stock,SHAKER,SA12I0OGIV12,,0,,no_sector_peer
1503,TWSE,Stock,士林電機廠股份有限公司,TW0001503001,,0,,no_sector_peer
1506,TWSE,Stock,正道工業股份有限公司,TW0001506004,,0,,no_sector_peer
1538,TWSE,Stock,正峰工業股份有限公司,TW0001538007,,0,,no_sector_peer
1831,TADAWUL,Stock,MAHARAH,SA14QH2GSJH8,,0,,no_sector_peer
1832,TADAWUL,Stock,SADR,SA1563RGSK16,,0,,no_sector_peer
1834,TADAWUL,Stock,SMASCO,SA562G3GSL11,,0,,no_sector_peer
1A1,SGX,Stock,Wong Fong Ind,SG1DA6000004,,0,,no_sector_peer
1AZ,SGX,Stock,Audience,SGXE74394474,,0,,no_sector_peer
1B6,SGX,Stock,Ocean Sky Intl,SG1DD2000002,,0,,no_sector_peer
1C0,SGX,Stock,ETC Singapore,SG1DD5000009,,0,,no_sector_peer
1D4,SGX,Stock,Aoxin Q & M,SG1DF9000000,,0,,no_sector_peer
1E3,SGX,Stock,Sanli Env,SG1DG8000009,,0,,no_sector_peer
1H3,SGX,Stock,Clearbridge,SG1EB6000000,,0,,no_sector_peer
1H8,SGX,Stock,LY Corp,SG1EC1000003,,0,,no_sector_peer
1J4,SGX,Stock,JEP,SG1EE3000007,,0,,no_sector_peer
1U8,SGX,Stock,RichCapital,SGXE20364795,,0,,no_sector_peer
1Y1,SGX,Stock,9R,SGXE45420721,,0,,no_sector_peer
2062,TWSE,Stock,橋椿金屬股份有限公司,TW0002062007,,0,,no_sector_peer
2080,TSE,ETF,PBR Improvement over 1x ETF,JP3049980000,,0,,no_sector_peer
2081,TSE,ETF,Strategic Shareholding Disposal Promotion ETF,JP3049990009,,0,,no_sector_peer
2082,TSE,ETF,Investor-Management Unite as One ETF,JP3050000003,,0,,no_sector_peer
2100,TADAWUL,Stock,WAFRAH,SA0007879220,,0,,no_sector_peer
2140,TADAWUL,Stock,AYYAN,SA0007879261,,0,,no_sector_peer
2150,TADAWUL,Stock,ZOUJAJ,SA0007879329,,0,,no_sector_peer
2190,TADAWUL,Stock,SISCO HOLDING,SA0007879360,,0,,no_sector_peer
2200,TADAWUL,Stock,APC,SA0007879378,,0,,no_sector_peer
2223,TADAWUL,Stock,LUBEREF,SA15M1HH2NH5,,0,,no_sector_peer
2285,TADAWUL,Stock,ARABIAN MILLS,SA164H113MH2,,0,,no_sector_peer
2287,TADAWUL,Stock,ENTAJ,SA1690P13NH3,,0,,no_sector_peer
2290,TADAWUL,Stock,YANSAB,SA000A0HNF36,,0,,no_sector_peer
2310,TADAWUL,Stock,SIPCHEM,SA000A0KFKK0,,0,,no_sector_peer
2320,TADAWUL,Stock,ALBABTAIN,SA000A0LEF64,,0,,no_sector_peer
2453,TWSE,Stock,凌群電腦股份有限公司,TW0002453008,,0,,no_sector_peer
2542,TWSE,Stock,興富發建設股份有限公司,TW0002542008,,0,,no_sector_peer
2739,TWSE,Stock,寒舍餐旅管理顧問股份有限公司,TW0002739000,,0,,no_sector_peer
2989,TSE,Stock,"Tokaido REIT,Inc.",JP3049110004,,0,,no_sector_peer
2CC,NZX,Stock,2 Cheap Cars Group Limited Ordinary Shares,NZNZAE0001S5,,0,,no_sector_peer
2INV,XETRA,Stock,2INVEST AG  NA O.N.,DE000A3H3L44,,0,,no_sector_peer
3007,TADAWUL,Stock,OASIS,SA14C0PHEVH7,,0,,no_sector_peer
3018,TWSE,Stock,隆銘綠能科技工程股份有限公司,TW0003018008,,0,,no_sector_peer
3026,TWSE,Stock,禾伸堂企業股份有限公司,TW0003026001,,0,,no_sector_peer
3281,TSE,Stock,GLP J-REIT,JP3047510007,,0,,no_sector_peer
3292,TSE,Stock,AEON REIT Investment Corporation,JP3047650001,,0,,no_sector_peer
32QX,LSE,Stock,TELECOM EGYPT S.A.E GDS(EACH REPR 5 ORDS EGP10) (144A),US87927T1034,,0,,no_sector_peer
333,XETRA,Stock,ROSTRA AGC INH O.N. JGE,DE000A0N3UD5,,0,,no_sector_peer
3468,TSE,Stock,Star Asia Investment Corporation,JP3048200004,,0,,no_sector_peer
3472,TSE,Stock,Nippon Hotel & Residential Investment Corporation,JP3048310001,,0,,no_sector_peer
3487,TSE,Stock,"CRE Logistics REIT,Inc.",JP3048680007,,0,,no_sector_peer
3488,TSE,Stock,CENTRAL REIT Investment Corporation,JP3048690006,,0,,no_sector_peer
37OC,LSE,Stock,OIL & GAS DEVELOPMENT COMPANY LD GDR (EACH REPR 10 ORD)(144A),US67778Q1013,,0,,no_sector_peer
3IN,LSE,Stock,3I Infrastructure PLC,JE00BF5FX167,,0,,no_sector_peer
3RB0,XETRA,Stock,"RECKITT BENCK.LS-,1041666",GB00BSZBP530,,0,,no_sector_peer
4001,TADAWUL,Stock,A.OTHAIM MARKET,SA1230K1UGH7,,0,,no_sector_peer
4002,TADAWUL,Stock,MOUWASAT,SA12C051UH11,,0,,no_sector_peer
4003,TADAWUL,Stock,EXTRA,SA12U0RHUHH8,,0,,no_sector_peer
4007,TADAWUL,Stock,ALHAMMADI,SA13J051UJH4,,0,,no_sector_peer
4009,TADAWUL,Stock,SAUDI GERMAN HEALTH,SA141H01UKH9,,0,,no_sector_peer
4018,TADAWUL,Stock,ALMOOSA,SA1661VHUP11,,0,,no_sector_peer
401A,TSE,Stock,Kasumigaseki Hotel REIT Investment Corporation,JP3050870009,,0,,no_sector_peer
4030,TADAWUL,Stock,BAHRI,SA0007870054,,0,,no_sector_peer
4050,TADAWUL,Stock,SASCO,SA0007870070,,0,,no_sector_peer
4070,TADAWUL,Stock,TAPRCO,SA0007870096,,0,,no_sector_peer
4080,TADAWUL,Stock,SINAD HOLDING,SA0007870104,,0,,no_sector_peer
4083,TADAWUL,Stock,TASHEEL,SA165I21VPH1,,0,,no_sector_peer
4084,TADAWUL,Stock,DERAYAH,SA1690F1VQ15,,0,,no_sector_peer
4090,TADAWUL,Stock,TAIBA,SA0007879790,,0,,no_sector_peer
40T,SGX,Stock,ISEC,SG1AD9000001,,0,,no_sector_peer
40V,SGX,Stock,Alset,SG1AE2000006,,0,,no_sector_peer
40W,SGX,Stock,ZICO Hldgs,MYA007968003,,0,,no_sector_peer
4110,TADAWUL,Stock,BATIC,SA0007879808,,0,,no_sector_peer
4140,TADAWUL,Stock,SIECO,SA0007879675,,0,,no_sector_peer
4141,TADAWUL,Stock,ALOMRAN,SA153H820MH5,,0,,no_sector_peer
4143,TADAWUL,Stock,TALCO,SA162GLI0NH7,,0,,no_sector_peer
4144,TADAWUL,Stock,RAOOM,SA168J0I0O19,,0,,no_sector_peer
4145,TADAWUL,Stock,OGC,SA16BGJ20OH1,,0,,no_sector_peer
4146,TADAWUL,Stock,GAS,SA16D0820P10,,0,,no_sector_peer
4162,TADAWUL,Stock,ALMUNAJEM,SA15DGU21117,,0,,no_sector_peer
4191,TADAWUL,Stock,ABO MOATI,SA14TGAI1FH7,,0,,no_sector_peer
41H,SGX,Stock,BlackGoldNatural,SG1AH0000001,,0,,no_sector_peer
41T,SGX,Stock,GCCP,KYG377411080,,0,,no_sector_peer
4200,TADAWUL,Stock,ALDREES,SA000A0HNGZ6,,0,,no_sector_peer
4210,TADAWUL,Stock,SRMG,SA000A0JK5M3,,0,,no_sector_peer
426330,KRX,ETF,KOSEF USA ETF Industry STOXX,KR7426330007,,0,,no_sector_peer
4280,TADAWUL,Stock,KINGDOM,SA31RG522S19,,0,,no_sector_peer
4291,TADAWUL,Stock,NCLE,SA14L09I31H9,,0,,no_sector_peer
4292,TADAWUL,Stock,ATAA,SA11RGEI3218,,0,,no_sector_peer
42F,SGX,Stock,Totm Tech,SG1BF8000005,,0,,no_sector_peer
4300,TADAWUL,Stock,DAR ALARKAN,SA11U0S23612,,0,,no_sector_peer
4321,TADAWUL,Stock,CENOMI CENTERS,SA14QG523GH3,,0,,no_sector_peer
4322,TADAWUL,Stock,RETAL,SA15J1S23H17,,0,,no_sector_peer
4325,TADAWUL,Stock,MASAR,SA169G7I3IH8,,0,,no_sector_peer
4327,TADAWUL,Stock,ALRAMZ,SA16E1323JH6,,0,,no_sector_peer
4590,TWSE,Stock,富田電機股份有限公司,TW0004590005,,0,,no_sector_peer
462A,TSE,ETF,"FUNDINNO,INC.",JP3802630008,,0,,no_sector_peer
46IE,LSE,Stock,S & U PLC 6% CUM PRF #1,GB0007655250,,0,,no_sector_peer
47HA,LSE,Stock,INVESTEC INVESTMENT TRUST PLC 5% CUM PRF STK #1,GB0004058433,,0,,no_sector_peer
49B,SGX,Stock,AMOS Group,SGXE89972934,,0,,no_sector_peer
4C,STO,Stock,4C Group AB,SE0017936891,,0,,no_sector_peer
5007,TWSE,Stock,三星科技股份有限公司,TW0005007009,,0,,no_sector_peer
51FL,LSE,Stock,SOCIETATEA ENERGETICA ELECTRICA SA GDR (EACH REPR 4ORD) (144A),US83367Y1082,,0,,no_sector_peer
51O,SGX,Stock,MSMIntl,SGXE66633194,,0,,no_sector_peer
5292,TWSE,Stock,華懋科技股份有限公司,TW0005292007,,0,,no_sector_peer
5306,TWSE,Stock,桂盟國際股份有限公司,TW0005306005,,0,,no_sector_peer
532,SGX,Stock,DISA,SG0532000247,,0,,no_sector_peer
533,SGX,Stock,ABR,SG0533000253,,0,,no_sector_peer
540,SGX,Stock,Tung Lok Rest,SG1J65890803,,0,,no_sector_peer
541,SGX,Stock,Abundance Intl,SG1I02877971,,0,,no_sector_peer
543,SGX,Stock,Noel Gifts Intl,SG0543000335,,0,,no_sector_peer
546,SGX,Stock,Medtecs Intl,BMG5958R1043,,0,,no_sector_peer
5555,Bursa,Stock,SUNWAY HEALTHCARE HOLDINGS BERHAD,MYL5555OO007,,0,,no_sector_peer
558,SGX,Stock,UMS,SG1J94892465,,0,,no_sector_peer
566,SGX,Stock,SHS,SG1G33866144,,0,,no_sector_peer
569,SGX,Stock,Vicplas Intl,SG1G57870584,,0,,no_sector_peer
575,SGX,Stock,ASTI,SG1G77872271,,0,,no_sector_peer
595,SGX,Stock,GKE,SG1N09908665,,0,,no_sector_peer
59OT,LSE,Stock,JSC NATIONAL ATOMIC CO KAZATOMPROM GDR (EACH REPR 1 ORD) (144A),US63253R1023,,0,,no_sector_peer
5AB,SGX,Stock,Trek 2000 Intl,SG1I59882965,,0,,no_sector_peer
5AE,SGX,Stock,Pollux Prop,SG1I77884290,,0,,no_sector_peer
5CF,SGX,Stock,OKP,SG1M55904841,,0,,no_sector_peer
5DN,SGX,Stock,Ezra,SG1O34912152,,0,,no_sector_peer
5EB,SGX,Stock,CFM,SG1P02915996,,0,,no_sector_peer
5G1,SGX,Stock,EuroSports Gbl,SG2G55000001,,0,,no_sector_peer
5GI,SGX,Stock,Interra Resource,SG1R37924805,,0,,no_sector_peer
5GZ,SGX,Stock,HGH,SG1S12926576,,0,,no_sector_peer
5HH,SGX,Stock,ProsperaGlobal,SG1S49927944,,0,,no_sector_peer
5I1,SGX,Stock,KOP,SG2G85000005,,0,,no_sector_peer
5IC,SGX,Stock,SingHoldings,SG1T28930090,,0,,no_sector_peer
5IE,SGX,Stock,Lorenzo Intl,SG1T35930281,,0,,no_sector_peer
5KI,SGX,Stock,Soup Holdings,SG1U97935860,,0,,no_sector_peer
5OC,SGX,Stock,Koyo Intl,SG1X69942156,,0,,no_sector_peer
5OQ,SGX,Stock,Teho Intl,SG1Y15944495,,0,,no_sector_peer
5PD,SGX,Stock,Hengyang Petro,SG1Y78948920,,0,,no_sector_peer
5QY,SGX,Stock,Net Pac Hldgs,SG2B83959223,,0,,no_sector_peer
5RA,SGX,Stock,AP Strategic,SG2B89959318,,0,,no_sector_peer
5RC,SGX,Stock,ES,SG2B91959363,,0,,no_sector_peer
5RF,SGX,Stock,Mercurius,SG2B96959558,,0,,no_sector_peer
5SO,SGX,Stock,Duty Free Intl,SG2C70966271,,0,,no_sector_peer
5TI,SGX,Stock,SDAI,SG2D45972171,,0,,no_sector_peer
5UA,SGX,Stock,Luminor,SG2E72981474,,0,,no_sector_peer
5UL,SGX,Stock,Atlantic Nav,SG2F00983534,,0,,no_sector_peer
5VC,SGX,Stock,Kori,SG2F40988253,,0,,no_sector_peer
5WG,SGX,Stock,SingaporeKitchen,SG2F97994568,,0,,no_sector_peer
5WJ,SGX,Stock,MoneyMax Fin,SG2G06995143,,0,,no_sector_peer
6001,TADAWUL,Stock,HB,SA1230A2TOH3,,0,,no_sector_peer
6002,TADAWUL,Stock,HERFY FOODS,SA12GGPITP13,,0,,no_sector_peer
6004,TADAWUL,Stock,CATRION,SA1330R2TQ16,,0,,no_sector_peer
6010,TADAWUL,Stock,NADEC,SA0007879568,,0,,no_sector_peer
6014,TADAWUL,Stock,ALAMAR,SA15JHPITV18,,0,,no_sector_peer
6019,TADAWUL,Stock,ALMASAR ALSHAMIL,SA56DG9IU1H8,,0,,no_sector_peer
