listing_key,ticker,exchange,asset_type,name,country,country_code,isin,sector,status,reason,official_reference_name,official_reference_source,covered_by_official_directory,cik,figi,lei
ADX::2POINTZERO,2POINTZERO,ADX,Stock,Two Point Zero Group PJSC,United Arab Emirates,AE,AEM001001019,Financials,verified,Matched active official exchange directory listing.,Two Point Zero Group PJSC,adx_market_watch,True,,BBG013T62X66,
ADX::ADNOCGAS,ADNOCGAS,ADX,Stock,ADNOC GAS PLC,United Arab Emirates,AE,AEE01195A234,Energy,verified,Matched active official exchange directory listing.,ADNOC GAS PLC,adx_market_watch,True,,BBG01FKC2SG5,
ADX::ALAIN,ALAIN,ADX,Stock,Al Ain Alahlia Insurance Co,United Arab Emirates,AE,AEA000101013,Financials,verified,Matched active official exchange directory listing.,Al Ain Alahlia Insurance Co,adx_market_watch,True,,BBG000FTSBX8,
ADX::BURJEEL,BURJEEL,ADX,Stock,BURJEEL HOLDINGS PLC,United Arab Emirates,AE,AEE01119B224,Health Care,verified,Matched active official exchange directory listing.,BURJEEL HOLDINGS PLC,adx_market_watch,True,,BBG019V95FK4,
ADX::FBI,FBI,ADX,Stock,Fujairah Building Industries P.S.C,United Arab Emirates,AE,AEF000501013,Industrials,verified,Matched active official exchange directory listing.,Fujairah Building Industries P.S.C,adx_market_watch,True,,BBG000C6QZ24,
ADX::INB,INB,ADX,Stock,Invest Bank,United Arab Emirates,AE,AEI000101016,Financials,verified,Matched active official exchange directory listing.,Invest Bank,adx_market_watch,True,,BBG000HL4JZ0,
ADX::NBF,NBF,ADX,Stock,National Bank Of Fujairah,United Arab Emirates,AE,AEN000801011,Financials,verified,Matched active official exchange directory listing.,National Bank Of Fujairah,adx_market_watch,True,,BBG000DKT1T5,
ADX::RAKCEC,RAKCEC,ADX,Stock,RAK Ceramics PJSC,United Arab Emirates,AE,AER000301013,Industrials,verified,Matched active official exchange directory listing.,RAK Ceramics PJSC,adx_market_watch,True,,BBG000HLTG98,
ADX::SPACE42,SPACE42,ADX,Stock,SPACE42 PLC,United Arab Emirates,AE,AEE01122B228,Information Technology,verified,Matched active official exchange directory listing.,SPACE42 PLC,adx_market_watch,True,,BBG01B7671C0,
AMS::ADYEN,ADYEN,AMS,Stock,ADYEN,Netherlands,NL,NL0012969182,Information Technology,verified,Matched active official exchange directory listing.,ADYEN,euronext_equities,True,,BBG00L088N79,
