listing_key,ticker,exchange,asset_type,name,country,country_code,isin,sector,status,reason,official_reference_name,official_reference_source,covered_by_official_directory,cik,figi,lei
ADX::ADNHC,ADNHC,ADX,Stock,A D N H Catering PLC,United Arab Emirates,AE,AEE01486A245,Consumer Discretionary,verified,Matched active official exchange directory listing.,A D N H Catering PLC,adx_market_watch,True,,BBG01Q327Q71,
ADX::AFNIC,AFNIC,ADX,Stock,Al Fujairah National Insurance Company,United Arab Emirates,AE,AEA002901014,Financials,verified,Matched active official exchange directory listing.,Al Fujairah National Insurance Company,adx_market_watch,True,,BBG000JPRPQ0,
ADX::ARAM,ARAM,ADX,Stock,Aram Group,United Arab Emirates,AE,AES000601014,Real Estate,verified,Matched active official exchange directory listing.,Aram Group,adx_market_watch,True,,BBG00B06M1D0,
ADX::EAND,EAND,ADX,Stock,Emirates Telecom. Group Company (Etisalat Group) PJSC,United Arab Emirates,AE,AEE000401019,Communication Services,verified,Matched active official exchange directory listing.,Emirates Telecom. Group Company (Etisalat Group) PJSC,adx_market_watch,True,,BBG000C0ZM17,
ADX::GCEM,GCEM,ADX,Stock,Gulf Cement Co,United Arab Emirates,AE,AEG000101010,Industrials,verified,Matched active official exchange directory listing.,Gulf Cement Co,adx_market_watch,True,,BBG000JBC910,
ADX::MAIR,MAIR,ADX,Stock,MAIR GROUP - P.J.S.C,United Arab Emirates,AE,AEE01571M249,Consumer Staples,verified,Matched active official exchange directory listing.,MAIR GROUP - P.J.S.C,adx_market_watch,True,,BBG01R2SS2K8,
ADX::PALMS,PALMS,ADX,Stock,PALMS SPORTS PrJSC,United Arab Emirates,AE,AEP000201019,Consumer Discretionary,verified,Matched active official exchange directory listing.,PALMS SPORTS PrJSC,adx_market_watch,True,,BBG00YJLTNV2,
ADX::RAPCO,RAPCO,ADX,Stock,RAPCO Investment PJSC,United Arab Emirates,AE,AER000201015,Consumer Staples,verified,Matched active official exchange directory listing.,RAPCO Investment PJSC,adx_market_watch,True,,BBG000PB70X3,
ADX::WAHA,WAHA,ADX,Stock,Waha Capital Company,United Arab Emirates,AE,AEA000701010,Financials,verified,Matched active official exchange directory listing.,Waha Capital Company,adx_market_watch,True,,BBG000H2NL31,
AMS::ALFEN,ALFEN,AMS,Stock,ALFEN,Netherlands,NL,NL0012817175,Industrials,verified,Matched active official exchange directory listing.,ALFEN,euronext_equities,True,,BBG00K6TB4Z6,
AMS::BAMNB,BAMNB,AMS,Stock,BAM GROEP KON,Netherlands,NL,NL0000337319,Industrials,verified,Matched active official exchange directory listing.,BAM GROEP KON,euronext_equities,True,,BBG000BBML74,
AMS::CTAC,CTAC,AMS,Stock,CTAC,Netherlands,NL,NL0000345577,Information Technology,verified,Matched active official exchange directory listing.,CTAC,euronext_equities,True,,BBG000FKL2X4,
AMS::EAS2P,EAS2P,AMS,Stock,EASE2PAY NV,Netherlands,NL,NL0000345627,Information Technology,verified,Matched active official exchange directory listing.,EASE2PAY NV,euronext_equities,True,,BBG000BS0594,
AMS::FUR,FUR,AMS,Stock,FUGRO,Netherlands,NL,NL00150003E1,Materials,verified,Matched active official exchange directory listing.,FUGRO,euronext_equities,True,,BBG000BG7K36,
AMS::IMCD,IMCD,AMS,Stock,IMCD,Netherlands,NL,NL0010801007,Materials,verified,Matched active official exchange directory listing.,IMCD,euronext_equities,True,,BBG002J9NNP2,
AMS::LVIDE,LVIDE,AMS,Stock,LAVIDE HOLDING,Netherlands,NL,NL0010545679,Financials,verified,Matched active official exchange directory listing.,LAVIDE HOLDING,euronext_equities,True,,BBG000CHJ9Z0,
AMS::PHIA,PHIA,AMS,Stock,PHILIPS KON,Netherlands,NL,NL0000009538,Health Care,verified,Matched active official exchange directory listing.,PHILIPS KON,euronext_equities,True,,BBG000JX4KH9,
AMS::REN,REN,AMS,Stock,RELX,United Kingdom,GB,GB00B2B0DG97,Communication Services,verified,Matched active official exchange directory listing.,RELX,euronext_equities,True,,BBG000QNK070,
AMS::TWEKA,TWEKA,AMS,Stock,TKH GROUP,Netherlands,NL,NL0000852523,Information Technology,verified,Matched active official exchange directory listing.,TKH GROUP,euronext_equities,True,,BBG000BBT7H7,
AMS::WKL,WKL,AMS,Stock,WOLTERS KLUWER,Netherlands,NL,NL0000395903,Communication Services,verified,Matched active official exchange directory listing.,WOLTERS KLUWER,euronext_equities,True,,BBG000BCHRW7,
ASX::29M,29M,ASX,Stock,29METALS LIMITED,Australia,AU,AU0000157067,Materials,verified,Matched active official exchange directory listing.,29METALS LIMITED,asx_listed_companies,False,,BBG0118S6QD8,
ASX::5GG,5GG,ASX,Stock,PENTANET LIMITED,Australia,AU,AU0000129496,Communication Services,verified,Matched active official exchange directory listing.,PENTANET LIMITED,asx_listed_companies,False,,BBG00YMXJK67,
ASX::A1N,A1N,ASX,Stock,ARN MEDIA LIMITED,Australia,AU,AU0000279853,Communication Services,verified,Matched active official exchange directory listing.,ARN MEDIA LIMITED,asx_listed_companies,False,,BBG000BSXX88,
ASX::AAR,AAR,ASX,Stock,ASTRAL RESOURCES NL,Australia,AU,AU000000AAR7,Materials,verified,Matched active official exchange directory listing.,ASTRAL RESOURCES NL,asx_listed_companies,False,,BBG000BRN2H9,
ASX::ADH,ADH,ASX,Stock,ADAIRS LIMITED,Australia,AU,AU000000ADH2,Consumer Discretionary,verified,Matched active official exchange directory listing.,ADAIRS LIMITED,asx_listed_companies,False,,BBG009BJSP55,
ASX::AFI,AFI,ASX,Stock,AUSTRALIAN FOUNDATION INVESTMENT COMPANY LIMITED,Australia,AU,AU000000AFI5,Industrials,verified,Matched active official exchange directory listing.,AUSTRALIAN FOUNDATION INVESTMENT COMPANY LIMITED,asx_listed_companies,False,,BBG000BJ1KJ9,
ASX::AHN,AHN,ASX,Stock,ATHENA RESOURCES LIMITED,Australia,AU,AU000000AHN1,Materials,verified,Matched active official exchange directory listing.,ATHENA RESOURCES LIMITED,asx_listed_companies,False,,BBG000PHJDC2,
ASX::AKN,AKN,ASX,Stock,AUKING MINING LIMITED,Australia,AU,AU000000AKN5,Materials,verified,Matched active official exchange directory listing.,AUKING MINING LIMITED,asx_listed_companies,False,,BBG000HR92Z9,
ASX::AMU,AMU,ASX,Stock,AMERICAN URANIUM LTD,Australia,AU,AU0000415879,Materials,verified,Matched active official exchange directory listing.,AMERICAN URANIUM LTD,asx_listed_companies,False,,BBG000CY8PK5,
ASX::AQD,AQD,ASX,Stock,AUSQUEST LIMITED,Australia,AU,AU000000AQD3,Materials,verified,Matched active official exchange directory listing.,AUSQUEST LIMITED,asx_listed_companies,False,,BBG000C3JCW7,
ASX::ARF,ARF,ASX,Stock,ARENA REIT.,Australia,AU,AU000000ARF6,Real Estate,verified,Matched active official exchange directory listing.,ARENA REIT.,asx_listed_companies,False,,BBG004K7CX70,
ASX::ASP,ASP,ASX,Stock,ASPERMONT LIMITED.,Australia,AU,AU000000ASP3,Communication Services,verified,Matched active official exchange directory listing.,ASPERMONT LIMITED.,asx_listed_companies,False,,BBG000BT18K2,
ASX::AUC,AUC,ASX,Stock,AUSGOLD LIMITED,Australia,AU,AU000000AUC7,Materials,verified,Matched active official exchange directory listing.,AUSGOLD LIMITED,asx_listed_companies,False,,BBG000PX4754,
ASX::AVH,AVH,ASX,Stock,AVITA MEDICAL INC.,Australia,AU,AU000000AVH4,Health Care,verified,Matched active official exchange directory listing.,AVITA MEDICAL INC.,asx_listed_companies,False,,BBG00TG7PVM3,
ASX::AXI,AXI,ASX,Stock,AXTEC LIMITED,Australia,AU,AU000000AXI8,Real Estate,verified,Matched active official exchange directory listing.,AXTEC LIMITED,asx_listed_companies,False,,BBG000HTRMZ1,
ASX::B01,B01,ASX,Stock,BANCO SANTANDER S.A.,United States,US,US05964H1059,,verified,Matched active official exchange directory listing.,BANCO SANTANDER S.A.,asx_listed_companies,False,,BBG000BTJS47,
ASX::BDM,BDM,ASX,Stock,BURGUNDY DIAMOND MINES LIMITED,Australia,AU,AU0000118994,Materials,verified,Matched active official exchange directory listing.,BURGUNDY DIAMOND MINES LIMITED,asx_listed_companies,False,,BBG003NYS0W7,
ASX::BKB,BKB,ASX,Stock,BLACK BEAR MINERALS LIMITED,Australia,AU,AU0000433351,Materials,verified,Matched active official exchange directory listing.,BLACK BEAR MINERALS LIMITED,asx_listed_companies,False,,BBG01HMKSDR4,
ASX::BOA,BOA,ASX,Stock,BOA RESOURCES LTD,Australia,AU,AU000000BOA2,Materials,verified,Matched active official exchange directory listing.,BOA RESOURCES LTD,asx_listed_companies,False,,BBG002CR8JR3,
ASX::BRU,BRU,ASX,Stock,BURU ENERGY LIMITED,Australia,AU,AU000000BRU3,Energy,verified,Matched active official exchange directory listing.,BURU ENERGY LIMITED,asx_listed_companies,False,,BBG000CQ8NT8,
ASX::BWF,BWF,ASX,Stock,BLACKWALL LIMITED,Australia,AU,AU000000BWF4,Financials,verified,Matched active official exchange directory listing.,BLACKWALL LIMITED,asx_listed_companies,False,,BBG0019HQR57,
ASX::C7A,C7A,ASX,Stock,CLARA RESOURCES AUSTRALIA LTD,Australia,AU,AU0000249831,Materials,verified,Matched active official exchange directory listing.,CLARA RESOURCES AUSTRALIA LTD,asx_listed_companies,False,,BBG000P5JLC0,
ASX::CC9,CC9,ASX,Stock,CHARIOT RESOURCES LTD,Australia,AU,AU0000294498,Materials,verified,Matched active official exchange directory listing.,CHARIOT RESOURCES LTD,asx_listed_companies,False,,BBG01G03VRW7,
ASX::CHL,CHL,ASX,Stock,CAMPLIFY HOLDINGS LIMITED,Australia,AU,AU0000153991,Industrials,verified,Matched active official exchange directory listing.,CAMPLIFY HOLDINGS LIMITED,asx_listed_companies,False,,BBG0116TV4P6,
ASX::CL8,CL8,ASX,Stock,CL8 HOLDINGS LIMITED,Australia,AU,AU000000CL86,Industrials,verified,Matched active official exchange directory listing.,CL8 HOLDINGS LIMITED,asx_listed_companies,False,,BBG000LYWHV4,
ASX::CNU,CNU,ASX,Stock,CHORUS LIMITED,New Zealand,NZ,NZCNUE0001S2,Communication Services,verified,Matched active official exchange directory listing.,CHORUS LIMITED,asx_listed_companies,False,,BBG00282P8M3,
ASX::CR1,CR1,ASX,Stock,CONSTELLATION RESOURCES LIMITED,Australia,AU,AU0000012023,Materials,verified,Matched active official exchange directory listing.,CONSTELLATION RESOURCES LIMITED,asx_listed_companies,False,,BBG00KR61NQ2,
ASX::CTP,CTP,ASX,Stock,CENTRAL PETROLEUM LIMITED,Australia,AU,AU000000CTP7,Energy,verified,Matched active official exchange directory listing.,CENTRAL PETROLEUM LIMITED,asx_listed_companies,False,,BBG000C03JM6,
ASX::CVN,CVN,ASX,Stock,CARNARVON ENERGY LIMITED,Australia,AU,AU000000CVN8,Energy,verified,Matched active official exchange directory listing.,CARNARVON ENERGY LIMITED,asx_listed_companies,False,,BBG000BT7Q71,
ASX::CYC,CYC,ASX,Stock,CYCLOPHARM LIMITED,Australia,AU,AU000000CYC5,Health Care,verified,Matched active official exchange directory listing.,CYCLOPHARM LIMITED,asx_listed_companies,False,,BBG000QFS006,
ASX::DDR,DDR,ASX,Stock,DICKER DATA LIMITED,Australia,AU,AU000000DDR5,Information Technology,verified,Matched active official exchange directory listing.,DICKER DATA LIMITED,asx_listed_companies,False,,BBG00191RKK9,
ASX::DM1,DM1,ASX,Stock,DESERT METALS LIMITED,Australia,AU,AU0000118572,Materials,verified,Matched active official exchange directory listing.,DESERT METALS LIMITED,asx_listed_companies,False,,BBG00Y74K131,
ASX::DTL,DTL,ASX,Stock,DATA#3 LIMITED,Australia,AU,AU000000DTL4,Information Technology,verified,Matched active official exchange directory listing.,DATA#3 LIMITED,asx_listed_companies,False,,BBG000BBPHM3,
ASX::DXA,DXA,ASX,Stock,CAISSE FRANCAISE DE FINANCEMENT LOCAL,Australia,AU,,,verified,Matched active official exchange directory listing.,CAISSE FRANCAISE DE FINANCEMENT LOCAL,asx_listed_companies,False,,,
ASX::EBR,EBR,ASX,Stock,EBR SYSTEMS INC.,Australia,AU,AU0000182552,Utilities,verified,Matched active official exchange directory listing.,EBR SYSTEMS INC.,asx_listed_companies,False,,BBG01BQ5P943,
ASX::EGA,EGA,ASX,Stock,EASTERN GAS CORPORATION LIMITED,Australia,AU,AU0000446429,Energy,verified,Matched active official exchange directory listing.,EASTERN GAS CORPORATION LIMITED,asx_listed_companies,False,,BBG01YZ5J2K7,
ASX::EMT,EMT,ASX,Stock,EMETALS LIMITED,Australia,AU,AU0000076200,Materials,verified,Matched active official exchange directory listing.,EMETALS LIMITED,asx_listed_companies,False,,BBG0014K84H3,
ASX::ERL,ERL,ASX,Stock,EMPIRE RESOURCES LIMITED,Australia,AU,AU000000ERL6,Materials,verified,Matched active official exchange directory listing.,EMPIRE RESOURCES LIMITED,asx_listed_companies,False,,BBG000QCX5W1,
ASX::EVZ,EVZ,ASX,Stock,EVZ LIMITED,Australia,AU,AU000000EVZ8,Industrials,verified,Matched active official exchange directory listing.,EVZ LIMITED,asx_listed_companies,False,,BBG000BT3FF0,
ASX::FCT,FCT,ASX,Stock,FIRSTWAVE CLOUD TECHNOLOGY LIMITED,Australia,AU,AU000000FCT8,Financials,verified,Matched active official exchange directory listing.,FIRSTWAVE CLOUD TECHNOLOGY LIMITED,asx_listed_companies,False,0001282850,BBG001LV56W1,
ASX::FL1,FL1,ASX,Stock,FIRST LITHIUM LIMITED,Australia,AU,AU0000297764,Materials,verified,Matched active official exchange directory listing.,FIRST LITHIUM LIMITED,asx_listed_companies,False,,BBG000C2JYB4,
ASX::G11,G11,ASX,Stock,G11 RESOURCES LIMITED,Australia,AU,AU000000ODM3,Materials,verified,Matched active official exchange directory listing.,G11 RESOURCES LIMITED,asx_listed_companies,False,,BBG00JGLBCG8,
ASX::GBM,GBM,ASX,Stock,GBM RESOURCES LIMITED.,Australia,AU,AU0000443905,Materials,verified,Matched active official exchange directory listing.,GBM RESOURCES LIMITED.,asx_listed_companies,False,,BBG000RTGQ65,
ASX::GG1,GG1,ASX,Stock,GREEN & GOLD MINERALS LIMITED,Australia,AU,AU0000408783,Materials,verified,Matched active official exchange directory listing.,GREEN & GOLD MINERALS LIMITED,asx_listed_companies,False,,BBG01WD6QF44,
ASX::GMD,GMD,ASX,Stock,GENESIS MINERALS LIMITED,Australia,AU,AU000000GMD9,Materials,verified,Matched active official exchange directory listing.,GENESIS MINERALS LIMITED,asx_listed_companies,False,,BBG000J9HXY1,
ASX::GR8,GR8,ASX,Stock,GREAT DIRT RESOURCES LTD,Australia,AU,AU0000297731,Materials,verified,Matched active official exchange directory listing.,GREAT DIRT RESOURCES LTD,asx_listed_companies,False,,BBG01JJC2Z55,
ASX::GUM,GUM,ASX,Stock,GUMTREE AUSTRALIA MARKETS LIMITED,Australia,AU,AU0000381691,Communication Services,verified,Matched active official exchange directory listing.,GUMTREE AUSTRALIA MARKETS LIMITED,asx_listed_companies,False,,BBG00DJ8P8M4,
ASX::HCF,HCF,ASX,Stock,H&G HIGH CONVICTION LIMITED,Australia,AU,AU0000236218,,verified,Matched active official exchange directory listing.,H&G HIGH CONVICTION LIMITED,asx_listed_companies,False,,BBG0195FLMS8,
