listing_key,ticker,exchange,asset_type,name,country,country_code,isin,sector,status,reason,official_reference_name,official_reference_source,covered_by_official_directory,cik,figi,lei
ADX::ABNIC,ABNIC,ADX,Stock,Al Buhaira National Insurance Company,United Arab Emirates,AE,AEA001701019,Financials,verified,Matched active official exchange directory listing.,Al Buhaira National Insurance Company,adx_market_watch,True,,BBG000HKZSZ8,
ADX::ADNOCLS,ADNOCLS,ADX,Stock,ADNOC LOGISTICS & SERVICES PLC,United Arab Emirates,AE,AEE01268A239,Industrials,verified,Matched active official exchange directory listing.,ADNOC LOGISTICS & SERVICES PLC,adx_market_watch,True,,BBG00WH12RQ8,
ADX::ALEFEDT,ALEFEDT,ADX,Stock,ALEF EDUCATION HOLDING PLC,United Arab Emirates,AE,AEE01388A243,Information Technology,verified,Matched active official exchange directory listing.,ALEF EDUCATION HOLDING PLC,adx_market_watch,True,,BBG01N2PCYZ4,
ADX::DHAFRA,DHAFRA,ADX,Stock,Al Dhafra Insurance Co,United Arab Emirates,AE,AEA000601012,Financials,verified,Matched active official exchange directory listing.,Al Dhafra Insurance Co,adx_market_watch,True,,BBG000FRJCW1,
ADX::FERTIGLB,FERTIGLB,ADX,Stock,Fertiglobe plc,United Arab Emirates,AE,AEF000901015,Materials,verified,Matched active official exchange directory listing.,Fertiglobe plc,adx_market_watch,True,,BBG012TLH3H3,
ADX::INVICTUS,INVICTUS,ADX,Stock,Invictus Investment Company PLC,United Arab Emirates,AE,AEE01078I227,Consumer Staples,verified,Matched active official exchange directory listing.,Invictus Investment Company PLC,adx_market_watch,True,,BBG018K7C9R1,
ADX::NBQ,NBQ,ADX,Stock,National Bank Of Umm Al Qaiwain,United Arab Emirates,AE,AEN000701013,Financials,verified,Matched active official exchange directory listing.,National Bank Of Umm Al Qaiwain,adx_market_watch,True,,BBG000HL4PM0,
ADX::RAKNIC,RAKNIC,ADX,Stock,Ras Alkhaima National Insurance Co,United Arab Emirates,AE,AER000501018,Financials,verified,Matched active official exchange directory listing.,Ras Alkhaima National Insurance Co,adx_market_watch,True,,BBG000BJ9BH3,
ADX::TKFL,TKFL,ADX,Stock,Abu Dhabi National Takaful Co,United Arab Emirates,AE,AEA001801017,Financials,verified,Matched active official exchange directory listing.,Abu Dhabi National Takaful Co,adx_market_watch,True,,BBG000Q4PZC4,
AMS::AGN,AGN,AMS,Stock,AEGON,Bermuda,BM,BMG0112X1056,Financials,verified,Matched active official exchange directory listing.,AEGON,euronext_equities,True,,BBG010YS0TC2,
AMS::ASRNL,ASRNL,AMS,Stock,ASR NEDERLAND,Netherlands,NL,NL0011872643,Financials,verified,Matched active official exchange directory listing.,ASR NEDERLAND,euronext_equities,True,,BBG00CWZ0HG5,
AMS::CABLE,CABLE,AMS,Stock,GIG,Guernsey,GG,GG00BMB5XZ39,,verified,Matched active official exchange directory listing.,GIG,euronext_equities,True,,BBG012V0QTP0,
AMS::DSCW3,DSCW3,AMS,Stock,CABKA EUR 13W,Netherlands,NL,NL00150000V1,,verified,Matched active official exchange directory listing.,CABKA EUR 13W,euronext_equities,True,,,
AMS::EXO,EXO,AMS,Stock,EXOR NV,Netherlands,NL,NL0012059018,Consumer Discretionary,verified,Matched active official exchange directory listing.,EXOR NV,euronext_equities,True,,BBG00HVY3N09,
AMS::HOLCO,HOLCO,AMS,Stock,HOLLAND COLOURS,Netherlands,NL,NL0000440311,Materials,verified,Matched active official exchange directory listing.,HOLLAND COLOURS,euronext_equities,True,,BBG000BFBX62,
AMS::KENDR,KENDR,AMS,Stock,KENDRION,Netherlands,NL,NL0000852531,Consumer Discretionary,verified,Matched active official exchange directory listing.,KENDRION,euronext_equities,True,,BBG000BXGB48,
AMS::NSE,NSE,AMS,Stock,NEW SOURCES ENERGY,Netherlands,NL,NL0009822014,Utilities,verified,Matched active official exchange directory listing.,NEW SOURCES ENERGY,euronext_equities,True,,BBG006S720C4,
AMS::PRX,PRX,AMS,Stock,PROSUS,Netherlands,NL,NL0013654783,Materials,verified,Matched active official exchange directory listing.,PROSUS,euronext_equities,True,,BBG00NQKSQ99,
AMS::SWICH,SWICH,AMS,Stock,SWI CAPITAL,Singapore,SG,SGXPZ11CH7U7,,verified,Matched active official exchange directory listing.,SWI CAPITAL,euronext_equities,True,,BBG020CZRTB1,
AMS::VPK,VPK,AMS,Stock,VOPAK,Netherlands,NL,NL0009432491,Industrials,verified,Matched active official exchange directory listing.,VOPAK,euronext_equities,True,,BBG000BDLNS4,
ASX::1CG,1CG,ASX,Stock,ONE CLICK GROUP LIMITED,Australia,AU,AU0000241234,Industrials,verified,Matched active official exchange directory listing.,ONE CLICK GROUP LIMITED,asx_listed_companies,False,,BBG00G6SQH82,
ASX::4DS,4DS,ASX,Stock,4DS MEMORY LIMITED,Australia,AU,AU0000004DS8,Information Technology,verified,Matched active official exchange directory listing.,4DS MEMORY LIMITED,asx_listed_companies,False,,BBG0016XSZD6,
ASX::A11,A11,ASX,Stock,ATLANTIC LITHIUM LIMITED,Australia,AU,AU0000237554,Materials,verified,Matched active official exchange directory listing.,ATLANTIC LITHIUM LIMITED,asx_listed_companies,False,,BBG0196BH1J7,
ASX::AA2,AA2,ASX,Stock,ARIANA RESOURCES PLC,Australia,AU,AU0000410128,Materials,verified,Matched active official exchange directory listing.,ARIANA RESOURCES PLC,asx_listed_companies,False,,BBG01WDBZM11,
ASX::AD1,AD1,ASX,Stock,ADNEO LIMITED,Australia,AU,AU000000AD13,Industrials,verified,Matched active official exchange directory listing.,ADNEO LIMITED,asx_listed_companies,False,,BBG00BKNZGG1,
ASX::AEU,AEU,ASX,Stock,ATOMIC EAGLE LTD,Australia,AU,AU0000433096,Materials,verified,Matched active official exchange directory listing.,ATOMIC EAGLE LTD,asx_listed_companies,False,,BBG000R7KYB5,
ASX::AHE,AHE,ASX,Stock,ADHERIS HEALTH LIMITED,Australia,AU,AU0000437493,Health Care,verified,Matched active official exchange directory listing.,ADHERIS HEALTH LIMITED,asx_listed_companies,False,,BBG001LRVJD4,
ASX::AJX,AJX,ASX,Stock,ALEXIUM INTERNATIONAL GROUP LIMITED,Australia,AU,AU000000AJX6,Real Estate,verified,Matched active official exchange directory listing.,ALEXIUM INTERNATIONAL GROUP LIMITED,asx_listed_companies,False,,BBG000C44LJ6,
ASX::AM7,AM7,ASX,Stock,ARCADIA MINERALS LIMITED,Australia,AU,AU0000145815,Materials,verified,Matched active official exchange directory listing.,ARCADIA MINERALS LIMITED,asx_listed_companies,False,,BBG0101YVGH4,
ASX::ANO,ANO,ASX,Stock,ADVANCE ZINCTEK LIMITED,Australia,AU,AU000000ANO7,Materials,verified,Matched active official exchange directory listing.,ADVANCE ZINCTEK LIMITED,asx_listed_companies,False,,BBG000QS4JP6,
ASX::AR3,AR3,ASX,Stock,AUSTRALIAN RARE EARTHS LIMITED,Australia,AU,AU0000154684,Materials,verified,Matched active official exchange directory listing.,AUSTRALIAN RARE EARTHS LIMITED,asx_listed_companies,False,,BBG01188QYK5,
ASX::ASG,ASG,ASX,Stock,AUTOSPORTS GROUP LIMITED.,Australia,AU,AU000000ASG2,Consumer Discretionary,verified,Matched active official exchange directory listing.,AUTOSPORTS GROUP LIMITED.,asx_listed_companies,False,,BBG00F45YW75,
ASX::ATV,ATV,ASX,Stock,ACTIVEPORT GROUP LTD,Australia,AU,AU0000171910,Information Technology,verified,Matched active official exchange directory listing.,ACTIVEPORT GROUP LTD,asx_listed_companies,False,,BBG0129GZPB3,
ASX::AUV,AUV,ASX,Stock,AURAVELLE METALS LIMITED,Australia,AU,AU0000418154,Materials,verified,Matched active official exchange directory listing.,AURAVELLE METALS LIMITED,asx_listed_companies,False,,BBG000BRM8X9,
ASX::AWJ,AWJ,ASX,Stock,AURIC MINING LIMITED,Australia,AU,AU0000121113,Materials,verified,Matched active official exchange directory listing.,AURIC MINING LIMITED,asx_listed_companies,False,,BBG00W1L3M09,
ASX::AZ9,AZ9,ASX,Stock,ASIAN BATTERY METALS PLC,Australia,AU,AU0000340143,Materials,verified,Matched active official exchange directory listing.,ASIAN BATTERY METALS PLC,asx_listed_companies,False,,BBG00HLH7307,
ASX::BCB,BCB,ASX,Stock,BOWEN COKING COAL LIMITED,Australia,AU,AU000000BCB5,Materials,verified,Matched active official exchange directory listing.,BOWEN COKING COAL LIMITED,asx_listed_companies,False,,BBG000HWV2P4,
ASX::BGE,BGE,ASX,Stock,BRIDGE SAAS LIMITED,Australia,AU,AU0000235418,Information Technology,verified,Matched active official exchange directory listing.,BRIDGE SAAS LIMITED,asx_listed_companies,False,,BBG0193ZDHK4,
